İlan Numarası,İlan Güncelleme Tarihi,Kategorisi,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Yatırıma Uygunluk,Eşya Durumu,Banyo Sayısı,İlan Oluşturma Tarihi,Türü,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,Site İçerisinde,Takas,Fiyat Durumu,Kategori,Konumu,Fiyat,İlan Açıklaması
13484122,05 Ağustos 2023,Satılık,240 M2,11-15,3,Mülk Sahibi Oturuyor,Yatırıma Uygun,,2,26 Haziran 2023,Konut,220 M2,2+1,3.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Güngören - Güneştepe Mahallesi,"4,500,000",
13487543,03 Ağustos 2023,Satılık,90 M2,21 Ve Üzeri,4,Boş,,Boş,1,27 Haziran 2023,Konut,80 M2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Gaziosmanpaşa - Kazım Karabekir Mahallesi,"1,630,000",
13499738,22 Temmuz 2023,Satılık,95 M2,21 Ve Üzeri,4,Boş,Bilinmiyor,Boş,1,03 Temmuz 2023,Konut,85 M2,2+1,2.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Bakırköy - Zuhuratbaba Mahallesi,"3,195,000",
13613221,24 Temmuz 2023,Satılık,100 M2,5-10,5,Kiracı Oturuyor,Yatırıma Uygun,Boş,2,24 Temmuz 2023,Konut,90 M2,2+1,2.Kat,Merkezi Doğalgaz,Evet,Yok,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Adnan Kahveci Mahallesi,"3,500,000",
13616820,05 Ağustos 2023,Satılık,115 M2,5-10,7,Mülk Sahibi Oturuyor,Bilinmiyor,Eşyalı,1,25 Temmuz 2023,Konut,105 M2,3+1,7.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Kartal - Esentepe Mahallesi,"3,500,000",
13615532,06 Ağustos 2023,Satılık,135 M2,16-20,5,Kiracı Oturuyor,Yatırıma Uygun,Boş,1,24 Temmuz 2023,Konut,125 M2,3+1,2.Kat,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Pendik - Güzelyalı Mahallesi,"3,300,000",
13620141,04 Ağustos 2023,Satılık,65 M2,3,4,Boş,Yatırıma Uygun,Boş,1,25 Temmuz 2023,Konut,60 M2,1+1,Düz Giriş (Zemin),Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Yakuplu Mahallesi,"1,820,000",
13620848,06 Ağustos 2023,Satılık,122 M2,21 Ve Üzeri,3,Mülk Sahibi Oturuyor,Yatırıma Uygun,Boş,1,25 Temmuz 2023,Konut,110 M2,3+1,3.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Küçükçekmece - İnönü Mahallesi,"2,000,000",
13621147,06 Ağustos 2023,Satılık,135 M2,16-20,5,Kiracı Oturuyor,Yatırıma Uygun,Boş,1,25 Temmuz 2023,Konut,125 M2,3+1,2.Kat,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Pendik - Güzelyalı Mahallesi,"3,300,000",
13621735,25 Temmuz 2023,Satılık,240 M2,11-15,4,Kiracı Oturuyor,,,4,25 Temmuz 2023,Konut,210 M2,6+1,2.Kat,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Fatih - Ali Kuşçu Mahallesi,"23,000,000",
13621807,25 Temmuz 2023,Satılık,140 M2,5-10,6,Boş,Yatırıma Uygun,Boş,1,25 Temmuz 2023,Konut,120 M2,2+1,2.Kat,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Esenyurt - Osmangazi Mahallesi,"1,755,000",TL
13624884,29 Temmuz 2023,Satılık,400 M2,21 Ve Üzeri,3,Mülk Sahibi Oturuyor,,,3,26 Temmuz 2023,Konut,350 M2,3+1,3.Kat,Isıtma Yok,Hayır,,Genel Fiyat,Daire,İstanbul - Fatih - Balat Mahallesi,"3,000,000",Her katta bir daire olup bu daireler ise 1+1’dir balatın en nezih yerinde meryem ana kilisesine 10 saniye yürüme mesafesinde
13622849,27 Temmuz 2023,Satılık,85 M2,5-10,4,Kiracı Oturuyor,Bilinmiyor,Boş,1,26 Temmuz 2023,Konut,80 M2,2+1,1.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Küçükçekmece - Mehmet Akif Mahallesi,"1,900,000",
13625197,06 Ağustos 2023,Satılık,125 M2,11-15,3,Boş,Yatırıma Uygun,Boş,1,26 Temmuz 2023,Konut,120 M2,3+1,2.Kat,Kombi Doğalgaz,Evet,Var,Genel Fiyat,Daire,İstanbul - Pendik - Ahmet Yesevi Mahallesi,"2,600,000",
13064693,05 Ağustos 2023,Satılık,105 M2,4,9,Kiracı Oturuyor,Bilinmiyor,,1,14 Nisan 2023,Konut,90 M2,2+1,6.Kat,Merkezi (Pay Ölçer),Evet,Yok,Genel Fiyat,Daire,İstanbul - Pendik - Güllü Bağlar Mahallesi,"3,150,000",
13064965,05 Ağustos 2023,Satılık,350 M2,4,9,Boş,Bilinmiyor,,4,14 Nisan 2023,Konut,300 M2,6+1,Çatı Katı,Merkezi (Pay Ölçer),Hayır,Var,Genel Fiyat,Daire,İstanbul - Pendik - Güllü Bağlar Mahallesi,"8,000,000",
13084589,19 Temmuz 2023,Satılık,125 M2,0 (Yeni),5,Boş,Yatırıma Uygun,Boş,1,17 Nisan 2023,Konut,110 M2,3+1,2.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Bahçelievler - Şirinevler Mahallesi,"3,200,000",
13098139,02 Ağustos 2023,Satılık,70 M2,4,7,Kiracı Oturuyor,Yatırıma Uygun,Eşyalı,1,20 Nisan 2023,Konut,60 M2,1+1,2.Kat,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Kağıthane - Çağlayan Mahallesi,"1,990,000",Akdeniz Emlak'tan satılık lüks daire merkezi konumda daha geniş bilgi almak için bizi arayınız
13327697,31 Mayıs 2023,Satılık,80 M2,21 Ve Üzeri,6,Mülk Sahibi Oturuyor,,,1,31 Mayıs 2023,Konut,70 M2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Pendik - Kaynarca Mahallesi,"1,700,000",
13448278,01 Ağustos 2023,Satılık,85 M2,11-15,5,Boş,Yatırıma Uygun,,1,19 Haziran 2023,Konut,75 M2,2+1,1.Kat,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Bayrampaşa - Terazidere Mahallesi,"2,125,000",BAYRAMPAŞA TERAZİ DERE MH SATILIK DAİRE YATIRIMA UYGUN ULAŞTIRMA METROYA OKULA ÇARŞIYA YAKINDIR DETAYLI BİLGİ İÇİN ARAYINIZ
13476365,04 Ağustos 2023,Satılık,200 M2,16-20,3,Boş,Yatırıma Uygun,Eşyalı,3,24 Haziran 2023,Konut,160 M2,5+1,,Kombi Doğalgaz,Hayır,,Genel Fiyat,Villa,İstanbul - Şile - Kumbaba Mahallesi,"15,500,000",Şile Kumbaba ramada otel arkasında satılık triplex villa müstakil havuzlu çeşitli meyve ağaçları bahçesinde mevcuttur denize yakın 448 m2 arsa içinde 16 yıllık kat mülkiyet tapulu 630.000 $ son fiyattır ayrıntılı bilgi için randevu alınız
13117473,05 Ağustos 2023,Satılık,75 M2,3,7,Kiracı Oturuyor,Bilinmiyor,Boş,1,25 Nisan 2023,Konut,65 M2,1+1,3.Kat,Kombi Doğalgaz,Evet,Yok,Genel Fiyat,Daire,İstanbul - Ataşehir - Esatpaşa Mahallesi,"3,000,000",
13121340,06 Ağustos 2023,Satılık,125 M2,0 (Yeni),5,Boş,Yatırıma Uygun,Boş,1,25 Nisan 2023,Konut,120 M2,3+1,2.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Bahçelievler - Şirinevler Mahallesi,"3,300,000",
13123640,02 Ağustos 2023,Satılık,94 M2,1,15,Boş,Bilinmiyor,Boş,1,26 Nisan 2023,Konut,80 M2,2+1,3.Kat,Merkezi (Pay Ölçer),Hayır,Yok,Genel Fiyat,Daire,İstanbul - Zeytinburnu - Sümer Mahallesi,"5,190,000",
13132686,06 Ağustos 2023,Satılık,75 M2,21 Ve Üzeri,5,Kiracı Oturuyor,,Eşyalı,1,27 Nisan 2023,Konut,68 M2,1+1,Bodrum Kat,Kombi Doğalgaz,Hayır,Yok,Birim Fiyat,Daire,İstanbul - Bahçelievler - Siyavuşpaşa Mahallesi,"950,000",BELEDÎYEYE METROYA METROBÚSE YAKIN İÇİNDE 5600TL KİRACILI HAZIR ÎÇÎNDEKÎ ESYALARIYLA KOMPLE SATILIK ÎÇÎNDE 125000TL EŞYA VARDIR KLÎMALI KOMBÎLÎ YANLIZ ÎÇÎNDEKÎ KÎRACIYI ALANKÎŞİ CIKARTMAYACAK YATIRIMLIK KELEPİR KREDÎLÎ DAÎRE ACÎL SATILIK KISA SÚRELÎGÎNE BU FÎATTIR
13209634,06 Ağustos 2023,Satılık,150 M2,4,4,Boş,Bilinmiyor,,2,11 Mayıs 2023,Konut,140 M2,3+1,4.Kat,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Kağıthane - Çağlayan Mahallesi,"2,955,000",
13614372,24 Temmuz 2023,Satılık,90 M2,5-10,4,Kiracı Oturuyor,,,1,24 Temmuz 2023,Konut,75 M2,2+1,Düz Giriş (Zemin),Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Ümraniye - Çakmak Mahallesi,"2,500,000",
13138647,04 Ağustos 2023,Satılık,180 M2,21 Ve Üzeri,3,Boş,Bilinmiyor,Boş,2,28 Nisan 2023,Konut,160 M2,4+1,Villa Tipi,Kombi Doğalgaz,Evet,Yok,Genel Fiyat,Yazlık,İstanbul - Silivri - Gümüşyaka Mahallesi,"4,600,000",
12799494,02 Ağustos 2023,Satılık,100 M2,21 Ve Üzeri,4,Kiracı Oturuyor,Yatırıma Uygun,Boş,1,02 Mart 2023,Konut,80 M2,3+1,2.Kat,Merkezi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Kadıköy - Göztepe Mahallesi,"12,500,000",
13141271,05 Ağustos 2023,Satılık,180 M2,11-15,4,Mülk Sahibi Oturuyor,Bilinmiyor,Boş,3,28 Nisan 2023,Konut,170 M2,4+1,Yüksek Giriş,Kombi Doğalgaz,Evet,Yok,Genel Fiyat,Daire,İstanbul - Büyükçekmece - Fatih Mahallesi,"5,500,000",
12835490,20 Temmuz 2023,Satılık,90 M2,11-15,3,Boş,,,1,07 Mart 2023,Konut,85 M2,2+1,2.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Avcılar - Cihangir Mahallesi,"2,150,000",Avcılar cihangir mah 2+1 doğalgaz kombili klimalı fortmanto ankastre set caddeye yakın masrafsız temiz daire
12831128,05 Ağustos 2023,Satılık,50 M2,3,4,Kiracı Oturuyor,Yatırıma Uygun,Boş,1,07 Mart 2023,Konut,45 M2,1+1,Yüksek Giriş,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Maltepe - Küçükyalı Mahallesi,"2,580,000",
13142575,31 Temmuz 2023,Satılık,2.230 M2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,,,2,29 Nisan 2023,Konut,220 M2,4+1,Bahçe Katı,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Bakırköy - Şenlikköy Mahallesi,"11,000,000",ARTIDAN FLORYADA SATILIK 4 ODA BIR SALON KOMBILI BALKONLU TADILAT YAPILMIS MASRAFSIZ HASARSIZ 230 M2 KREDILI HASARSIZ BAHCE KATI
12843741,03 Ağustos 2023,Satılık,104 M2,4,1,Boş,Bilinmiyor,Boş,1,08 Mart 2023,Konut,94 M2,3+1,,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Müstakil Ev,İstanbul - Beykoz - Riva Mahallesi,"3,600,000",
12843692,03 Ağustos 2023,Satılık,550 M2,21 Ve Üzeri,4,Kiracı Oturuyor,Bilinmiyor,Boş,5,08 Mart 2023,Konut,475 M2,9+ Oda,,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Müstakil Ev,İstanbul - Beykoz - Yeni Mahalle Mahallesi,"7,500,000",
12869934,05 Ağustos 2023,Satılık,80 M2,21 Ve Üzeri,5,Kiracı Oturuyor,,Boş,1,11 Mart 2023,Konut,70 M2,2+1,Düz Giriş (Zemin),Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Küçükçekmece - Cumhuriyet Mahallesi,"1,350,000",/
13065234,05 Ağustos 2023,Satılık,300 M2,4,9,Kiracı Oturuyor,Yatırıma Uygun,,2,14 Nisan 2023,Konut,250 M2,4+1,9.Kat,Merkezi (Pay Ölçer),Evet,Var,Genel Fiyat,Daire,İstanbul - Pendik - Güllü Bağlar Mahallesi,"6,000,000",
12845478,05 Ağustos 2023,Satılık,500 M2,4,4,Boş,Bilinmiyor,Boş,4,08 Mart 2023,Konut,400 M2,7+1,,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Villa,İstanbul - Şile - Çavuş Mahallesi,"17,000,000",
12920742,03 Ağustos 2023,Satılık,85 M2,11-15,11,Kiracı Oturuyor,Yatırıma Uygun,,1,20 Mart 2023,Konut,75 M2,2+1,2.Kat,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Ümraniye - Esenevler Mahallesi,"3,250,000",DAĞ YAPI GAYRİMENKUL’DEN SATILIK YÜKSEK KATLI BİNADA OTOPARKLI HASTANE OKUL SAĞLIK OCAĞI SEMT PAZARI OTOBÜS DURAĞI MİNİBÜSE DURAĞINA YÜRÜME MESAFESİNDE
13073356,23 Haziran 2023,Satılık,130 M2,21 Ve Üzeri,3,Boş,,,2,15 Nisan 2023,Konut,120 M2,3+1,1.Kat,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Fatih - Koca Mustafapaşa Mahallesi,"3,200,000",
12911062,20 Temmuz 2023,Satılık,70 M2,5-10,3,Mülk Sahibi Oturuyor,,,1,18 Mart 2023,Konut,65 M2,1+1,Düz Giriş (Zemin),Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Avcılar - Cihangir Mahallesi,"1,400,000",Avcılar cihangir mah 1+1 doğalgaz kombili 65 m2 krediye uygun masrafsız binadan giriş kat ayrı mutfak ulaşıma yakın satılık daire
12956927,31 Temmuz 2023,Satılık,110 M2,5-10,15,Mülk Sahibi Oturuyor,Bilinmiyor,,2,25 Mart 2023,Konut,100 M2,2+1,4.Kat,Merkezi (Pay Ölçer),Evet,,Genel Fiyat,Daire,İstanbul - Avcılar - Merkez Mahallesi,"6,500,000",ARTIDAN AVCILAR MERKEZ MAH TOYO VISTA SITESINDE BAKIMLI 4 .KAT 2+1 ARA KAT DAIRE
12966455,16 Haziran 2023,Satılık,600 M2,11-15,4,Kiracı Oturuyor,Bilinmiyor,Boş,6+,27 Mart 2023,Konut,550 M2,9+ Oda,,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Müstakil Ev,İstanbul - Beykoz - Görele Mahallesi,"25,000,000",
12913487,27 Mayıs 2023,Satılık,100 M2,0 (Yeni),5,Mülk Sahibi Oturuyor,Yatırıma Uygun,,1,19 Mart 2023,Konut,85 M2,2+1,3.Kat,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Küçükçekmece - Cumhuriyet Mahallesi,"2,550,000",KÜÇÜKÇEKMECE MERKEZ CUMHURİYET MAHALLESİ MARMARAY'A YAKIN KONUMDA SIFIR YENİ BİNADA ACİL SATILIK DÜŞÜK FİYAT DAİRE
12978415,01 Ağustos 2023,Satılık,200 M2,0 (Yeni),4,Boş,Bilinmiyor,Boş,2,28 Mart 2023,Konut,180 M2,4+2,4.Kat,Yerden Isıtma,Evet,Var,Genel Fiyat,Daire,İstanbul - Avcılar - Ambarlı Mahallesi,"4,500,000",
12961206,06 Ağustos 2023,Satılık,214 M2,0 (Yeni),6,Boş,Yatırıma Uygun,Boş,2,26 Mart 2023,Konut,172 M2,4+2,6.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Maltepe - Feyzullah Mahallesi,"9,500,000",
12998088,03 Ağustos 2023,Satılık,401 M2,11-15,4,Kiracı Oturuyor,,,6+,01 Nisan 2023,Konut,400 M2,9+ Oda,,Kombi Doğalgaz,Hayır,,Genel Fiyat,Bina,İstanbul - Pendik - Güzelyalı Mahallesi,"23,800,000",400 m² ARSA için de güçlendirmesi ve dış cephe kaplaması son derece itinalı yapılmış görülmeye değer içinde 4 adet 3+1 dairesi kullanılan 2 adet'de ince işciliği olan toplam da 6 daire 2 adet 120 m² dükkan 300 m² civarı 1 adet bodrumu olan FIRSAT bir bina kira getirileri iyi durumdadır.
12970410,01 Haziran 2023,Satılık,500 M2,2,5,Boş,,,5,27 Mart 2023,Konut,300 M2,9+ Oda,,Kombi Doğalgaz,Hayır,,Genel Fiyat,Villa,İstanbul - Silivri - Gümüşyaka Mahallesi,"12,750,000",
12384157,02 Ağustos 2023,Satılık,75 M2,2,8,Kiracı Oturuyor,Yatırıma Uygun,,1,21 Aralık 2022,Konut,65 M2,1+1,Kot 1 (-1).Kat,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Şişli - Kuştepe Mahallesi,"2,000,000",
13008701,01 Ağustos 2023,Satılık,128 M2,0 (Yeni),5,Boş,Yatırıma Uygun,Boş,1,04 Nisan 2023,Konut,120 M2,3+1,1.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Bahçelievler - Siyavuşpaşa Mahallesi,"5,185,000",
12219494,02 Ağustos 2023,Satılık,230 M2,5-10,5,Kiracı Oturuyor,Bilinmiyor,Boş,2,22 Kasım 2022,Konut,195 M2,6+2,Çatı Katı,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Küçükçekmece - Halkalı Merkez Mahallesi,"3,500,000",
12234838,04 Ağustos 2023,Satılık,70 M2,21 Ve Üzeri,5,Kiracı Oturuyor,,,1,24 Kasım 2022,Konut,65 M2,1+1,1.Kat,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Fatih - Derviş Ali Mahallesi,"1,500,000",
12160011,06 Ağustos 2023,Satılık,110 M2,5-10,6,Boş,Yatırıma Uygun,Boş,2,12 Kasım 2022,Konut,95 M2,2+1,2.Kat,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Cumhuriyet Mahallesi,"925,000",
12285415,05 Ağustos 2023,Satılık,100 M2,5-10,6,Boş,Yatırıma Uygun,,2,03 Aralık 2022,Konut,90 M2,2+1,Yüksek Giriş,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Esenyurt - Güzelyurt Mahallesi,"1,250,000",
12378326,06 Ağustos 2023,Satılık,100 M2,1,6,Boş,Yatırıma Uygun,,1,20 Aralık 2022,Konut,90 M2,2+1,1.Kat,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Esenyurt - Güzelyurt Mahallesi,"975,000",
12402972,23 Temmuz 2023,Satılık,410 M2,5-10,3,Boş,Yatırıma Uygun,Boş,5,24 Aralık 2022,Konut,380 M2,6+2,,Kombi Doğalgaz,Evet,Yok,Genel Fiyat,Villa,İstanbul - Sarıyer - Uskumruköy Mahallesi,"75,000,000",
12377138,06 Ağustos 2023,Satılık,110 M2,0 (Yeni),6,Boş,Yatırıma Uygun,,1,20 Aralık 2022,Konut,100 M2,2+1,1.Kat,Merkezi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Esenyurt - Mehterçeşme Mahallesi,"1,420,000",
12429846,23 Temmuz 2023,Satılık,410 M2,5-10,4,Boş,Yatırıma Uygun,Boş,3,29 Aralık 2022,Konut,388 M2,6+2,,Kombi Doğalgaz,Evet,,Genel Fiyat,Villa,İstanbul - Sarıyer - Kumköy Mahallesi,"40,500,000",
12432284,05 Ağustos 2023,Satılık,110 M2,5-10,4,Mülk Sahibi Oturuyor,Bilinmiyor,Boş,1,29 Aralık 2022,Konut,100 M2,3+1,1.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Güngören - Haznedar Mahallesi,"5,250,000",
12838005,31 Temmuz 2023,Satılık,65 M2,5-10,4,Kiracı Oturuyor,Bilinmiyor,Eşyalı,1,08 Mart 2023,Konut,60 M2,2+1,Yüksek Giriş,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Bahçelievler - Zafer Mahallesi,"1,520,000",
12468101,01 Haziran 2023,Satılık,80 M2,21 Ve Üzeri,5,Kiracı Oturuyor,,,1,04 Ocak 2023,Konut,75 M2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Bakırköy - Yenimahalle Mahallesi,"1,800,000",Bakırköy yeni mahallede 2+1 bahçe katı ister eşyalı ister eşyasız satılabilir krediye uygun
12517809,12 Temmuz 2023,Satılık,110 M2,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,Yatırıma Uygun,Boş,1,12 Ocak 2023,Konut,100 M2,3+1,2.Kat,Doğalgaz Sobalı,Hayır,,Genel Fiyat,Daire,İstanbul - Bayrampaşa - Terazidere Mahallesi,"2,050,000",
12546745,28 Temmuz 2023,Satılık,130 M2,21 Ve Üzeri,6,Kiracı Oturuyor,Yatırıma Uygun,Boş,1,18 Ocak 2023,Konut,120 M2,3+1,4.Kat,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Şişli - Eskişehir Mahallesi,"5,600,000",
12405470,11 Haziran 2023,Satılık,195 M2,0 (Yeni),10,Boş,Yatırıma Uygun,Boş,2,24 Aralık 2022,Konut,145 M2,4.5+1,3.Kat,Merkezi (Pay Ölçer),Evet,Yok,Genel Fiyat,Daire,İstanbul - Başakşehir - Ziya Gökalp Mahallesi,"12,500,000",
12414569,06 Ağustos 2023,Satılık,95 M2,0 (Yeni),6,Boş,Yatırıma Uygun,,1,27 Aralık 2022,Konut,90 M2,2+1,1.Kat,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Cumhuriyet Mahallesi,"1,600,000",
12593758,27 Temmuz 2023,Satılık,100 M2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,Bilinmiyor,Boş,1,25 Ocak 2023,Konut,85 M2,2+1,1.Kat,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Avcılar - Cihangir Mahallesi,"1,300,000",Avcılar cihangir mah 1 doğalgaz kombili metrobüse toplu ulaşıma yakın arsa tapulu krediye uygun değildir
13697640,06 Ağustos 2023,Satılık,85 M2,5-10,4,Boş,,,1,06 Ağustos 2023,Konut,80 M2,2+1,Yüksek Giriş,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Esenyurt - Mevlana Mahallesi,"2,050,000",""", """
13004582,04 Ağustos 2023,Satılık,110 M2,5-10,4,Boş,,Boş,1,03 Nisan 2023,Konut,95 M2,2+1,1.Kat,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Yakuplu Mahallesi,"1,345,000",Konumu güzel Yakuplu mahlesinde Yakuplu birinci Hastanesi'ne yakın temiz 2+1 birinci kat daire
13697642,06 Ağustos 2023,Satılık,135 M2,1,7,Boş,Bilinmiyor,Boş,1,06 Ağustos 2023,Konut,120 M2,3+1,3.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Sancaktepe - Yenidoğan Mahallesi,"2,870,000",
12995192,03 Ağustos 2023,Satılık,200 M2,21 Ve Üzeri,5,Kiracı Oturuyor,,,5,31 Mart 2023,Konut,180 M2,6+3,,Kombi Doğalgaz,Hayır,,Genel Fiyat,Bina,İstanbul - Pendik - Orhangazi Mahallesi,"9,800,000",ACİLLL YATIRIMLIK İÇİNDE 4 ADET 3+1 DAİRESİ 2 ADET DÜKKAN 1 ADET BODRUMU OLAN İSTENDİĞİN DE ARKASINDA KALAN ARSA İLE ALINA BİLÇEK BİR BİNADIR TOPLAMDA 50.000 TL KİRA GETİRİSİ VARDIR. Takas yoluna açıktır
12407505,22 Temmuz 2023,Satılık,157 M2,0 (Yeni),15,Boş,,Boş,2,25 Aralık 2022,Konut,102 M2,3+1,5.Kat,Merkezi (Pay Ölçer),Hayır,Yok,Birim Fiyat,Residence,İstanbul - Bağcılar - 15 Temmuz Mahallesi,"7,500,000",
9434211,04 Ağustos 2023,Satılık,150 M2,5-10,5,Kiracı Oturuyor,Yatırıma Uygun,Eşyalı,3,05 Nisan 2021,Konut,140 M2,4+1,5.Kat,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Sancaktepe - Sarıgazi Mahallesi,"3,200,000",Sancaktepe Sarıgazi mah Helenium Layf Sitesinde satılık dublex daire asansörlü açık otoparklı oyun parkı  güvenlikli okula ulaşıma merkeze yakın metro durağı ve hastane ye yakın  2500 TL kiracılı yatırımlık dublex daire 4+1 Alt katı 1+1 ebeveyn banyolu mutfak ve banyo WC den oluşmaktadır üst katı ise 3 oda banyo WC ve terastan oluşmaktadır ayrıntılı bilgi için randevu alınız
13697650,06 Ağustos 2023,Satılık,85 M2,0 (Yeni),7,Boş,Bilinmiyor,Boş,1,06 Ağustos 2023,Konut,75 M2,2+1,Düz Giriş (Zemin),Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Sancaktepe - Emek Mahallesi,"2,150,000",
3976964,05 Ağustos 2023,Satılık,125 M2,0 (Yeni),17,Boş,Yatırıma Uygun,Boş,2,30 Mart 2019,Konut,115 M2,3+1,17.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Sultangazi - Cebeci Mahallesi,"7,000,000",
12502978,05 Ağustos 2023,Satılık,74 M2,4,10,Kiracı Oturuyor,Yatırıma Uygun,Boş,1,09 Ocak 2023,Konut,53 M2,1+1,2.Kat,Merkezi (Pay Ölçer),Evet,Yok,Genel Fiyat,Daire,İstanbul - Bağcılar - 15 Temmuz Mahallesi,"2,500,000",
9986650,24 Temmuz 2023,Satılık,120 M2,4,13,Boş,Bilinmiyor,Boş,2,15 Eylül 2021,Konut,105 M2,2+1,2.Kat,Yerden Isıtma,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Büyükçekmece - Pınartepe Mahallesi,"3,100,000",
11139658,02 Ağustos 2023,Satılık,98 M2,2,6,Boş,Yatırıma Uygun,Boş,1,13 Mayıs 2022,Konut,88 M2,2+1,3.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Sancaktepe - Safa Mahallesi,"3,250,000",
10574069,05 Ağustos 2023,Satılık,80 M2,21 Ve Üzeri,5,Kiracı Oturuyor,Yatırıma Uygun,,1,28 Ocak 2022,Konut,78 M2,2+1,,Kombi Doğalgaz,Hayır,,Genel Fiyat,Bina,İstanbul - Fatih - Akşemsettin Mahallesi,"10,000,000",
10961834,06 Ağustos 2023,Satılık,85 M2,21 Ve Üzeri,5,Kiracı Oturuyor,Yatırıma Uygun,Boş,1,12 Nisan 2022,Konut,80 M2,2+1,1.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Bahçelievler - Soğanlı Mahallesi,"1,400,000",
