,İlan Numarası,İlan Güncelleme Tarihi,Kategorisi,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,İlan Oluşturma Tarihi,Türü,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,House Price,House Location,Krediye Uygunluk
51,13544490,11 Temmuz 2023,Satılık,412 M2,0 (Yeni),1,Boş,11 Temmuz 2023,Konut,411 M2,1 Oda,Bahçe Katı,Sobalı,1.200.000TL,Kayseri - Melikgazi - Gesi Mahallesi,
52,13544331,20 Temmuz 2023,Satılık,155 M2,3,12,Boş,11 Temmuz 2023,Konut,110 M2,3+1,10.Kat,Merkezi (Pay Ölçer),1.850.000TL,Kayseri - Melikgazi - Kazımkarabekir Mahallesi,Krediye Uygun Değil
53,13542435,11 Temmuz 2023,Satılık,550 M2,5-10,3,Boş,10 Temmuz 2023,Konut,250 M2,6+1,Düz Giriş,Kombi Doğalgaz,7.000.000TL,Kayseri - Melikgazi - Becen Mahallesi,
54,13542432,18 Temmuz 2023,Satılık,520 M2,5-10,3,Kiracı Oturuyor,10 Temmuz 2023,Konut,480 M2,2+1,Düz Giriş,Sobalı,2.200.000TL,Kayseri - Melikgazi - Selçuklu Mahallesi,
55,13542114,10 Temmuz 2023,Satılık,185 M2,11-15,11,Mülk Sahibi Oturuyor,10 Temmuz 2023,Konut,145 M2,3+1,7.Kat,Merkezi Doğalgaz,2.950.000TL,Kayseri - Melikgazi - Köşk Mahallesi,
56,13595832,30 Temmuz 2023,Satılık,135 M2,1,14,Kiracı Oturuyor,20 Temmuz 2023,Konut,110 M2,2+1,8.Kat,Merkezi (Pay Ölçer),1.460.000TL,Kayseri - Melikgazi - Bahçelievler Mahallesi,
57,13595426,30 Temmuz 2023,Satılık,165 M2,5-10,14,Boş,20 Temmuz 2023,Konut,145 M2,3+1,13.Kat,Merkezi Doğalgaz,1.485.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,
58,13532645,11 Temmuz 2023,Satılık,360 M2,0 (Yeni),3,Boş,09 Temmuz 2023,Konut,359 M2,7+2,Düz Giriş,Kombi Doğalgaz,6.500.000TL,Kayseri - Melikgazi - Sarımsaklı Mahallesi,
59,13530582,29 Temmuz 2023,Satılık,185 M2,5-10,2,Boş,08 Temmuz 2023,Konut,140 M2,1 Oda,Düz Giriş,Isıtma Yok,1.950.000TL,Kayseri - Melikgazi - Bahçelievler Mahallesi,Bilinmiyor
60,13530581,29 Temmuz 2023,Satılık,180 M2,5-10,2,Boş,08 Temmuz 2023,Konut,140 M2,1 Oda,Düz Giriş,Isıtma Yok,2.150.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Bilinmiyor
61,13529449,08 Temmuz 2023,Satılık,200 M2,5-10,12,Boş,08 Temmuz 2023,Konut,175 M2,4+1,1.Kat,Merkezi Doğalgaz,2.590.000TL,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,
62,13529090,08 Temmuz 2023,Satılık,165 M2,2,14,Kiracı Oturuyor,08 Temmuz 2023,Konut,145 M2,3+1,3.Kat,Merkezi (Pay Ölçer),3.400.000TL,Kayseri - Melikgazi - Köşk Mahallesi,
63,13528522,08 Temmuz 2023,Satılık,135 M2,0 (Yeni),10,Boş,08 Temmuz 2023,Konut,115 M2,2+1,3.Kat,Merkezi (Pay Ölçer),1.850.000TL,Kayseri - Melikgazi - Yeşilyurt Mahallesi,
64,13595832,30 Temmuz 2023,Satılık,135 M2,1,14,Kiracı Oturuyor,20 Temmuz 2023,Konut,110 M2,2+1,8.Kat,Merkezi (Pay Ölçer),1.460.000TL,Kayseri - Melikgazi - Bahçelievler Mahallesi,
65,13595426,30 Temmuz 2023,Satılık,165 M2,5-10,14,Boş,20 Temmuz 2023,Konut,145 M2,3+1,13.Kat,Merkezi Doğalgaz,1.485.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,
66,13514084,24 Temmuz 2023,Satılık,175 M2,0 (Yeni),11,Boş,06 Temmuz 2023,Konut,155 M2,3+1,2.Kat,Merkezi (Pay Ölçer),1.950.000TLarrow_downward%100,Kayseri - Melikgazi - Tınaztepe Mahallesi,
67,13513723,06 Temmuz 2023,Satılık,165 M2,5-10,15,Boş,06 Temmuz 2023,Konut,135 M2,3+1,7.Kat,Merkezi (Pay Ölçer),2.000.000TL,Kayseri - Melikgazi - Hürriyet Mahallesi,
68,13513674,29 Temmuz 2023,Satılık,180 M2,0 (Yeni),15,Boş,06 Temmuz 2023,Konut,140 M2,3+1,4.Kat,Merkezi (Pay Ölçer),1.850.000TL,Kayseri - Melikgazi - Yeşilyurt Mahallesi,
69,13512731,30 Temmuz 2023,Satılık,175 M2,5-10,12,Kiracı Oturuyor,05 Temmuz 2023,Konut,155 M2,3+1,6.Kat,Merkezi Doğalgaz,2.525.000TLarrow_downward%3,Kayseri - Melikgazi - Köşk Mahallesi,
70,13510671,05 Temmuz 2023,Satılık,170 M2,0 (Yeni),13,Boş,05 Temmuz 2023,Konut,130 M2,3+1,5.Kat,Merkezi Doğalgaz,1.650.000TL,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,
71,13509360,14 Temmuz 2023,Satılık,165 M2,11-15,10,Boş,05 Temmuz 2023,Konut,135 M2,3+1,5.Kat,Kombi Doğalgaz,1.590.000TL,Kayseri - Melikgazi - Esenyurt Mahallesi,
72,13508946,20 Temmuz 2023,Satılık,175 M2,5-10,11,Boş,05 Temmuz 2023,Konut,150 M2,3+1,7.Kat,Kombi Doğalgaz,1.645.000TLarrow_downward%2,Kayseri - Melikgazi - Tacettin Veli Mahallesi,
73,13504866,27 Temmuz 2023,Satılık,140 M2,3,7,Kiracı Oturuyor,04 Temmuz 2023,Konut,115 M2,3+1,2.Kat,Kombi Doğalgaz,1.750.000TL,Kayseri - Melikgazi - Gülük Mahallesi,
74,13501530,29 Temmuz 2023,Satılık,99 M2,5-10,6,Mülk Sahibi Oturuyor,03 Temmuz 2023,Konut,85 M2,2+1,2.Kat,Merkezi Doğalgaz,1.050.000TL,Kayseri - Melikgazi - Demokrasi Mahallesi,
75,13483817,26 Haziran 2023,Satılık,195 M2,0 (Yeni),2,Boş,26 Haziran 2023,Konut,165 M2,5+1,Villa Tipi,Kombi Doğalgaz,9.100.000TL,Kayseri - Melikgazi - Becen Mahallesi,
76,13483800,26 Haziran 2023,Satılık,195 M2,0 (Yeni),2,Boş,26 Haziran 2023,Konut,165 M2,5+1,Villa Tipi,Kombi Doğalgaz,9.050.000TL,Kayseri - Melikgazi - Becen Mahallesi,
77,13483788,26 Haziran 2023,Satılık,195 M2,0 (Yeni),2,Boş,26 Haziran 2023,Konut,165 M2,5+1,Villa Tipi,Kombi Doğalgaz,9.000.000TL,Kayseri - Melikgazi - Becen Mahallesi,
78,13483670,29 Temmuz 2023,Satılık,140 M2,21 Ve Üzeri,3,Kiracı Oturuyor,26 Haziran 2023,Konut,130 M2,3+1,3.Kat,Kombi Doğalgaz,1.250.000TL,Kayseri - Melikgazi - Keykubat Mahallesi,
79,13483291,19 Temmuz 2023,Satılık,425 M2,0 (Yeni),2,Boş,26 Haziran 2023,Konut,220 M2,4+1,Düz Giriş,Kombi Doğalgaz,5.950.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,
80,13483287,14 Temmuz 2023,Satılık,95 M2,5-10,3,Mülk Sahibi Oturuyor,26 Haziran 2023,Konut,65 M2,2+1,Yüksek Giriş,Merkezi Doğalgaz,840.000TL,Kayseri - Melikgazi - Demokrasi Mahallesi,
81,13482181,25 Temmuz 2023,Satılık,165 M2,5-10,10,Kiracı Oturuyor,26 Haziran 2023,Konut,130 M2,3+1,1.Kat,Merkezi Doğalgaz,1.185.000TL,Kayseri - Melikgazi - Germir Mahallesi,
82,13481471,26 Haziran 2023,Satılık,320 M2,5-10,12,Boş,26 Haziran 2023,Konut,319 M2,5+3,12.Kat,Merkezi (Pay Ölçer),4.700.000TL,Kayseri - Melikgazi - Alpaslan Mahallesi,
83,13481239,25 Haziran 2023,Satılık,175 M2,11-15,14,Kiracı Oturuyor,25 Haziran 2023,Konut,135 M2,3+1,2.Kat,Kombi Doğalgaz,1.400.000TL,Kayseri - Melikgazi - 30 Ağustos Mahallesi,Krediye Uygun Değil
84,13463613,22 Haziran 2023,Satılık,185 M2,2,14,Kiracı Oturuyor,22 Haziran 2023,Konut,145 M2,3.5+1,1.Kat,Merkezi (Pay Ölçer),1.510.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,
85,13463514,28 Temmuz 2023,Satılık,175 M2,0 (Yeni),6,Boş,22 Haziran 2023,Konut,135 M2,3+1,3.Kat,Kombi Doğalgaz,1.850.000TL,Kayseri - Melikgazi - Demokrasi Mahallesi,
86,13462777,22 Haziran 2023,Satılık,130 M2,16-20,4,Kiracı Oturuyor,22 Haziran 2023,Konut,100 M2,3+1,2.Kat,Kombi Doğalgaz,995.000TL,Kayseri - Melikgazi - Tınaztepe Mahallesi,
87,13461774,22 Haziran 2023,Satılık,200 M2,0 (Yeni),2,Boş,22 Haziran 2023,Konut,150 M2,4+1,Düz Giriş,Kombi Doğalgaz,6.100.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,
88,13460963,22 Haziran 2023,Satılık,250 M2,2,2,Mülk Sahibi Oturuyor,21 Haziran 2023,Konut,200 M2,5+1,Düz Giriş,Kombi Doğalgaz,6.799.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,
89,13460959,18 Temmuz 2023,Satılık,500 M2,5-10,2,Mülk Sahibi Oturuyor,21 Haziran 2023,Konut,190 M2,3+2,Düz Giriş,Kombi Doğalgaz,7.750.000TL,Kayseri - Melikgazi - Eğribucak Mahallesi,
90,13459668,21 Haziran 2023,Satılık,230 M2,0 (Yeni),1,Boş,21 Haziran 2023,Konut,180 M2,4+1,Düz Giriş,Kombi Doğalgaz,5.800.000TL,Kayseri - Melikgazi - Gesi Mahallesi,Bilinmiyor
91,13458268,21 Haziran 2023,Satılık,130 M2,11-15,10,Mülk Sahibi Oturuyor,21 Haziran 2023,Konut,110 M2,3+1,5.Kat,Merkezi (Pay Ölçer),1.275.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Krediye Uygun Değil
92,13457930,21 Haziran 2023,Satılık,165 M2,5-10,3,Mülk Sahibi Oturuyor,21 Haziran 2023,Konut,130 M2,3+1,2.Kat,Kombi Doğalgaz,1.800.000TL,Kayseri - Melikgazi - Gesi Mahallesi,
93,13441889,29 Temmuz 2023,Satılık,55 M2,5-10,3,Boş,18 Haziran 2023,Konut,50 M2,1+1,2.Kat,Kombi Doğalgaz,649.000TL,Kayseri - Melikgazi - Demokrasi Mahallesi,
94,13441888,29 Temmuz 2023,Satılık,185 M2,3,14,Boş,18 Haziran 2023,Konut,180 M2,3+1,7.Kat,Merkezi Doğalgaz,1.800.000TL,Kayseri - Melikgazi - Yeşilyurt Mahallesi,
95,13441300,18 Haziran 2023,Satılık,110 M2,0 (Yeni),7,Boş,18 Haziran 2023,Konut,85 M2,2+1,1.Kat,Merkezi Doğalgaz,1.100.000TL,Kayseri - Melikgazi - Esenyurt Mahallesi,Krediye Uygun Değil
96,13441296,19 Haziran 2023,Satılık,380 M2,5-10,13,Boş,18 Haziran 2023,Konut,315 M2,6+2,13.Kat,Yerden Isıtma,5.950.000TL,Kayseri - Melikgazi - Germir Mahallesi,
97,13440901,29 Temmuz 2023,Satılık,450 M2,11-15,4,Mülk Sahibi Oturuyor,18 Haziran 2023,Konut,440 M2,2+1,Bahçe Dublex,Kombi Doğalgaz,3.150.000TLarrow_downward%90,Kayseri - Melikgazi - Danişmend Gazi Mahallesi,
98,13440238,28 Temmuz 2023,Satılık,280 M2,5-10,13,Kiracı Oturuyor,18 Haziran 2023,Konut,230 M2,4+1,11.Kat,Merkezi Doğalgaz,7.600.000TL,Kayseri - Melikgazi - Köşk Mahallesi,
99,13440042,29 Temmuz 2023,Satılık,250 M2,5-10,11,Boş,18 Haziran 2023,Konut,200 M2,5+2,11.Kat,Kombi Doğalgaz,2.350.000TL,Kayseri - Melikgazi - Altınoluk Mahallesi,
100,13437153,29 Temmuz 2023,Satılık,175 M2,5-10,13,Mülk Sahibi Oturuyor,18 Haziran 2023,Konut,150 M2,3+1,11.Kat,Merkezi (Pay Ölçer),1.535.000TL,Kayseri - Melikgazi - Tacettin Veli Mahallesi,
101,13434471,10 Temmuz 2023,Satılık,100 M2,4,6,Boş,17 Haziran 2023,Konut,85 M2,2+1,4.Kat,Merkezi (Pay Ölçer),1.250.000TL,Kayseri - Melikgazi - Bahçelievler Mahallesi,
102,13421607,15 Haziran 2023,Satılık,160 M2,16-20,11,Boş,15 Haziran 2023,Konut,135 M2,3+1,9.Kat,Merkezi Doğalgaz,1.270.000TL,Kayseri - Melikgazi - 19 Mayıs Mahallesi,
103,13421473,28 Temmuz 2023,Satılık,270 M2,5-10,5,Boş,15 Haziran 2023,Konut,250 M2,4+1,Villa Tipi,Merkezi Doğalgaz,2.350.000TL,Kayseri - Melikgazi - Germir Mahallesi,
104,13419957,21 Temmuz 2023,Satılık,120 M2,1,14,Boş,15 Haziran 2023,Konut,95 M2,2+1,7.Kat,Merkezi Doğalgaz,1.450.000TL,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,
105,13418743,16 Haziran 2023,Satılık,165 M2,5-10,13,Kiracı Oturuyor,15 Haziran 2023,Konut,145 M2,3+1,8.Kat,Merkezi Doğalgaz,1.950.000TL,Kayseri - Melikgazi - Yeşilyurt Mahallesi,
106,13417384,10 Temmuz 2023,Satılık,135 M2,0 (Yeni),10,Boş,15 Haziran 2023,Konut,100 M2,2+1,4.Kat,Merkezi (Pay Ölçer),315.000TL,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,
107,13417020,26 Temmuz 2023,Satılık,290 M2,0 (Yeni),3,Boş,15 Haziran 2023,Konut,289 M2,6+1,Düz Giriş,Kombi Doğalgaz,10.500.000TL,Kayseri - Melikgazi - Becen Mahallesi,Krediye Uygun Değil
108,13437153,29 Temmuz 2023,Satılık,175 M2,5-10,13,Mülk Sahibi Oturuyor,18 Haziran 2023,Konut,150 M2,3+1,11.Kat,Merkezi (Pay Ölçer),1.535.000TL,Kayseri - Melikgazi - Tacettin Veli Mahallesi,
109,13434471,10 Temmuz 2023,Satılık,100 M2,4,6,Boş,17 Haziran 2023,Konut,85 M2,2+1,4.Kat,Merkezi (Pay Ölçer),1.250.000TL,Kayseri - Melikgazi - Bahçelievler Mahallesi,
110,13412932,14 Haziran 2023,Satılık,135 M2,0 (Yeni),14,Boş,14 Haziran 2023,Konut,112 M2,3+1,4.Kat,Merkezi Doğalgaz,395.000TL,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Krediye Uygun Değil
111,13412528,29 Temmuz 2023,Satılık,100 M2,4,4,Kiracı Oturuyor,14 Haziran 2023,Konut,90 M2,3+1,4.Kat,Merkezi Doğalgaz,2.320.000TL,Kayseri - Melikgazi - Selçuklu Mahallesi,Bilinmiyor
112,13411745,14 Haziran 2023,Satılık,170 M2,5-10,13,Mülk Sahibi Oturuyor,14 Haziran 2023,Konut,150 M2,3+1,8.Kat,Merkezi (Pay Ölçer),1.539.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,
113,13411586,18 Temmuz 2023,Satılık,175 M2,0 (Yeni),7,Boş,14 Haziran 2023,Konut,135 M2,3.5+1,4.Kat,Merkezi (Pay Ölçer),1.840.000TL,Kayseri - Melikgazi - Altınoluk Mahallesi,
114,13409570,14 Temmuz 2023,Satılık,155 M2,21 Ve Üzeri,9,Kiracı Oturuyor,13 Haziran 2023,Konut,130 M2,3+1,Yüksek Giriş,Merkezi Doğalgaz,1.000.000TL,Kayseri - Melikgazi - Kocatepe Mahallesi,
115,13409375,28 Temmuz 2023,Satılık,165 M2,5-10,13,Kiracı Oturuyor,13 Haziran 2023,Konut,135 M2,3+1,8.Kat,Merkezi Doğalgaz,1.475.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,
116,13437153,29 Temmuz 2023,Satılık,175 M2,5-10,13,Mülk Sahibi Oturuyor,18 Haziran 2023,Konut,150 M2,3+1,11.Kat,Merkezi (Pay Ölçer),1.535.000TL,Kayseri - Melikgazi - Tacettin Veli Mahallesi,
117,13434471,10 Temmuz 2023,Satılık,100 M2,4,6,Boş,17 Haziran 2023,Konut,85 M2,2+1,4.Kat,Merkezi (Pay Ölçer),1.250.000TL,Kayseri - Melikgazi - Bahçelievler Mahallesi,
118,13399060,15 Haziran 2023,Satılık,470 M2,0 (Yeni),2,Boş,12 Haziran 2023,Konut,160 M2,3+1,Düz Giriş,Isıtma Yok,980.000TL,Kayseri - Melikgazi - Ağırnas Mahallesi,Krediye Uygun Değil
119,13398221,11 Haziran 2023,Satılık,130 M2,11-15,7,Mülk Sahibi Oturuyor,11 Haziran 2023,Konut,115 M2,3+1,4.Kat,Merkezi Doğalgaz,1.500.000TL,Kayseri - Melikgazi - Demokrasi Mahallesi,
120,13398151,10 Temmuz 2023,Satılık,209 M2,16-20,4,Kiracı Oturuyor,11 Haziran 2023,Konut,100 M2,9+ Oda,4.Kat,Sobalı,2.150.000TL,Kayseri - Melikgazi - Osmanlı Mahallesi,
121,13395789,12 Haziran 2023,Satılık,270 M2,0 (Yeni),3,Boş,11 Haziran 2023,Konut,230 M2,6+2,Düz Giriş,Yerden Isıtma,12.500.000TL,Kayseri - Melikgazi - Erenköy Mahallesi,
122,13392947,26 Temmuz 2023,Satılık,100 M2,0 (Yeni),5,Boş,10 Haziran 2023,Konut,85 M2,2+1,Kot 1 (-1).Kat,Merkezi (Pay Ölçer),1.150.000TL,Kayseri - Melikgazi - Tavlusun Mahallesi,
123,13392937,26 Temmuz 2023,Satılık,140 M2,5-10,12,Mülk Sahibi Oturuyor,10 Haziran 2023,Konut,120 M2,3+1,8.Kat,Merkezi (Pay Ölçer),1.450.000TL,Kayseri - Melikgazi - 19 Mayıs Mahallesi,
124,13437153,29 Temmuz 2023,Satılık,175 M2,5-10,13,Mülk Sahibi Oturuyor,18 Haziran 2023,Konut,150 M2,3+1,11.Kat,Merkezi (Pay Ölçer),1.535.000TL,Kayseri - Melikgazi - Tacettin Veli Mahallesi,
125,13434471,10 Temmuz 2023,Satılık,100 M2,4,6,Boş,17 Haziran 2023,Konut,85 M2,2+1,4.Kat,Merkezi (Pay Ölçer),1.250.000TL,Kayseri - Melikgazi - Bahçelievler Mahallesi,
126,13364790,06 Haziran 2023,Satılık,130 M2,3,7,Kiracı Oturuyor,06 Haziran 2023,Konut,112 M2,3+1,4.Kat,Merkezi (Pay Ölçer),1.430.000TL,Kayseri - Melikgazi - Bahçelievler Mahallesi,
127,13364736,23 Haziran 2023,Satılık,120 M2,5-10,12,Boş,06 Haziran 2023,Konut,90 M2,3+1,5.Kat,Merkezi Doğalgaz,100.000TLarrow_downward%10,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Krediye Uygun Değil
128,13363563,06 Haziran 2023,Satılık,195 M2,0 (Yeni),2,Boş,06 Haziran 2023,Konut,165 M2,5+1,Villa Tipi,Kombi Doğalgaz,9.000.000TL,Kayseri - Melikgazi - Becen Mahallesi,
129,13363286,06 Haziran 2023,Satılık,350 M2,0 (Yeni),2,Boş,06 Haziran 2023,Konut,250 M2,3+2,Düz Giriş,Yerden Isıtma,8.950.000TL,Kayseri - Melikgazi - Hisarcık Mahallesi,
130,13363285,30 Temmuz 2023,Satılık,450 M2,5-10,3,Mülk Sahibi Oturuyor,06 Haziran 2023,Konut,400 M2,6+2,Düz Giriş,Kombi Doğalgaz,21.000.000TL,Kayseri - Melikgazi - Erenköy Mahallesi,
131,13361852,10 Temmuz 2023,Satılık,100 M2,5-10,5,Kiracı Oturuyor,05 Haziran 2023,Konut,85 M2,2+1,1.Kat,Merkezi (Pay Ölçer),925.000TL,Kayseri - Melikgazi - Demokrasi Mahallesi,Krediye Uygun Değil
132,13437153,29 Temmuz 2023,Satılık,175 M2,5-10,13,Mülk Sahibi Oturuyor,18 Haziran 2023,Konut,150 M2,3+1,11.Kat,Merkezi (Pay Ölçer),1.535.000TL,Kayseri - Melikgazi - Tacettin Veli Mahallesi,
133,13434471,10 Temmuz 2023,Satılık,100 M2,4,6,Boş,17 Haziran 2023,Konut,85 M2,2+1,4.Kat,Merkezi (Pay Ölçer),1.250.000TL,Kayseri - Melikgazi - Bahçelievler Mahallesi,
134,13347656,14 Haziran 2023,Satılık,175 M2,0 (Yeni),10,Boş,03 Haziran 2023,Konut,135 M2,3+1,3.Kat,Merkezi (Pay Ölçer),1.750.000TL,Kayseri - Melikgazi - Şirintepe Mahallesi,
135,13347643,15 Haziran 2023,Satılık,175 M2,0 (Yeni),13,Boş,03 Haziran 2023,Konut,150 M2,3+1,11.Kat,Merkezi (Pay Ölçer),1.800.000TL,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Krediye Uygun Değil
136,13347209,26 Temmuz 2023,Satılık,185 M2,0 (Yeni),13,Boş,03 Haziran 2023,Konut,150 M2,4+1,8.Kat,Merkezi (Pay Ölçer),2.789.000TL,Kayseri - Melikgazi - Germir Mahallesi,Krediye Uygun Değil
137,13346677,03 Haziran 2023,Satılık,195 M2,0 (Yeni),2,Boş,03 Haziran 2023,Konut,165 M2,5+1,Villa Tipi,Kombi Doğalgaz,9.000.000TL,Kayseri - Melikgazi - Becen Mahallesi,
138,13345612,09 Temmuz 2023,Satılık,100 M2,5-10,10,Kiracı Oturuyor,03 Haziran 2023,Konut,85 M2,2+1,6.Kat,Merkezi (Pay Ölçer),1.150.000TL,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Krediye Uygun Değil
139,13345399,29 Temmuz 2023,Satılık,100 M2,11-15,4,Kiracı Oturuyor,03 Haziran 2023,Konut,90 M2,2+1,4.Kat,Kombi Doğalgaz,900.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,
140,13342524,02 Haziran 2023,Satılık,195 M2,0 (Yeni),2,Boş,02 Haziran 2023,Konut,165 M2,5+1,Villa Tipi,Kombi Doğalgaz,9.000.000TL,Kayseri - Melikgazi - Becen Mahallesi,
141,13339895,29 Temmuz 2023,Satılık,175 M2,0 (Yeni),10,Mülk Sahibi Oturuyor,02 Haziran 2023,Konut,160 M2,3+1,4.Kat,Merkezi (Pay Ölçer),1.700.000TL,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,
142,13339893,07 Haziran 2023,Satılık,175 M2,0 (Yeni),10,Boş,02 Haziran 2023,Konut,135 M2,3.5+1,1.Kat,Merkezi (Pay Ölçer),1.450.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,
143,13324225,31 Mayıs 2023,Satılık,200 M2,4,11,Mülk Sahibi Oturuyor,30 Mayıs 2023,Konut,170 M2,4+1,8.Kat,Merkezi (Pay Ölçer),2.550.000TL,Kayseri - Melikgazi - Yeniköy Mahallesi,
144,13322379,24 Temmuz 2023,Satılık,155 M2,16-20,9,Mülk Sahibi Oturuyor,30 Mayıs 2023,Konut,120 M2,3+1,9.Kat,Merkezi Doğalgaz,1.375.000TL,Kayseri - Melikgazi - Tınaztepe Mahallesi,
145,13320839,25 Temmuz 2023,Satılık,130 M2,5-10,9,Boş,30 Mayıs 2023,Konut,100 M2,3+1,9.Kat,Kombi Doğalgaz,1.050.000TL,Kayseri - Melikgazi - Selimiye Mahallesi,
146,13318268,14 Haziran 2023,Satılık,165 M2,11-15,12,Boş,30 Mayıs 2023,Konut,132 M2,3+1,4.Kat,Merkezi Doğalgaz,1.295.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,
147,13318267,05 Haziran 2023,Satılık,200 M2,4,2,Mülk Sahibi Oturuyor,30 Mayıs 2023,Konut,180 M2,3+1,Düz Giriş,Kombi Doğalgaz,4.000.000TL,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,
148,13318266,05 Haziran 2023,Satılık,120 M2,0 (Yeni),12,Boş,30 Mayıs 2023,Konut,100 M2,2+1,5.Kat,Merkezi (Pay Ölçer),1.650.000TL,Kayseri - Melikgazi - Yeşilyurt Mahallesi,
149,13317068,29 Mayıs 2023,Satılık,170 M2,3,12,Kiracı Oturuyor,29 Mayıs 2023,Konut,135 M2,3+1,5.Kat,Merkezi (Pay Ölçer),1.475.000TL,Kayseri - Melikgazi - Tavlusun Mahallesi,
150,13316864,26 Temmuz 2023,Satılık,175 M2,21 Ve Üzeri,12,Mülk Sahibi Oturuyor,29 Mayıs 2023,Konut,140 M2,3+1,9.Kat,Merkezi Doğalgaz,1.190.000TL,Kayseri - Melikgazi - Tacettin Veli Mahallesi,
151,13316676,31 Mayıs 2023,Satılık,195 M2,5-10,12,Mülk Sahibi Oturuyor,29 Mayıs 2023,Konut,165 M2,3+1,3.Kat,Merkezi (Pay Ölçer),1.650.000TL,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,Krediye Uygun Değil
152,13290378,18 Temmuz 2023,Satılık,220 M2,11-15,10,Kiracı Oturuyor,25 Mayıs 2023,Konut,175 M2,4+1,6.Kat,Merkezi (Pay Ölçer),3.200.000TL,Kayseri - Melikgazi - Köşk Mahallesi,
153,13288710,26 Mayıs 2023,Satılık,200 M2,5-10,11,Boş,25 Mayıs 2023,Konut,185 M2,4+1,1.Kat,Merkezi (Pay Ölçer),2.750.000TL,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,
154,13288705,19 Temmuz 2023,Satılık,280 M2,0 (Yeni),14,Boş,25 Mayıs 2023,Konut,240 M2,4+1,7.Kat,Merkezi (Pay Ölçer),9.000.000TL,Kayseri - Melikgazi - Gültepe Mahallesi,
155,13288702,02 Haziran 2023,Satılık,165 M2,11-15,11,Boş,25 Mayıs 2023,Konut,135 M2,3+1,9.Kat,Merkezi Doğalgaz,1.360.000TLarrow_downward%8,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,
156,13288696,13 Temmuz 2023,Satılık,275 M2,16-20,14,Boş,25 Mayıs 2023,Konut,250 M2,4+1,2.Kat,Merkezi Doğalgaz,4.950.000TL,Kayseri - Melikgazi - Alpaslan Mahallesi,
157,13288693,03 Haziran 2023,Satılık,350 M2,0 (Yeni),2,Boş,25 Mayıs 2023,Konut,300 M2,5+1,Düz Giriş,Yerden Isıtma,38.000.000TL,Kayseri - Melikgazi - Erenköy Mahallesi,
158,13316864,26 Temmuz 2023,Satılık,175 M2,21 Ve Üzeri,12,Mülk Sahibi Oturuyor,29 Mayıs 2023,Konut,140 M2,3+1,9.Kat,Merkezi Doğalgaz,1.190.000TL,Kayseri - Melikgazi - Tacettin Veli Mahallesi,
159,13316676,31 Mayıs 2023,Satılık,195 M2,5-10,12,Mülk Sahibi Oturuyor,29 Mayıs 2023,Konut,165 M2,3+1,3.Kat,Merkezi (Pay Ölçer),1.650.000TL,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,Krediye Uygun Değil
160,13267254,22 Mayıs 2023,Satılık,300 M2,16-20,14,Mülk Sahibi Oturuyor,22 Mayıs 2023,Konut,250 M2,4+1,11.Kat,Merkezi Doğalgaz,6.250.000TL,Kayseri - Melikgazi - Gültepe Mahallesi,
161,13266587,22 Mayıs 2023,Satılık,120 M2,0 (Yeni),12,Boş,22 Mayıs 2023,Konut,90 M2,2+1,5.Kat,Merkezi (Pay Ölçer),1.249.000TL,Kayseri - Melikgazi - Bahçelievler Mahallesi,
162,13259392,17 Temmuz 2023,Satılık,550 M2,11-15,3,Mülk Sahibi Oturuyor,21 Mayıs 2023,Konut,450 M2,8+1,Düz Giriş,Kombi Doğalgaz,15.000.000TL,Kayseri - Melikgazi - Erenköy Mahallesi,
