,İlan Numarası,İlan Güncelleme Tarihi,Kategorisi,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,İlan Oluşturma Tarihi,Türü,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,House Price,House Location,Krediye Uygunluk,Yatırıma Uygunluk,Yapı Durumu
654,13312045,29 Mayıs 2023,Satılık,175 M2,5-10,11,Boş,29 Mayıs 2023,Konut,160 M2,3+1,2.Kat,Merkezi Doğalgaz,2.350.000TL,Kayseri - Kocasinan - Yakut Mahallesi,,,
655,13310228,31 Mayıs 2023,Satılık,165 M2,0 (Yeni),13,Boş,29 Mayıs 2023,Konut,150 M2,3.5+1,2.Kat,Merkezi (Pay Ölçer),1.999.999TL,Kayseri - Kocasinan - Saray Bosna Mahallesi,,,
656,13310227,31 Mayıs 2023,Satılık,240 M2,11-15,12,Mülk Sahibi Oturuyor,29 Mayıs 2023,Konut,210 M2,4+1,7.Kat,Merkezi (Pay Ölçer),3.900.000TL,Kayseri - Kocasinan - Yıldızevler Mahallesi,,,
657,13310016,29 Mayıs 2023,Satılık,135 M2,21 Ve Üzeri,7,Kiracı Oturuyor,29 Mayıs 2023,Konut,110 M2,2+1,Düz Giriş,Merkezi (Pay Ölçer),820.000TL,Kayseri - Kocasinan - Sahabiye Mahallesi,,,
658,13308027,25 Haziran 2023,Satılık,155 M2,21 Ve Üzeri,12,Kiracı Oturuyor,28 Mayıs 2023,Konut,135 M2,3+1,9.Kat,Merkezi Doğalgaz,1.415.000TLarrow_downward%5,Kayseri - Kocasinan - Sahabiye Mahallesi,,,
659,13307457,28 Mayıs 2023,Satılık,260 M2,16-20,2,Boş,28 Mayıs 2023,Konut,250 M2,4+1,Düz Giriş,Kombi Doğalgaz,8.750.000TL,Kayseri - Melikgazi - Erenköy Mahallesi,,,
660,13307452,02 Haziran 2023,Satılık,165 M2,1,11,Boş,28 Mayıs 2023,Konut,135 M2,3+1,1.Kat,Merkezi (Pay Ölçer),1.950.000TL,Kayseri - Kocasinan - Argıncık Mahallesi,Krediye Uygun Değil,,
661,13307445,29 Mayıs 2023,Satılık,200 M2,0 (Yeni),14,Boş,28 Mayıs 2023,Konut,175 M2,4+1,6.Kat,Merkezi (Pay Ölçer),2.365.000TL,Kayseri - Kocasinan - Yenidoğan Mahallesi,,,
662,13307430,02 Haziran 2023,Satılık,200 M2,5-10,14,Boş,28 Mayıs 2023,Konut,185 M2,3+1,1.Kat,Merkezi (Pay Ölçer),1.975.000TL,Kayseri - Kocasinan - Uğurevler Mahallesi,,,
663,13306368,28 Mayıs 2023,Satılık,185 M2,11-15,14,Mülk Sahibi Oturuyor,28 Mayıs 2023,Konut,160 M2,3+1,7.Kat,Merkezi Doğalgaz,2.780.000TL,Kayseri - Melikgazi - Köşk Mahallesi,,,
664,13306237,25 Temmuz 2023,Satılık,550 M2,5-10,3,Mülk Sahibi Oturuyor,28 Mayıs 2023,Konut,250 M2,6+1,Düz Giriş,Kombi Doğalgaz,7.000.000TLarrow_downward%7,Kayseri - Melikgazi - Becen Mahallesi,,,
665,13306114,28 Mayıs 2023,Satılık,145 M2,11-15,5,Kiracı Oturuyor,28 Mayıs 2023,Konut,110 M2,3+1,2.Kat,Kombi Doğalgaz,789.000TL,Kayseri - Melikgazi - Germir Mahallesi,,,
666,13305990,28 Temmuz 2023,Satılık,150 M2,21 Ve Üzeri,5,Boş,28 Mayıs 2023,Konut,130 M2,3+1,5.Kat,Kombi Doğalgaz,1.299.000TL,Kayseri - Kocasinan - Fevzi Çakmak Mahallesi,,,
667,13305834,28 Mayıs 2023,Satılık,250 M2,11-15,13,Mülk Sahibi Oturuyor,27 Mayıs 2023,Konut,220 M2,4.5+1,13.Kat,Kombi Doğalgaz,2.575.000TL,Kayseri - Melikgazi - Köşk Mahallesi,,,
668,13305832,28 Mayıs 2023,Satılık,300 M2,21 Ve Üzeri,2,Kiracı Oturuyor,27 Mayıs 2023,Konut,200 M2,3+1,Düz Giriş,Kombi Doğalgaz,1.690.000TL,Kayseri - Melikgazi - Selçuklu Mahallesi,,,
669,13305827,10 Temmuz 2023,Satılık,132 M2,21 Ve Üzeri,1,Boş,27 Mayıs 2023,Konut,120 M2,3+1,Düz Giriş,Sobalı,590.000TLarrow_downward%8,Kayseri - Kocasinan - Saraycık Mahallesi,,,
670,13305392,20 Temmuz 2023,Satılık,110 M2,0 (Yeni),12,Boş,27 Mayıs 2023,Konut,100 M2,2+1,6.Kat,Merkezi Doğalgaz,275.000TL,Kayseri - Kocasinan - Yavuz Selim Mahallesi,Bilinmiyor,,
671,13303043,27 Mayıs 2023,Satılık,122 M2,0 (Yeni),6,Boş,27 Mayıs 2023,Konut,105 M2,2+1,2.Kat,Merkezi (Pay Ölçer),74.500TL,Kayseri - Kocasinan - Şeker Mahallesi,,,
672,13301305,29 Temmuz 2023,Satılık,160 M2,5-10,13,Kiracı Oturuyor,27 Mayıs 2023,Konut,125 M2,3+1,11.Kat,Merkezi (Pay Ölçer),1.600.000TL,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,,,
673,13300201,02 Haziran 2023,Satılık,130 M2,0 (Yeni),12,Boş,27 Mayıs 2023,Konut,110 M2,2+1,3.Kat,Merkezi (Pay Ölçer),315.000TL,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,Krediye Uygun Değil,,
674,13299767,27 Mayıs 2023,Satılık,155 M2,21 Ve Üzeri,13,Mülk Sahibi Oturuyor,27 Mayıs 2023,Konut,140 M2,3+1,9.Kat,Merkezi Doğalgaz,1.275.000TL,Kayseri - Kocasinan - Sahabiye Mahallesi,,,
675,13299621,26 Temmuz 2023,Satılık,210 M2,11-15,8,Mülk Sahibi Oturuyor,27 Mayıs 2023,Konut,190 M2,4+2,8.Kat,Kombi Doğalgaz,2.400.000TL,Kayseri - Melikgazi - Keykubat Mahallesi,Krediye Uygun Değil,,
676,13298165,26 Mayıs 2023,Satılık,275 M2,21 Ve Üzeri,8,Boş,26 Mayıs 2023,Konut,230 M2,5+1,5.Kat,Merkezi Doğalgaz,2.985.000TL,Kayseri - Melikgazi - Alpaslan Mahallesi,,,
677,13296553,26 Mayıs 2023,Satılık,246 M2,16-20,4,Kiracı Oturuyor,26 Mayıs 2023,Konut,200 M2,9+ Oda,Müstakil.Kat,Kombi Doğalgaz,2.550.000TL,Kayseri - Melikgazi - Danişmend Gazi Mahallesi,,,
678,13295322,09 Temmuz 2023,Satılık,90 M2,0 (Yeni),9,Boş,26 Mayıs 2023,Konut,70 M2,1+1,9.Kat,Merkezi (Pay Ölçer),1.050.000TL,Kayseri - Kocasinan - Şeker Mahallesi,,,
679,13295317,28 Temmuz 2023,Satılık,130 M2,0 (Yeni),10,Boş,26 Mayıs 2023,Konut,110 M2,3+1,5.Kat,Merkezi Doğalgaz,410.000TL,Kayseri - Kocasinan - Ahi Evran Mahallesi,Krediye Uygun Değil,,
680,13295315,20 Temmuz 2023,Satılık,100 M2,0 (Yeni),12,Boş,26 Mayıs 2023,Konut,85 M2,2+1,6.Kat,Merkezi Doğalgaz,295.000TLarrow_downward%2,Kayseri - Kocasinan - Ahi Evran Mahallesi,Krediye Uygun Değil,,
681,13294573,26 Mayıs 2023,Satılık,270 M2,4,14,Kiracı Oturuyor,26 Mayıs 2023,Konut,250 M2,4+1,11.Kat,Merkezi (Pay Ölçer),3.000.000TL,Kayseri - Kocasinan - Alsancak Mahallesi,,,
682,13294570,26 Mayıs 2023,Satılık,145 M2,16-20,10,Boş,26 Mayıs 2023,Konut,115 M2,3+1,10.Kat,Kombi Doğalgaz,1.000.000TL,Kayseri - Kocasinan - Gevhernesibe Mahallesi,,,
683,13291283,25 Mayıs 2023,Satılık,165 M2,5-10,11,Kiracı Oturuyor,25 Mayıs 2023,Konut,125 M2,3+1,10.Kat,Merkezi Doğalgaz,1.520.000TL,Kayseri - Melikgazi - Bahçelievler Mahallesi,,,
684,13290229,02 Haziran 2023,Satılık,165 M2,1,8,Boş,25 Mayıs 2023,Konut,135 M2,3+1,7.Kat,Merkezi (Pay Ölçer),1.950.000TL,Kayseri - Kocasinan - Yeşil Mahallesi,,,
685,13288712,14 Haziran 2023,Satılık,270 M2,5-10,2,Kiracı Oturuyor,25 Mayıs 2023,Konut,240 M2,7+1,Düz Giriş,Kombi Doğalgaz,5.900.000TL,Kayseri - Kocasinan - Ertuğrul Gazi Mahallesi,,,
686,13288710,26 Mayıs 2023,Satılık,200 M2,5-10,11,Boş,25 Mayıs 2023,Konut,185 M2,4+1,1.Kat,Merkezi (Pay Ölçer),2.750.000TL,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,,,
687,13288705,19 Temmuz 2023,Satılık,280 M2,0 (Yeni),14,Boş,25 Mayıs 2023,Konut,240 M2,4+1,7.Kat,Merkezi (Pay Ölçer),9.000.000TL,Kayseri - Melikgazi - Gültepe Mahallesi,,,
688,13288702,02 Haziran 2023,Satılık,165 M2,11-15,11,Boş,25 Mayıs 2023,Konut,135 M2,3+1,9.Kat,Merkezi Doğalgaz,1.360.000TLarrow_downward%8,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,,,
689,13288696,13 Temmuz 2023,Satılık,275 M2,16-20,14,Boş,25 Mayıs 2023,Konut,250 M2,4+1,2.Kat,Merkezi Doğalgaz,4.950.000TL,Kayseri - Melikgazi - Alpaslan Mahallesi,,,
690,13288695,25 Mayıs 2023,Satılık,175 M2,3,13,Boş,25 Mayıs 2023,Konut,155 M2,3+1,11.Kat,Merkezi (Pay Ölçer),2.750.000TL,Kayseri - Kocasinan - Yakut Mahallesi,,,
691,13288693,03 Haziran 2023,Satılık,350 M2,0 (Yeni),2,Boş,25 Mayıs 2023,Konut,300 M2,5+1,Düz Giriş,Yerden Isıtma,38.000.000TL,Kayseri - Melikgazi - Erenköy Mahallesi,,,
692,13288692,29 Mayıs 2023,Satılık,175 M2,0 (Yeni),14,Boş,25 Mayıs 2023,Konut,155 M2,3+1,12.Kat,Merkezi (Pay Ölçer),4.000.000TL,Kayseri - Melikgazi - Köşk Mahallesi,,,
693,13288688,08 Haziran 2023,Satılık,185 M2,0 (Yeni),8,Boş,25 Mayıs 2023,Konut,170 M2,3+1,7.Kat,Merkezi (Pay Ölçer),1.900.000TL,Kayseri - Melikgazi - Esentepe Mahallesi,,,
694,13288091,25 Mayıs 2023,Satılık,340 M2,11-15,1,Mülk Sahibi Oturuyor,25 Mayıs 2023,Konut,120 M2,3+1,Müstakil.Kat,Sobalı,1.970.000TL,Kayseri - Melikgazi - Danişmend Gazi Mahallesi,,,
695,13286329,22 Haziran 2023,Satılık,110 M2,0 (Yeni),1,Boş,25 Mayıs 2023,Konut,90 M2,2+1,Düz Giriş,Sobalı,1.350.000TL,Kayseri - Melikgazi - Esentepe Mahallesi,,,
696,13286000,26 Mayıs 2023,Satılık,300 M2,11-15,11,Boş,25 Mayıs 2023,Konut,265 M2,4+2,11.Kat,Kombi Doğalgaz,2.499.000TL,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,,,
697,13285769,06 Temmuz 2023,Satılık,175 M2,2,10,Mülk Sahibi Oturuyor,25 Mayıs 2023,Konut,138 M2,3+1,6.Kat,Merkezi (Pay Ölçer),1.820.000TL,Kayseri - Kocasinan - Hoca Ahmet Yesevi Mahallesi,,,
698,13283160,29 Mayıs 2023,Satılık,110 M2,11-15,8,Mülk Sahibi Oturuyor,24 Mayıs 2023,Konut,100 M2,2+1,3.Kat,Merkezi Doğalgaz,1.250.000TL,Kayseri - Melikgazi - Anbar Mahallesi,Bilinmiyor,,
699,13282531,25 Temmuz 2023,Satılık,150 M2,5-10,5,Kiracı Oturuyor,24 Mayıs 2023,Konut,125 M2,3+1,3.Kat,Kombi Doğalgaz,1.350.000TL,Kayseri - Melikgazi - Şirintepe Mahallesi,,,
700,13282137,13 Haziran 2023,Satılık,175 M2,0 (Yeni),15,Boş,24 Mayıs 2023,Konut,150 M2,2+1,6.Kat,Merkezi (Pay Ölçer),280.000TL,Kayseri - Kocasinan - Ahi Evran Mahallesi,Krediye Uygun Değil,,
701,13281859,29 Temmuz 2023,Satılık,130 M2,0 (Yeni),1,Boş,24 Mayıs 2023,Konut,100 M2,2.5+1,Düz Giriş,Sobalı,2.400.000TL,Kayseri - Melikgazi - Esentepe Mahallesi,,,
702,13281857,25 Mayıs 2023,Satılık,200 M2,0 (Yeni),2,Boş,24 Mayıs 2023,Konut,160 M2,4+2,Düz Giriş,Kombi Doğalgaz,8.500.000TL,Kayseri - Melikgazi - Becen Mahallesi,,,
703,13281460,13 Haziran 2023,Satılık,170 M2,5-10,15,Kiracı Oturuyor,24 Mayıs 2023,Konut,140 M2,3+1,10-20.Kat,Merkezi (Pay Ölçer),1.550.000TL,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,Krediye Uygun Değil,,
704,13279299,12 Haziran 2023,Satılık,125 M2,21 Ve Üzeri,5,Kiracı Oturuyor,24 Mayıs 2023,Konut,90 M2,2+1,2.Kat,Kombi Doğalgaz,875.000TL,Kayseri - Kocasinan - Kocasinan Mahallesi,,,
705,13279297,24 Mayıs 2023,Satılık,265 M2,5-10,14,Boş,24 Mayıs 2023,Konut,230 M2,4+1,8.Kat,Merkezi (Pay Ölçer),6.400.000TL,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,Krediye Uygun Değil,,
706,13275217,14 Haziran 2023,Satılık,200 M2,5-10,14,Boş,23 Mayıs 2023,Konut,185 M2,3+1,1.Kat,Merkezi (Pay Ölçer),1.970.000TLarrow_downward%6,Kayseri - Kocasinan - Uğurevler Mahallesi,,,
707,13272918,13 Haziran 2023,Satılık,165 M2,4,2,Boş,23 Mayıs 2023,Konut,110 M2,4+2,1.Kat,Kombi Doğalgaz,2.825.000TL,Kayseri - Kocasinan - Gömeç Mahallesi,Krediye Uygun Değil,,
708,13272603,23 Mayıs 2023,Satılık,95 M2,0 (Yeni),10,Boş,23 Mayıs 2023,Konut,75 M2,2+1,4.Kat,Merkezi Doğalgaz,180.000TL,Kayseri - Kocasinan - Ahi Evran Mahallesi,Krediye Uygun Değil,,
709,13271367,28 Temmuz 2023,Satılık,200 M2,5-10,14,Boş,23 Mayıs 2023,Konut,150 M2,4+1,6.Kat,Merkezi (Pay Ölçer),5.990.000TL,Kayseri - Melikgazi - Alpaslan Mahallesi,,,
710,13271284,23 Mayıs 2023,Satılık,234 M2,3,14,Boş,23 Mayıs 2023,Konut,200 M2,4+1,12.Kat,Merkezi (Pay Ölçer),4.200.000TL,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,,,
711,13271118,06 Temmuz 2023,Satılık,160 M2,11-15,13,Boş,23 Mayıs 2023,Konut,130 M2,3+1,10.Kat,Merkezi Doğalgaz,1.625.000TL,Kayseri - Kocasinan - Yenişehir Mahallesi,,,
712,13270127,31 Mayıs 2023,Satılık,132 M2,5-10,7,Kiracı Oturuyor,22 Mayıs 2023,Konut,131 M2,3+1,1.Kat,Kombi Doğalgaz,985.000TL,Kayseri - Melikgazi - Demokrasi Mahallesi,,,
713,13270124,15 Haziran 2023,Satılık,135 M2,0 (Yeni),10,Boş,22 Mayıs 2023,Konut,115 M2,2+1,4.Kat,Merkezi (Pay Ölçer),1.500.000TL,Kayseri - Melikgazi - Yeşilyurt Mahallesi,,,
714,13270123,27 Temmuz 2023,Satılık,180 M2,0 (Yeni),12,Boş,22 Mayıs 2023,Konut,135 M2,3.5+1,7.Kat,Merkezi (Pay Ölçer),2.100.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,
715,13270120,20 Temmuz 2023,Satılık,210 M2,0 (Yeni),9,Boş,22 Mayıs 2023,Konut,155 M2,4+1,4.Kat,Merkezi (Pay Ölçer),3.200.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,
716,13267456,26 Mayıs 2023,Satılık,245 M2,5-10,11,Mülk Sahibi Oturuyor,22 Mayıs 2023,Konut,235 M2,4+1,11.Kat,Merkezi Doğalgaz,3.700.000TLarrow_downward%1,Kayseri - Melikgazi - Köşk Mahallesi,,,
717,13267263,22 Mayıs 2023,Satılık,200 M2,16-20,8,Boş,22 Mayıs 2023,Konut,188 M2,3+1,6.Kat,Merkezi Doğalgaz,1.790.000TL,Kayseri - Kocasinan - Gevhernesibe Mahallesi,Krediye Uygun Değil,,
718,13267262,22 Mayıs 2023,Satılık,165 M2,0 (Yeni),11,Boş,22 Mayıs 2023,Konut,130 M2,3+1,1.Kat,Merkezi Doğalgaz,1.590.000TL,Kayseri - Melikgazi - Altınoluk Mahallesi,,,
719,13267257,22 Mayıs 2023,Satılık,130 M2,5-10,13,Boş,22 Mayıs 2023,Konut,115 M2,2+1,1.Kat,Merkezi Doğalgaz,1.925.000TL,Kayseri - Melikgazi - Germir Mahallesi,,,
720,13267254,22 Mayıs 2023,Satılık,300 M2,16-20,14,Mülk Sahibi Oturuyor,22 Mayıs 2023,Konut,250 M2,4+1,11.Kat,Merkezi Doğalgaz,6.250.000TL,Kayseri - Melikgazi - Gültepe Mahallesi,,,
721,13266630,27 Temmuz 2023,Satılık,125 M2,0 (Yeni),9,Boş,22 Mayıs 2023,Konut,110 M2,3+1,3.Kat,Merkezi (Pay Ölçer),1.675.000TLarrow_downward%4,Kayseri - Kocasinan - Şeker Mahallesi,,,
722,13259392,17 Temmuz 2023,Satılık,550 M2,11-15,3,Mülk Sahibi Oturuyor,21 Mayıs 2023,Konut,450 M2,8+1,Düz Giriş,Kombi Doğalgaz,15.000.000TL,Kayseri - Melikgazi - Erenköy Mahallesi,,,
723,13259388,22 Mayıs 2023,Satılık,250 M2,21 Ve Üzeri,14,Mülk Sahibi Oturuyor,21 Mayıs 2023,Konut,230 M2,4+1,14.Kat,Merkezi Doğalgaz,3.300.000TL,Kayseri - Melikgazi - Alpaslan Mahallesi,,,
724,13259377,22 Mayıs 2023,Satılık,200 M2,5-10,14,Mülk Sahibi Oturuyor,21 Mayıs 2023,Konut,180 M2,3+1,11.Kat,Merkezi (Pay Ölçer),2.490.000TL,Kayseri - Melikgazi - Esentepe Mahallesi,,,
725,13259175,17 Temmuz 2023,Satılık,390 M2,21 Ve Üzeri,1,Boş,21 Mayıs 2023,Konut,370 M2,3+1,Müstakil.Kat,Isıtma Yok,990.000TL,Kayseri - Kocasinan - Sancaktepe Mahallesi,Bilinmiyor,,
726,13258638,23 Haziran 2023,Satılık,175 M2,4,14,Mülk Sahibi Oturuyor,20 Mayıs 2023,Konut,135 M2,3+1,9.Kat,Merkezi (Pay Ölçer),1.480.000TL,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Krediye Uygun Değil,,
727,13258265,07 Haziran 2023,Satılık,165 M2,0 (Yeni),10,Boş,20 Mayıs 2023,Konut,130 M2,3+1,4.Kat,Merkezi (Pay Ölçer),1.850.000TL,Kayseri - Melikgazi - Yeşilyurt Mahallesi,,,
728,13257138,20 Mayıs 2023,Satılık,185 M2,1,12,Mülk Sahibi Oturuyor,20 Mayıs 2023,Konut,120 M2,3+1,5.Kat,Merkezi (Pay Ölçer),2.140.000TL,Kayseri - Kocasinan - Saray Bosna Mahallesi,,,
729,13256910,19 Temmuz 2023,Satılık,240 M2,0 (Yeni),1,Boş,20 Mayıs 2023,Konut,200 M2,4+1,Villa Tipi,Kombi Doğalgaz,7.000.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,
730,13252324,20 Mayıs 2023,Satılık,210 M2,0 (Yeni),11,Boş,20 Mayıs 2023,Konut,185 M2,4+1,7.Kat,Merkezi (Pay Ölçer),1.675.000TL,Kayseri - Kocasinan - Ertuğrul Gazi Mahallesi,Krediye Uygun Değil,,
731,13250692,05 Haziran 2023,Satılık,210 M2,5-10,2,Mülk Sahibi Oturuyor,19 Mayıs 2023,Konut,200 M2,3+1,Düz Giriş,Kombi Doğalgaz,4.550.000TL,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,,,
732,13250689,04 Temmuz 2023,Satılık,95 M2,5-10,4,Kiracı Oturuyor,19 Mayıs 2023,Konut,65 M2,2+1,2.Kat,Kombi Doğalgaz,750.000TLarrow_downward%9,Kayseri - Melikgazi - Demokrasi Mahallesi,Krediye Uygun Değil,,
733,13249600,14 Haziran 2023,Satılık,185 M2,0 (Yeni),8,Boş,19 Mayıs 2023,Konut,155 M2,4+1,5.Kat,Merkezi (Pay Ölçer),2.750.000TL,Kayseri - Kocasinan - Cırgalan Mahallesi,,,
734,13248887,19 Mayıs 2023,Satılık,165 M2,11-15,9,Kiracı Oturuyor,19 Mayıs 2023,Konut,135 M2,3+1,7.Kat,Merkezi Doğalgaz,1.720.000TL,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,,,
735,13246551,22 Haziran 2023,Satılık,500 M2,3,1,Boş,19 Mayıs 2023,Konut,75 M2,2+1,Düz Giriş,Kombi Doğalgaz,3.850.000TL,Kayseri - Melikgazi - Becen Mahallesi,,,
736,13240407,18 Mayıs 2023,Satılık,185 M2,21 Ve Üzeri,12,Kiracı Oturuyor,18 Mayıs 2023,Konut,145 M2,3+1,Yüksek Giriş,Merkezi Doğalgaz,1.675.000TL,Kayseri - Melikgazi - Alpaslan Mahallesi,,,
737,13237759,15 Haziran 2023,Satılık,120 M2,21 Ve Üzeri,3,Boş,17 Mayıs 2023,Konut,100 M2,3+1,2.Kat,Sobalı,805.000TL,Kayseri - Kocasinan - General Emir Mahallesi,,,
738,13237419,23 Haziran 2023,Satılık,85 M2,11-15,4,Mülk Sahibi Oturuyor,17 Mayıs 2023,Konut,80 M2,2+1,Kot 2 (-2).Kat,Merkezi Doğalgaz,895.000TL,Kayseri - Melikgazi - Demokrasi Mahallesi,,,
739,13237394,10 Temmuz 2023,Satılık,190 M2,21 Ve Üzeri,15,Boş,17 Mayıs 2023,Konut,180 M2,3+1,11.Kat,Kombi Doğalgaz,2.100.000TL,Kayseri - Kocasinan - Sahabiye Mahallesi,,,
740,13237175,17 Mayıs 2023,Satılık,160 M2,0 (Yeni),8,Boş,17 Mayıs 2023,Konut,110 M2,3+1,5.Kat,Merkezi (Pay Ölçer),2.250.000TL,Kayseri - Kocasinan - Sahabiye Mahallesi,,,
741,13237174,17 Mayıs 2023,Satılık,200 M2,16-20,12,Mülk Sahibi Oturuyor,17 Mayıs 2023,Konut,175 M2,4+1,6.Kat,Merkezi Doğalgaz,3.000.000TL,Kayseri - Melikgazi - Alpaslan Mahallesi,,,
742,13237170,05 Temmuz 2023,Satılık,210 M2,0 (Yeni),12,Boş,17 Mayıs 2023,Konut,175 M2,4+1,11.Kat,Merkezi (Pay Ölçer),3.250.000TL,Kayseri - Melikgazi - Germir Mahallesi,,,
743,13237162,17 Mayıs 2023,Satılık,180 M2,16-20,5,Kiracı Oturuyor,17 Mayıs 2023,Konut,160 M2,3+1,1.Kat,Merkezi Doğalgaz,2.150.000TL,Kayseri - Kocasinan - Fevzi Çakmak Mahallesi,,,
744,13237157,17 Mayıs 2023,Satılık,250 M2,21 Ve Üzeri,12,Boş,17 Mayıs 2023,Konut,230 M2,4+1,5.Kat,Merkezi Doğalgaz,2.550.000TL,Kayseri - Kocasinan - Sahabiye Mahallesi,,,
745,13237152,05 Temmuz 2023,Satılık,250 M2,1,14,Kiracı Oturuyor,17 Mayıs 2023,Konut,225 M2,4+1,5.Kat,Merkezi (Pay Ölçer),12.500.000TL,Kayseri - Melikgazi - Köşk Mahallesi,,,
746,13237128,05 Temmuz 2023,Satılık,190 M2,5-10,13,Kiracı Oturuyor,17 Mayıs 2023,Konut,175 M2,3+1,2.Kat,Merkezi (Pay Ölçer),2.850.000TL,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,,,
747,13237120,17 Mayıs 2023,Satılık,170 M2,21 Ve Üzeri,12,Boş,17 Mayıs 2023,Konut,150 M2,3+1,12.Kat,Merkezi (Pay Ölçer),2.395.000TL,Kayseri - Melikgazi - Alpaslan Mahallesi,,,
748,13237119,17 Mayıs 2023,Satılık,220 M2,4,13,Kiracı Oturuyor,17 Mayıs 2023,Konut,170 M2,4+1,2.Kat,Merkezi (Pay Ölçer),2.625.000TL,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,,,
749,13237112,17 Mayıs 2023,Satılık,85 M2,1,6,Kiracı Oturuyor,17 Mayıs 2023,Konut,65 M2,1+1,1.Kat,Merkezi (Pay Ölçer),850.000TL,Kayseri - Melikgazi - Anbar Mahallesi,,,
750,13237109,17 Mayıs 2023,Satılık,300 M2,5-10,13,Boş,17 Mayıs 2023,Konut,270 M2,4+1,1.Kat,Merkezi (Pay Ölçer),4.000.000TL,Kayseri - Melikgazi - Tavlusun Mahallesi,,,
751,13237105,17 Mayıs 2023,Satılık,250 M2,0 (Yeni),7,Boş,17 Mayıs 2023,Konut,200 M2,4+1,7.Kat,Merkezi (Pay Ölçer),2.800.000TL,Kayseri - Kocasinan - Uğurevler Mahallesi,,,
752,13237088,17 Mayıs 2023,Satılık,220 M2,5-10,13,Boş,17 Mayıs 2023,Konut,185 M2,4+1,3.Kat,Merkezi (Pay Ölçer),2.625.000TL,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,,,
753,13237085,17 Mayıs 2023,Satılık,230 M2,11-15,13,Mülk Sahibi Oturuyor,17 Mayıs 2023,Konut,200 M2,4+1,2.Kat,Merkezi (Pay Ölçer),3.450.000TL,Kayseri - Melikgazi - Köşk Mahallesi,,,
754,13237084,08 Haziran 2023,Satılık,280 M2,16-20,14,Mülk Sahibi Oturuyor,17 Mayıs 2023,Konut,240 M2,4+1,4.Kat,Merkezi Doğalgaz,3.850.000TLarrow_downward%90,Kayseri - Melikgazi - Alpaslan Mahallesi,,,
755,13237081,17 Mayıs 2023,Satılık,175 M2,11-15,14,Boş,17 Mayıs 2023,Konut,145 M2,3+1,8.Kat,Merkezi Doğalgaz,1.750.000TL,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,,,
756,13237079,18 Mayıs 2023,Satılık,190 M2,11-15,13,Mülk Sahibi Oturuyor,17 Mayıs 2023,Konut,175 M2,3+1,9.Kat,Merkezi Doğalgaz,2.250.000TL,Kayseri - Melikgazi - Köşk Mahallesi,,,
757,13237071,05 Temmuz 2023,Satılık,220 M2,0 (Yeni),11,Boş,17 Mayıs 2023,Konut,160 M2,4+1,9.Kat,Merkezi (Pay Ölçer),2.250.000TL,Kayseri - Kocasinan - Osmangazi Mahallesi,,,
758,13237057,28 Temmuz 2023,Satılık,220 M2,0 (Yeni),2,Boş,17 Mayıs 2023,Konut,180 M2,4+1,Düz Giriş,Kombi Doğalgaz,7.750.000TL,Kayseri - Kocasinan - General Emir Mahallesi,,,
759,13237038,25 Temmuz 2023,Satılık,110 M2,0 (Yeni),9,Boş,17 Mayıs 2023,Konut,75 M2,2+1,Düz Giriş,Merkezi (Pay Ölçer),1.300.000TL,Kayseri - Kocasinan - Şeker Mahallesi,,,
760,13237028,27 Temmuz 2023,Satılık,180 M2,11-15,6,Boş,17 Mayıs 2023,Konut,160 M2,3+1,4.Kat,Kombi Doğalgaz,3.000.000TLarrow_downward%90,Kayseri - Melikgazi - Alpaslan Mahallesi,Krediye Uygun Değil,,
761,13237005,17 Mayıs 2023,Satılık,300 M2,5-10,13,Mülk Sahibi Oturuyor,17 Mayıs 2023,Konut,270 M2,4+1,9.Kat,Merkezi (Pay Ölçer),4.200.000TL,Kayseri - Melikgazi - Tavlusun Mahallesi,,,
762,13237003,17 Mayıs 2023,Satılık,600 M2,0 (Yeni),3,Boş,17 Mayıs 2023,Konut,300 M2,6+1,Düz Giriş,Kombi Doğalgaz,19.500.000TL,Kayseri - Melikgazi - Erenköy Mahallesi,Krediye Uygun Değil,,
