Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Türü,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,House Price,Şehir,İlçe,Mahalle
0,14,0,0,160,11,1,6,3600000,0,4,48
8,14,2,0,165,11,1,6,5150000,0,3,128
8,3,2,0,350,21,7,5,11500000,0,4,83
0,12,0,0,90,4,1,6,235000,0,4,124
8,10,1,0,135,7,1,7,1283000,0,3,65
3,12,1,0,100,7,1,7,670000,0,4,87
5,7,1,0,135,7,1,5,1550000,0,3,50
8,14,2,0,125,7,2,6,1600000,0,3,113
0,12,0,0,120,7,1,7,1850000,0,3,131
5,3,0,0,125,7,1,5,1250000,0,4,38
0,9,0,0,135,7,1,6,1975000,0,4,135
0,12,0,0,140,7,1,7,1555000,0,4,138
0,12,0,0,140,9,2,6,1895000,0,4,135
5,3,1,0,140,7,3,5,6200000,0,4,15
0,12,0,0,140,7,1,6,2000000,0,4,48
4,10,2,0,110,4,1,7,1580000,0,4,74
8,12,2,0,135,7,1,6,1400000,0,4,48
0,10,0,0,110,4,1,6,1800000,0,4,135
0,10,0,0,125,7,1,7,2300000,0,4,135
5,2,0,0,140,4,4,9,5500000,0,3,24
0,14,0,0,140,9,1,6,1750000,0,4,48
0,10,0,0,125,7,1,6,1350000,0,4,15
0,10,0,0,125,7,1,7,1350000,0,4,138
0,14,2,0,160,11,1,6,2000000,0,4,135
8,11,1,0,165,11,1,7,2225000,0,3,33
8,3,0,0,1860,28,7,3,10500000,0,4,87
8,3,2,0,450,28,8,3,4250000,0,4,18
5,3,1,0,90,4,5,5,420000,0,3,118
8,14,1,0,30,1,1,6,850000,0,7,86
5,1,0,0,42,3,8,2,1100000,0,7,108
2,9,0,0,145,7,1,7,1950000,0,7,119
2,14,1,0,110,7,2,7,1235000,0,7,86
0,14,0,0,140,11,1,6,2585000,0,7,86
2,13,0,0,200,11,1,6,2875000,0,7,86
0,1,0,0,155,1,8,9,1890000,0,2,4
8,13,0,0,110,7,1,6,2200000,0,7,86
8,14,2,0,150,7,2,6,2100000,0,7,15
0,7,0,0,90,5,1,5,1950000,0,7,108
4,4,0,0,170,11,10,5,1575000,0,1,63
2,14,1,0,135,7,2,6,1500000,0,7,86
4,13,1,0,85,4,1,6,1400000,0,7,86
8,14,1,0,90,4,2,6,1250000,0,7,86
8,13,1,0,165,7,2,6,2200000,0,7,119
1,14,1,0,100,4,1,6,1375000,0,7,86
1,1,2,0,100,1,1,9,3000000,0,10,44
0,14,0,0,125,7,1,7,377000,0,7,86
0,14,0,0,105,7,1,7,306000,0,7,86
0,10,0,0,100,4,1,7,265000,0,7,86
0,2,0,0,200,9,8,5,4250000,0,2,21
2,14,1,0,125,7,2,7,1240000,0,7,86
8,4,2,0,140,7,1,5,1575000,0,1,26
3,15,0,0,125,7,1,7,1265000,0,7,86
7,14,2,0,160,7,2,6,1950000,0,7,86
8,4,2,0,100,4,8,5,1250000,0,7,15
8,8,1,0,135,7,1,7,2000000,0,7,86
8,14,0,0,135,7,1,7,1450000,0,7,86
0,14,0,0,130,7,1,7,1550000,0,7,86
2,15,0,0,135,7,2,7,1347500,0,7,86
3,14,0,0,135,7,2,7,1400000,0,7,86
2,14,2,0,135,7,1,6,1250000,0,7,86
1,4,1,0,85,4,1,5,1195000,0,1,14
0,4,0,0,120,7,8,5,1260000,0,1,85
2,12,1,0,125,7,1,6,1795000,0,7,119
0,10,0,0,145,9,1,6,2350000,0,7,86
4,14,1,0,155,7,1,6,2525000,0,7,86
8,2,0,0,220,20,8,5,4950000,0,7,125
5,3,2,0,400,21,8,5,4350000,0,7,108
1,2,1,0,95,5,1,5,1499000,0,7,77
8,6,1,0,135,6,1,5,1375000,0,7,119
8,14,2,0,130,7,1,6,1587000,0,7,86
8,14,0,0,85,4,1,6,1410000,0,7,119
0,3,0,0,110,7,1,5,1750000,0,1,63
8,14,0,0,165,7,1,5,1980000,0,7,119
8,14,0,0,155,7,2,6,1625000,0,7,86
8,14,0,0,250,11,2,6,2799000,0,7,86
8,14,2,0,135,7,1,6,1650000,0,7,86
8,7,1,0,70,1,1,7,955000,0,7,86
8,14,0,0,135,7,1,7,1625000,0,7,119
8,14,1,0,135,7,1,7,1450000,0,7,86
0,4,0,0,99,4,1,5,1250000,0,1,95
8,14,0,0,125,7,2,6,1585000,0,7,86
7,14,0,0,135,7,2,6,2200000,0,7,86
1,14,1,0,100,5,1,6,1580000,0,7,86
4,14,1,0,100,5,1,6,1380000,0,7,86
4,14,1,0,115,4,1,6,1365000,0,7,86
5,1,2,0,100,4,6,5,850000,0,1,57
2,15,1,0,115,7,1,6,1200000,0,7,86
8,15,2,0,145,7,2,7,1690000,0,7,86
8,14,2,0,140,7,2,6,1350000,0,7,86
2,4,2,0,154,11,3,5,1450000,0,1,118
2,2,2,0,220,26,7,9,1930000,0,5,45
0,3,1,0,85,5,1,5,1359000,0,7,86
8,8,1,0,50,1,1,7,965000,0,7,86
2,14,1,0,140,7,2,7,1350000,0,7,119
5,3,1,0,120,7,1,7,1400000,0,7,15
2,15,2,0,110,7,1,7,1195000,0,7,86
8,8,2,0,115,7,1,6,2050000,0,7,86
8,14,1,0,160,9,1,6,2080000,0,7,86
2,14,1,0,135,7,2,7,1350000,0,7,119
2,14,0,0,135,7,1,7,1375000,0,7,86
1,7,1,0,60,1,1,6,1100000,0,7,15
0,14,0,0,210,11,1,6,5500000,0,7,15
0,14,0,0,135,7,1,6,2775000,0,7,86
0,5,0,0,75,4,1,5,1150000,0,1,63
6,9,0,0,140,7,1,6,1650000,0,7,86
7,14,1,0,150,7,2,6,1999000,0,7,86
0,13,0,0,150,7,1,6,2280000,0,7,15
2,14,2,0,135,7,2,7,1350000,0,7,86
2,15,0,0,110,7,2,7,1270000,0,7,86
8,7,1,0,55,1,1,6,935000,0,7,86
0,4,0,0,125,7,1,5,1320000,0,1,5
8,14,0,0,185,7,1,6,1850000,0,7,86
0,14,0,0,140,7,2,7,1630000,0,7,86
8,14,1,0,135,7,2,6,1330000,0,7,86
0,14,0,0,175,11,1,6,2850000,0,7,86
5,3,1,0,100,7,1,5,960000,0,7,15
2,8,0,0,110,4,1,5,1220000,0,7,119
7,14,2,0,145,9,1,6,2299000,0,7,86
0,4,0,0,80,4,1,5,1350000,0,7,86
0,14,0,0,155,11,1,6,3650000,0,7,86
2,11,0,0,140,7,1,5,2150000,0,7,119
8,6,2,0,115,7,1,5,1500000,0,1,133
7,14,2,0,145,7,2,6,1694000,0,7,86
6,14,2,0,180,11,1,7,3400000,0,7,15
0,5,0,0,90,6,1,5,1675000,0,7,15
8,8,0,0,145,7,1,5,1700000,0,7,86
2,15,1,0,150,7,1,7,1850000,0,7,15
8,14,2,0,100,5,2,6,1400000,0,7,86
0,14,0,0,90,4,1,6,2250000,0,7,15
8,10,1,0,100,4,1,6,1460000,0,7,119
8,14,1,0,145,7,1,6,1700000,0,7,119
8,10,0,0,180,11,1,6,2380000,0,7,119
8,14,2,0,110,7,1,8,1230000,0,7,86
0,2,0,0,175,11,8,5,4950000,0,2,117
3,4,0,0,150,7,1,5,1300000,0,1,85
0,14,0,0,90,5,1,6,1475000,0,7,86
0,8,0,0,100,5,1,6,1600000,0,7,77
0,14,0,0,140,7,1,6,2520000,0,7,86
2,12,0,0,140,7,1,6,2150000,0,7,63
2,14,0,0,175,7,2,5,1890000,0,7,86
2,15,1,0,135,7,2,7,1395000,0,7,86
0,14,0,0,100,5,1,7,1549000,0,7,86
8,14,1,0,115,7,2,6,1410000,0,7,86
8,14,2,0,125,7,2,6,1425000,0,7,86
8,2,0,0,135,0,8,2,1210000,0,7,86
1,1,0,0,3999,1,6,9,1485000,0,7,80
2,14,2,0,180,11,1,5,2745000,0,7,119
8,14,2,0,140,7,2,6,1419000,0,7,86
0,5,0,0,110,7,8,5,1100000,0,1,14
8,4,0,0,100,4,9,2,1200000,0,1,63
1,14,1,0,85,4,1,6,1350000,0,7,86
7,14,2,0,140,7,2,6,1990000,0,7,86
2,4,2,0,480,19,8,5,17950000,0,7,125
0,14,0,0,180,11,1,6,3500000,0,7,86
0,14,0,0,140,7,1,6,1825000,0,7,86
2,14,2,0,125,7,2,6,1420000,0,7,86
8,14,0,0,135,7,1,6,1600000,0,7,86
0,14,0,0,90,5,1,6,1500000,0,7,86
2,10,1,0,140,7,1,5,1640000,0,7,119
0,10,0,0,140,7,1,7,3400000,0,7,86
0,5,0,0,90,4,1,2,1300000,0,1,89
8,14,1,0,90,4,1,6,1375000,0,7,86
1,1,2,0,125,7,8,9,2500000,0,10,44
8,14,2,0,135,7,2,6,1525000,0,7,86
8,2,0,0,125,0,8,2,1550000,0,1,118
8,14,1,0,135,7,2,7,1420000,0,7,86
0,10,0,0,90,5,1,6,1579000,0,7,77
0,5,0,0,49,29,1,5,699000,0,1,41
4,14,0,0,140,7,1,6,1675000,0,7,86
5,4,0,0,90,4,8,9,750000,0,1,133
5,3,2,0,95,4,8,5,800000,0,1,5
7,3,2,0,140,7,1,5,1800000,0,1,136
8,13,1,0,145,7,2,7,1650000,0,7,119
7,10,0,0,145,7,1,6,2000000,0,7,108
2,15,0,0,135,7,1,7,1320000,0,7,86
8,12,1,0,160,7,1,5,1920000,0,7,86
5,2,2,0,100,17,8,9,2500000,0,7,63
2,4,0,0,260,21,4,5,6150000,0,7,63
2,3,2,0,3014,28,4,5,10950000,0,2,21
0,12,0,0,138,7,1,6,3200000,0,7,86
8,14,0,0,150,7,1,7,1950000,0,7,86
2,2,0,0,1235,7,3,9,9500000,0,7,125
5,3,1,0,80,4,1,9,500000,0,1,63
8,14,0,0,155,7,1,6,1525000,0,7,86
2,14,1,0,160,11,2,7,2300000,0,7,86
0,3,0,0,320,23,8,5,9500000,0,7,125
8,4,1,0,145,11,1,5,1700000,0,2,3
2,14,1,0,145,7,1,6,1965000,0,7,15
4,14,0,0,150,7,2,6,2200000,0,7,86
0,2,0,0,411,6,8,9,750000,0,0,134
7,14,1,0,65,7,1,6,825000,0,7,86
5,4,1,0,110,7,1,5,1050000,0,7,86
4,3,1,0,100,4,8,7,1390000,0,7,15
8,14,2,0,155,7,1,7,2599000,0,7,119
1,6,1,0,78,4,1,5,1285000,0,7,108
2,13,2,0,200,11,8,6,1990000,0,7,119
0,2,0,0,200,9,7,2,4000000,0,2,4
5,2,0,0,170,23,6,9,4900000,0,7,77
0,11,0,0,135,7,1,6,2400000,0,7,15
0,5,0,0,115,7,1,5,1350000,0,1,63
0,14,0,0,105,7,1,7,345000,0,7,86
2,3,0,0,260,21,3,7,6150000,0,7,63
8,14,0,0,125,7,2,6,1585000,0,7,86
2,5,0,0,200,12,1,5,3250000,0,7,77
6,14,0,0,135,7,2,6,2300000,0,7,86
8,14,0,0,155,7,1,6,1525000,0,7,86
4,14,0,0,100,4,2,6,1410000,0,7,86
7,14,2,0,140,7,1,6,2070000,0,7,86
7,14,0,0,150,7,1,6,1950000,0,7,86
0,14,0,0,126,7,2,6,3499000,0,7,86
7,14,2,0,130,7,2,6,1565000,0,7,86
7,14,0,0,130,7,1,6,1435000,0,7,86
7,14,0,0,140,7,1,6,1540000,0,7,86
2,15,1,0,140,7,2,7,1385000,0,7,86
0,10,0,0,100,4,1,6,265000,0,7,86
8,4,1,0,145,9,1,5,1700000,0,2,3
7,2,2,0,150,7,3,5,2500000,0,1,129
6,14,0,0,115,7,1,6,1350000,0,7,86
8,15,1,0,175,7,2,5,1800000,0,7,86
0,4,0,0,120,7,1,5,1350000,0,1,15
2,13,1,0,135,7,1,6,1665000,0,7,119
5,3,2,0,120,7,8,5,880000,0,1,118
7,14,0,0,125,7,1,6,1350000,0,7,86
8,14,1,0,175,7,1,7,2145000,0,7,15
8,14,2,0,135,7,2,7,1400000,0,7,86
0,5,0,0,110,6,1,6,1445000,0,7,15
0,2,0,0,150,11,8,5,4150000,0,2,21
2,14,1,0,125,7,2,7,1135000,0,7,86
8,14,1,0,135,7,1,6,1675000,0,7,86
6,5,0,0,85,7,1,6,885000,0,10,69
0,2,0,0,90,4,1,5,1375000,0,7,77
7,14,2,0,135,7,1,6,1449000,0,7,86
2,3,2,0,370,20,8,5,17900000,0,7,63
2,13,1,0,135,7,1,6,1665000,0,7,119
5,2,0,0,110,7,1,5,1200000,0,1,13
0,11,0,0,115,7,1,6,2400000,0,7,15
8,8,0,0,65,1,1,7,875000,0,7,86
8,12,2,0,210,11,8,6,2090000,0,7,119
3,15,1,0,100,7,1,7,1200000,0,7,86
0,4,0,0,70,4,1,5,950000,0,1,63
0,6,0,0,118,7,1,5,2250000,0,1,118
8,3,0,0,440,16,7,5,10500000,0,7,125
0,5,0,0,85,4,1,5,1250000,0,1,118
8,14,0,0,130,7,2,6,1600000,0,7,86
2,10,2,0,140,7,1,5,1599000,0,7,119
8,14,0,0,145,11,1,6,1670000,0,7,119
1,1,2,0,100,5,7,3,4250000,0,2,117
8,7,2,0,129,7,8,5,1019000,0,1,14
6,13,0,0,140,7,2,6,2530000,0,7,86
8,14,1,0,135,7,1,7,1430000,0,7,86
7,7,0,0,90,4,1,5,1219000,0,7,86
8,14,1,0,40,1,2,6,925000,0,7,86
8,14,0,0,100,5,1,6,1490000,0,7,86
5,15,1,0,120,7,2,7,1300000,0,7,86
8,5,0,0,160,9,1,5,1870000,0,7,15
8,10,2,0,230,11,1,7,2940000,0,7,15
2,15,1,0,118,7,1,7,1400000,0,7,86
2,14,2,0,210,11,2,5,4000000,0,7,15
2,15,0,0,110,7,1,7,1175000,0,7,86
3,4,0,0,120,7,1,5,1200000,0,10,70
8,4,1,0,55,1,1,7,780000,0,7,77
0,6,0,0,138,7,1,6,1720000,0,10,53
3,5,1,0,145,7,1,5,2750000,0,7,15
5,2,2,0,400,4,8,9,985000,0,10,106
2,15,0,0,175,7,1,5,1450000,0,7,86
2,15,1,0,110,7,2,7,1150000,0,7,86
1,14,1,0,175,11,1,6,2650000,0,7,86
1,14,2,0,133,7,1,6,2550000,0,7,86
2,13,2,0,190,11,1,5,3020000,0,7,119
8,13,0,0,165,7,1,5,2699000,0,7,15
8,14,2,0,145,7,2,6,2200000,0,7,86
3,8,0,0,135,7,1,7,1670000,0,7,15
8,11,0,0,140,7,1,6,1795000,0,7,15
0,10,0,0,130,7,1,7,2329000,0,7,15
2,15,0,0,115,7,1,7,1043000,0,7,86
0,6,0,0,120,4,1,6,1400000,0,7,86
4,4,2,0,110,7,1,5,925000,0,1,133
5,3,2,0,160,7,1,5,3500000,0,1,133
3,1,0,0,140,5,3,0,2000000,0,7,63
8,1,0,0,100,4,3,9,2495000,0,7,62
7,14,1,0,145,7,1,6,1690000,0,7,86
0,14,0,0,110,4,1,6,2075000,0,7,15
5,3,2,0,280,27,6,5,4000000,0,7,108
0,9,0,0,100,5,1,6,1530000,0,7,15
8,12,2,0,150,7,1,5,1690000,0,7,119
8,10,2,0,170,11,1,7,2450000,0,7,119
0,4,0,0,120,7,10,5,1650000,0,1,89
0,9,0,0,155,11,1,6,2950000,0,7,86
2,4,0,0,140,7,8,5,935000,0,2,3
5,2,0,0,779,28,1,9,1500000,0,10,106
3,3,0,0,450,28,4,5,11500000,0,7,125
0,14,0,0,150,7,1,6,2780000,0,7,86
6,2,2,0,380,26,1,5,7500000,0,1,85
8,13,1,0,180,7,1,5,3140000,0,7,77
3,3,2,0,1249,20,8,5,12000000,0,7,125
0,2,0,0,260,20,8,10,11450000,0,7,108
6,3,0,0,350,20,8,5,9500000,0,7,125
5,3,0,0,450,28,8,5,9250000,0,7,125
8,13,0,0,160,7,1,6,2490000,0,7,63
6,14,0,0,130,7,1,6,1650000,0,7,86
4,14,1,0,170,9,2,6,2950000,0,7,86
0,9,0,0,130,9,1,7,3500000,0,7,77
0,2,0,0,400,26,8,10,25250000,0,7,125
0,9,0,0,130,9,1,6,3400000,0,7,77
0,2,0,0,297,20,8,5,13500000,0,7,125
0,9,0,0,165,14,1,6,6500000,0,7,15
0,6,0,0,80,4,1,6,1300000,0,7,77
4,1,0,0,3874,7,6,9,2000000,0,6,123
5,4,1,0,85,4,8,5,875000,0,7,119
3,15,1,0,145,7,2,7,1280000,0,7,86
7,1,2,0,180,7,8,9,2750000,0,2,71
2,14,2,0,110,7,2,6,985000,0,7,86
0,9,0,0,120,7,1,6,1750000,0,7,119
8,14,0,0,150,7,1,7,1600000,0,7,86
2,14,1,0,185,11,1,7,2100000,0,7,15
6,4,1,0,140,7,1,5,1350000,0,9,68
1,14,1,0,100,4,1,6,1425000,0,7,86
0,14,0,0,135,7,1,6,1950000,0,7,86
0,5,0,0,120,7,1,5,1340000,0,1,95
8,4,1,0,120,7,1,5,1650000,0,1,118
0,2,0,0,200,16,7,5,3500000,0,0,25
8,14,0,0,130,7,1,6,1550000,0,7,86
8,14,0,0,150,7,2,6,2350000,0,7,86
2,14,2,0,130,7,1,6,1399000,0,7,86
5,3,0,0,110,7,1,5,980000,0,7,77
7,14,1,0,125,7,1,6,1290000,0,7,86
0,8,0,0,100,5,1,5,1975000,0,7,86
7,3,0,0,75,4,1,6,750000,0,10,101
0,14,1,0,165,7,1,6,1900000,0,7,86
8,14,1,0,140,7,1,5,1450000,0,7,86
8,5,2,0,125,7,10,5,1350000,0,1,118
0,8,0,0,80,4,1,5,1500000,0,7,15
4,4,0,0,115,7,1,5,1150000,0,1,63
8,10,1,0,135,7,1,7,1750000,0,7,86
0,14,0,0,190,11,1,6,2150000,0,7,86
0,14,0,0,140,11,1,6,2764000,0,7,86
5,9,0,0,100,7,1,7,1050000,0,7,15
8,3,0,0,135,7,8,5,1450000,0,1,95
0,4,0,0,115,7,8,5,1200000,0,1,95
0,9,0,0,108,9,1,6,2350000,0,7,86
8,14,2,0,140,9,2,7,1650000,0,7,86
0,14,0,0,150,7,2,6,1865000,0,7,108
0,4,0,0,90,4,1,5,1300000,0,1,118
8,6,0,0,120,7,5,5,700000,0,1,95
5,2,0,0,120,7,8,5,2550000,0,1,85
0,1,0,0,80,1,7,9,451750,0,8,55
0,14,0,0,140,7,1,7,2300000,0,7,15
1,7,0,0,90,4,1,5,1450000,0,1,41
0,4,0,0,80,4,1,5,850000,0,1,63
0,2,0,0,120,7,8,5,2525000,0,1,14
4,4,1,0,115,7,8,5,1050000,0,1,63
0,4,0,0,110,7,1,5,975000,0,1,118
0,14,0,0,135,9,1,3,2850000,0,7,86
0,4,0,0,120,7,8,5,1200000,0,1,85
0,8,0,0,90,4,1,5,1425000,0,7,15
0,10,0,0,100,5,1,6,1800000,0,7,77
0,2,0,0,260,16,4,5,18000000,0,7,108
1,14,0,0,170,7,1,6,2950000,0,7,86
0,10,0,0,90,4,1,7,1500000,0,7,119
8,14,1,0,150,7,1,6,1750000,0,7,119
2,14,2,0,145,7,1,7,1900000,0,7,86
4,14,2,0,130,7,1,6,2100000,0,7,86
7,14,2,0,136,5,2,6,1595000,0,7,86
2,14,1,0,140,7,1,6,1499000,0,7,119
0,4,0,0,140,7,1,5,1650000,0,1,15
5,2,2,0,1830,28,8,9,11000000,0,7,63
2,13,2,0,140,7,2,5,1899000,0,7,119
8,12,0,0,155,7,2,7,1850000,0,7,86
7,4,1,0,100,5,1,5,1595000,0,7,77
8,10,2,0,175,11,1,7,2490000,0,7,63
0,4,0,0,115,7,1,5,1250000,0,1,95
8,14,0,0,135,7,1,7,1625000,0,7,86
8,14,1,0,140,7,2,6,1750000,0,7,86
8,8,0,0,60,1,1,7,825000,0,7,86
7,14,0,0,125,7,2,6,1585000,0,7,86
2,4,0,0,350,28,7,5,8500000,0,7,125
8,2,0,0,4000,14,3,9,4750000,0,2,21
6,4,0,0,120,7,1,5,1550000,0,1,15
1,2,0,0,200,14,7,5,5800000,0,2,4
2,13,1,0,100,4,8,7,1045000,0,7,15
8,4,2,0,110,4,1,5,950000,0,1,136
0,5,0,0,115,7,1,5,1200000,0,1,14
8,14,0,0,185,11,1,5,2699000,0,7,15
7,13,2,0,174,7,2,6,2000000,0,7,86
8,10,1,0,65,1,1,6,755000,0,7,86
5,12,1,0,150,7,1,7,1250000,0,7,86
1,14,1,0,150,7,2,6,1675000,0,7,86
7,2,2,0,225,7,8,5,7250000,0,2,21
8,15,2,0,180,7,1,6,2000000,0,7,86
0,5,0,0,115,7,1,5,1200000,0,1,14
3,3,0,0,450,28,7,5,11500000,0,7,125
0,5,0,0,170,7,1,10,2400000,0,7,77
4,2,0,0,350,17,7,5,11250000,0,7,125
0,14,0,0,100,5,1,6,1535000,0,7,86
0,2,0,0,260,16,3,5,18000000,0,7,108
2,15,0,0,120,7,1,7,1150000,0,7,86
8,15,2,0,320,13,2,6,2900000,0,7,86
2,8,1,0,25,0,8,4,250000,0,7,119
5,3,2,0,125,7,8,9,650000,0,1,136
0,2,0,0,200,16,3,10,12250000,0,7,108
8,5,0,0,220,12,1,5,3250000,0,7,77
0,1,0,0,85,29,8,5,10000000,0,7,63
2,12,0,0,160,7,1,7,2450000,0,7,15
8,14,1,0,120,7,2,6,1310000,0,7,86
4,14,2,0,175,9,2,7,1820000,0,7,86
1,14,0,0,140,7,2,6,1650000,0,7,86
8,14,1,0,90,4,1,6,1350000,0,7,86
0,5,0,0,145,11,1,5,1695000,0,1,89
5,1,2,0,558,7,8,9,2750000,0,7,63
0,5,2,0,165,11,1,5,1700000,0,1,89
8,12,0,0,150,7,1,5,1490000,0,7,86
2,12,2,0,170,7,1,5,1550000,0,7,86
0,12,0,0,135,7,1,6,2349000,0,7,86
0,6,0,0,100,4,1,5,1490000,0,7,86
7,14,1,0,60,1,2,6,850000,0,7,86
8,13,1,0,255,16,10,5,3100000,0,7,15
0,4,0,0,85,4,1,5,1450000,0,1,133
6,5,0,0,130,7,1,5,1300000,0,1,118
8,3,1,0,90,1,10,5,800000,0,1,14
1,2,0,0,65,1,10,5,800000,0,1,89
8,5,2,0,130,4,1,5,1250000,0,1,118
0,5,1,0,107,7,8,5,1212121,0,1,89
0,8,0,0,90,4,1,5,1450000,0,7,15
0,14,0,0,145,11,1,6,2450000,0,7,86
8,12,1,0,170,11,1,5,1895000,0,7,15
8,14,1,0,140,7,1,7,1750000,0,7,86
7,14,1,0,150,7,1,7,1950000,0,7,86
0,4,0,0,110,7,1,5,1350000,0,1,118
2,7,1,0,150,7,1,5,1125000,0,7,77
2,15,0,0,145,7,2,6,1850000,0,7,86
8,4,1,0,160,7,1,5,1750000,0,1,133
7,5,2,0,120,7,6,5,1000000,0,1,26
4,2,2,0,140,20,3,5,7500000,0,1,129
0,14,0,0,140,7,1,7,2300000,0,7,15
0,10,0,0,130,7,1,7,1500000,0,7,63
2,3,0,0,500,28,7,5,20000000,0,7,125
2,2,2,0,140,7,6,9,1500000,0,6,123
0,14,0,0,115,7,2,6,1950000,0,7,86
0,14,0,0,135,7,1,6,1700000,0,7,86
2,5,2,0,110,7,1,5,1200000,0,1,63
0,14,0,0,145,11,1,6,2875000,0,7,86
5,2,2,0,125,7,6,5,1100000,0,1,14
8,9,2,0,110,7,1,6,1750000,0,7,119
8,3,2,0,700,25,1,7,6000000,0,2,125
0,2,2,0,120,4,6,5,1550000,0,1,32
8,14,0,0,140,7,1,7,1440000,0,7,86
0,14,0,0,115,7,1,6,1925000,0,7,86
0,4,2,0,90,4,1,5,1850000,0,1,133
0,5,2,0,115,7,1,5,1300000,0,1,5
0,3,0,0,180,17,6,9,2500000,0,6,123
7,4,1,0,115,7,1,5,1480000,0,1,95
0,5,0,0,115,7,1,5,1300000,0,1,42
0,5,0,0,115,7,1,5,1300000,0,1,42
2,7,1,0,155,7,1,7,1850000,0,7,15
0,2,0,0,256,16,8,5,6550000,0,2,3
8,12,1,0,165,11,8,5,1400000,0,7,15
1,14,0,0,132,9,1,6,2450000,0,7,86
5,1,2,0,120,7,8,9,410000,0,1,95
7,2,0,0,540,11,7,5,7590000,0,2,4
8,15,0,0,120,7,1,7,1350000,0,7,86
5,2,1,0,140,7,4,9,2100000,0,7,77
