Unnamed: 0,İlan Numarası,İlan Güncelleme Tarihi,Kategorisi,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,İlan Oluşturma Tarihi,Türü,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,House Price,House Location,Krediye Uygunluk,Yatırıma Uygunluk,Yapı Durumu,Şehir,İlçe,Mahalle
138,13596671,21 Temmuz 2023,Satılık,170 M2,0 (Yeni),11,Boş,20 Temmuz 2023,Konut,130 M2,3+1,4.Kat,Merkezi Doğalgaz,2249000,Kayseri - Kocasinan - Zümrüt Mahallesi,,,,Kayseri,Kocasinan,Zümrüt Mahallesi
139,13595426,30 Temmuz 2023,Satılık,165 M2,5-10,14,Boş,20 Temmuz 2023,Konut,145 M2,3+1,13.Kat,Merkezi Doğalgaz,1485000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,,Kayseri,Melikgazi,Gesi Fatih Mahallesi
140,13595158,26 Temmuz 2023,Satılık,175 M2,5-10,12,Kiracı Oturuyor,20 Temmuz 2023,Konut,140 M2,3+1,4.Kat,Merkezi (Pay Ölçer),1650000,Kayseri - Kocasinan - Mithatpaşa Mahallesi,,,,Kayseri,Kocasinan,Mithatpaşa Mahallesi
141,13593272,20 Temmuz 2023,Satılık,175 M2,0 (Yeni),5,Kiracı Oturuyor,20 Temmuz 2023,Konut,140 M2,3+1,1.Kat,Merkezi Doğalgaz,1960000,Kayseri - Melikgazi - Şirintepe Mahallesi,,,,Kayseri,Melikgazi,Şirintepe Mahallesi
142,13592513,20 Temmuz 2023,Satılık,265 M2,5-10,14,Boş,20 Temmuz 2023,Konut,230 M2,4+1,8.Kat,Merkezi (Pay Ölçer),7850000,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,,,,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
143,13592430,27 Temmuz 2023,Satılık,85 M2,0 (Yeni),9,Boş,20 Temmuz 2023,Konut,70 M2,2+1,Yüksek Giriş,Merkezi (Pay Ölçer),1090000,Kayseri - Kocasinan - Şeker Mahallesi,,,,Kayseri,Kocasinan,Şeker Mahallesi
144,13591735,20 Temmuz 2023,Satılık,175 M2,21 Ve Üzeri,2,Mülk Sahibi Oturuyor,20 Temmuz 2023,Konut,165 M2,3+1,1.Kat,Kombi Doğalgaz,1250000,Kayseri - Melikgazi - Osman Kavuncu Mahallesi,,,,Kayseri,Melikgazi,Osman Kavuncu Mahallesi
145,13591117,20 Temmuz 2023,Satılık,130 M2,5-10,14,Kiracı Oturuyor,20 Temmuz 2023,Konut,100 M2,2+1,11.Kat,Merkezi Doğalgaz,1465000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,,,,Kayseri,Melikgazi,Yeşilyurt Mahallesi
146,13591011,21 Temmuz 2023,Satılık,75 M2,5-10,3,Kiracı Oturuyor,20 Temmuz 2023,Konut,65 M2,2+1,3.Kat,Merkezi (Pay Ölçer),760000,Kayseri - Melikgazi - Demokrasi Mahallesi,,,,Kayseri,Melikgazi,Demokrasi Mahallesi
147,13590613,21 Temmuz 2023,Satılık,175 M2,5-10,11,Mülk Sahibi Oturuyor,20 Temmuz 2023,Konut,155 M2,3+1,6.Kat,Merkezi Doğalgaz,1485000,Kayseri - Melikgazi - Gökkent Mahallesi,,,,Kayseri,Melikgazi,Gökkent Mahallesi
148,13590534,20 Temmuz 2023,Satılık,300 M2,21 Ve Üzeri,2,Boş,20 Temmuz 2023,Konut,250 M2,3+1,Düz Giriş,Sobalı,2695000,Kayseri - Melikgazi - Kıranardı Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Kıranardı Mahallesi
149,13590531,20 Temmuz 2023,Satılık,165 M2,11-15,8,Mülk Sahibi Oturuyor,20 Temmuz 2023,Konut,135 M2,3+1,5.Kat,Kombi Doğalgaz,1575000,Kayseri - Melikgazi - Demokrasi Mahallesi,,,,Kayseri,Melikgazi,Demokrasi Mahallesi
150,13590530,20 Temmuz 2023,Satılık,155 M2,5-10,7,Boş,20 Temmuz 2023,Konut,130 M2,3+1,6.Kat,Merkezi Doğalgaz,1550000,Kayseri - Melikgazi - Keykubat Mahallesi,,,,Kayseri,Melikgazi,Keykubat Mahallesi
151,13590529,20 Temmuz 2023,Satılık,170 M2,0 (Yeni),11,Boş,20 Temmuz 2023,Konut,130 M2,3+1,2.Kat,Merkezi Doğalgaz,2250000,Kayseri - Kocasinan - Hoca Ahmet Yesevi Mahallesi,,,,Kayseri,Kocasinan,Hoca Ahmet Yesevi Mahallesi
152,13590386,20 Temmuz 2023,Satılık,210 M2,5-10,13,Boş,20 Temmuz 2023,Konut,160 M2,4+1,13.Kat,Merkezi (Pay Ölçer),3440000,Kayseri - Kocasinan - Yakut Mahallesi,Krediye Uygun Değil,,,Kayseri,Kocasinan,Yakut Mahallesi
153,13590324,21 Temmuz 2023,Satılık,175 M2,0 (Yeni),10,Boş,19 Temmuz 2023,Konut,132 M2,3+1,5.Kat,Merkezi Doğalgaz,1799000,Kayseri - Melikgazi - Anbar Mahallesi,,,,Kayseri,Melikgazi,Anbar Mahallesi
154,13590301,21 Temmuz 2023,Satılık,210 M2,5-10,14,Boş,19 Temmuz 2023,Konut,165 M2,4+1,5.Kat,Merkezi Doğalgaz,2990000,Kayseri - Kocasinan - Barbaros Mahallesi,,,,Kayseri,Kocasinan,Barbaros Mahallesi
155,13590083,29 Temmuz 2023,Satılık,95 M2,3,17,Kiracı Oturuyor,19 Temmuz 2023,Konut,70 M2,2+1,4.Kat,Merkezi Doğalgaz,1790000,Kayseri - Kocasinan - Sahabiye Mahallesi,,,,Kayseri,Kocasinan,Sahabiye Mahallesi
156,13590051,20 Temmuz 2023,Satılık,170 M2,5-10,9,Kiracı Oturuyor,19 Temmuz 2023,Konut,130 M2,3+1,1.Kat,Merkezi Doğalgaz,1460000,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,,,,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
157,13589147,19 Temmuz 2023,Satılık,170 M2,2,17,Kiracı Oturuyor,19 Temmuz 2023,Konut,130 M2,3+1,5.Kat,Merkezi Doğalgaz,2095000,Kayseri - Kocasinan - Sahabiye Mahallesi,,,,Kayseri,Kocasinan,Sahabiye Mahallesi
158,13589115,19 Temmuz 2023,Satılık,537 M2,4,2,Boş,19 Temmuz 2023,Konut,190 M2,4.5+1,Bahçe Dublex,Kombi Doğalgaz,5150000,Kayseri - Melikgazi - Altınoluk Mahallesi,,,,Kayseri,Melikgazi,Altınoluk Mahallesi
159,13589080,19 Temmuz 2023,Satılık,240 M2,4,14,Boş,19 Temmuz 2023,Konut,183 M2,4+1,13.Kat,Merkezi (Pay Ölçer),5750000,Kayseri - Kocasinan - Uğurevler Mahallesi,Krediye Uygun Değil,,,Kayseri,Kocasinan,Uğurevler Mahallesi
160,13588588,29 Temmuz 2023,Satılık,165 M2,0 (Yeni),14,Boş,19 Temmuz 2023,Konut,135 M2,3+1,2.Kat,Merkezi (Pay Ölçer),1970000,Kayseri - Kocasinan - Zümrüt Mahallesi,,,,Kayseri,Kocasinan,Zümrüt Mahallesi
161,13586858,19 Temmuz 2023,Satılık,270 M2,4,3,Boş,19 Temmuz 2023,Konut,250 M2,8+1,Villa Tipi,Kombi Doğalgaz,12500000,Kayseri - Melikgazi - Becen Mahallesi,,,,Kayseri,Melikgazi,Becen Mahallesi
162,13586613,27 Temmuz 2023,Satılık,175 M2,5-10,6,Mülk Sahibi Oturuyor,19 Temmuz 2023,Konut,135 M2,3+1,5.Kat,Merkezi (Pay Ölçer),1975000,Kayseri - Melikgazi - Kazımkarabekir Mahallesi,,,,Kayseri,Melikgazi,Kazımkarabekir Mahallesi
163,13585377,19 Temmuz 2023,Satılık,205 M2,21 Ve Üzeri,15,Mülk Sahibi Oturuyor,19 Temmuz 2023,Konut,170 M2,4+1,6.Kat,Merkezi (Pay Ölçer),2480000,Kayseri - Kocasinan - Yakut Mahallesi,Krediye Uygun Değil,,,Kayseri,Kocasinan,Yakut Mahallesi
164,13584868,25 Temmuz 2023,Satılık,110 M2,11-15,11,Boş,19 Temmuz 2023,Konut,90 M2,2.5+1,8.Kat,Merkezi Doğalgaz,1295000,Kayseri - Melikgazi - Kazımkarabekir Mahallesi,,,,Kayseri,Melikgazi,Kazımkarabekir Mahallesi
165,13584768,21 Temmuz 2023,Satılık,135 M2,4,10,Kiracı Oturuyor,19 Temmuz 2023,Konut,115 M2,2+1,6.Kat,Merkezi (Pay Ölçer),1275000,Kayseri - Melikgazi - Battalgazi Mahallesi,,,,Kayseri,Melikgazi,Battalgazi Mahallesi
166,13583809,18 Temmuz 2023,Satılık,185 M2,5-10,12,Mülk Sahibi Oturuyor,18 Temmuz 2023,Konut,145 M2,3+1,9.Kat,Merkezi (Pay Ölçer),1325000,Kayseri - Kocasinan - Beyazşehir Mahallesi,Krediye Uygun Değil,,,Kayseri,Kocasinan,Beyazşehir Mahallesi
167,13582713,18 Temmuz 2023,Satılık,110 M2,5-10,11,Boş,18 Temmuz 2023,Konut,90 M2,2.5+1,8.Kat,Merkezi Doğalgaz,1295000,Kayseri - Melikgazi - Kazımkarabekir Mahallesi,,,,Kayseri,Melikgazi,Kazımkarabekir Mahallesi
168,13580320,18 Temmuz 2023,Satılık,120 M2,0 (Yeni),12,Boş,18 Temmuz 2023,Konut,110 M2,2+1,5.Kat,Merkezi (Pay Ölçer),300000,Kayseri - Kocasinan - Ahi Evran Mahallesi,Bilinmiyor,,,Kayseri,Kocasinan,Ahi Evran Mahallesi
169,13580283,19 Temmuz 2023,Satılık,145 M2,11-15,10,Boş,18 Temmuz 2023,Konut,125 M2,3+1,9.Kat,Merkezi Doğalgaz,1190000,Kayseri - Melikgazi - Tınaztepe Mahallesi,,,,Kayseri,Melikgazi,Tınaztepe Mahallesi
170,13579430,29 Temmuz 2023,Satılık,165 M2,4,11,Boş,18 Temmuz 2023,Konut,130 M2,3+1,10.Kat,Merkezi Doğalgaz,1650000,Kayseri - Melikgazi - Bahçelievler Mahallesi,,,,Kayseri,Melikgazi,Bahçelievler Mahallesi
171,13579220,29 Temmuz 2023,Satılık,165 M2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,18 Temmuz 2023,Konut,135 M2,3+1,4.Kat,Merkezi Doğalgaz,1350000,Kayseri - Melikgazi - Osman Kavuncu Mahallesi,,,,Kayseri,Melikgazi,Osman Kavuncu Mahallesi
172,13578438,27 Temmuz 2023,Satılık,115 M2,5-10,2,Boş,17 Temmuz 2023,Konut,95 M2,1 Oda,Düz Giriş,Isıtma Yok,1130000,Kayseri - Melikgazi - Esenyurt Mahallesi,Bilinmiyor,,,Kayseri,Melikgazi,Esenyurt Mahallesi
173,13577883,17 Temmuz 2023,Satılık,110 M2,0 (Yeni),5,Boş,17 Temmuz 2023,Konut,90 M2,2+1,3.Kat,Merkezi (Pay Ölçer),1400000,Kayseri - Kocasinan - Oymaağaç Mahallesi,,,,Kayseri,Kocasinan,Oymaağaç Mahallesi
174,13577881,17 Temmuz 2023,Satılık,130 M2,16-20,15,Mülk Sahibi Oturuyor,17 Temmuz 2023,Konut,110 M2,3+1,14.Kat,Merkezi Doğalgaz,965000,Kayseri - Melikgazi - Şirintepe Mahallesi,,,,Kayseri,Melikgazi,Şirintepe Mahallesi
175,13577332,17 Temmuz 2023,Satılık,180 M2,5-10,8,Kiracı Oturuyor,17 Temmuz 2023,Konut,150 M2,3+1,1.Kat,Merkezi Doğalgaz,1550000,Kayseri - Kocasinan - Sancaktepe Mahallesi,,,,Kayseri,Kocasinan,Sancaktepe Mahallesi
176,13576731,17 Temmuz 2023,Satılık,550 M2,11-15,3,Boş,17 Temmuz 2023,Konut,500 M2,7+1,Villa Tipi,Kombi Doğalgaz,22750000,Kayseri - Melikgazi - Erenköy Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Erenköy Mahallesi
177,13575626,17 Temmuz 2023,Satılık,190 M2,5-10,12,Mülk Sahibi Oturuyor,17 Temmuz 2023,Konut,180 M2,3+1,11.Kat,Merkezi (Pay Ölçer),1550000,Kayseri - Melikgazi - Bahçelievler Mahallesi,,,,Kayseri,Melikgazi,Bahçelievler Mahallesi
178,13575220,17 Temmuz 2023,Satılık,330 M2,0 (Yeni),3,Boş,17 Temmuz 2023,Konut,270 M2,6+2,Bahçe Dublex,Yerden Isıtma,15500000,Kayseri - Melikgazi - Erenköy Mahallesi,,,,Kayseri,Melikgazi,Erenköy Mahallesi
179,13574378,17 Temmuz 2023,Satılık,175 M2,0 (Yeni),12,Boş,17 Temmuz 2023,Konut,135 M2,3+1,5.Kat,Merkezi Doğalgaz,1850000,Kayseri - Melikgazi - Mimarsinan Mahallesi,,,,Kayseri,Melikgazi,Mimarsinan Mahallesi
180,13573938,17 Temmuz 2023,Satılık,130 M2,21 Ve Üzeri,7,Kiracı Oturuyor,17 Temmuz 2023,Konut,100 M2,3+1,Yüksek Giriş,Kombi Doğalgaz,780000,Kayseri - Melikgazi - Tınaztepe Mahallesi,,,,Kayseri,Melikgazi,Tınaztepe Mahallesi
181,13571507,16 Temmuz 2023,Satılık,110 M2,0 (Yeni),9,Boş,16 Temmuz 2023,Konut,85 M2,2+1,4.Kat,Merkezi Doğalgaz,295000,Kayseri - Kocasinan - Ahi Evran Mahallesi,,,,Kayseri,Kocasinan,Ahi Evran Mahallesi
182,13570896,27 Temmuz 2023,Satılık,180 M2,0 (Yeni),14,Boş,16 Temmuz 2023,Konut,165 M2,3+1,11.Kat,Merkezi Doğalgaz,1850000,Kayseri - Melikgazi - Tınaztepe Mahallesi,,,,Kayseri,Melikgazi,Tınaztepe Mahallesi
183,13570748,16 Temmuz 2023,Satılık,100 M2,0 (Yeni),9,Boş,16 Temmuz 2023,Konut,80 M2,2+1,4.Kat,Kombi Doğalgaz,1345000,Kayseri - Kocasinan - Şeker Mahallesi,,,,Kayseri,Kocasinan,Şeker Mahallesi
184,13570667,15 Temmuz 2023,Satılık,95 M2,11-15,9,Boş,15 Temmuz 2023,Konut,75 M2,1+1,8.Kat,Kombi Doğalgaz,825000,Kayseri - Melikgazi - Selçuklu Mahallesi,,,,Kayseri,Melikgazi,Selçuklu Mahallesi
185,13570621,27 Temmuz 2023,Satılık,155 M2,5-10,10,Kiracı Oturuyor,15 Temmuz 2023,Konut,145 M2,3+1,3.Kat,Merkezi Doğalgaz,1800000,Kayseri - Melikgazi - Anbar Mahallesi,,,,Kayseri,Melikgazi,Anbar Mahallesi
186,13567861,15 Temmuz 2023,Satılık,165 M2,5-10,10,Mülk Sahibi Oturuyor,15 Temmuz 2023,Konut,125 M2,3+1,4.Kat,Merkezi Doğalgaz,1580000,Kayseri - Kocasinan - Ahi Evran Mahallesi,,,,Kayseri,Kocasinan,Ahi Evran Mahallesi
187,13567710,28 Temmuz 2023,Satılık,350 M2,5-10,1,Boş,15 Temmuz 2023,Konut,60 M2,1.5+1,Villa Tipi,Güneş Enerjisi,2250000,Kayseri - Melikgazi - Becen Mahallesi,,,,Kayseri,Melikgazi,Becen Mahallesi
188,13567491,29 Temmuz 2023,Satılık,160 M2,0 (Yeni),6,Boş,15 Temmuz 2023,Konut,115 M2,3+1,1.Kat,Kombi Doğalgaz,1700000,Kayseri - Melikgazi - Hürriyet Mahallesi,,,,Kayseri,Melikgazi,Hürriyet Mahallesi
189,13566201,17 Temmuz 2023,Satılık,380 M2,3,2,Mülk Sahibi Oturuyor,15 Temmuz 2023,Konut,320 M2,6+1,Düz Giriş,Kombi Doğalgaz,13750000,Kayseri - Melikgazi - Becen Mahallesi,,,,Kayseri,Melikgazi,Becen Mahallesi
190,13565625,28 Temmuz 2023,Satılık,210 M2,16-20,10,Mülk Sahibi Oturuyor,14 Temmuz 2023,Konut,170 M2,3+1,2.Kat,Merkezi (Pay Ölçer),3050000,Kayseri - Melikgazi - Alpaslan Mahallesi,,,,Kayseri,Melikgazi,Alpaslan Mahallesi
191,13565622,29 Temmuz 2023,Satılık,120 M2,5-10,14,Kiracı Oturuyor,14 Temmuz 2023,Konut,100 M2,2+1,11.Kat,Merkezi Doğalgaz,1470000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,,,,Kayseri,Melikgazi,Yeşilyurt Mahallesi
192,13564048,14 Temmuz 2023,Satılık,175 M2,5-10,11,Mülk Sahibi Oturuyor,14 Temmuz 2023,Konut,150 M2,3+1,6.Kat,Merkezi (Pay Ölçer),1530000,Kayseri - Melikgazi - Demokrasi Mahallesi,Bilinmiyor,,,Kayseri,Melikgazi,Demokrasi Mahallesi
193,13563764,24 Temmuz 2023,Satılık,175 M2,5-10,12,Mülk Sahibi Oturuyor,14 Temmuz 2023,Konut,150 M2,3+1,9.Kat,Merkezi Doğalgaz,3500000,Kayseri - Melikgazi - Köşk Mahallesi,,,,Kayseri,Melikgazi,Köşk Mahallesi
194,13563253,14 Temmuz 2023,Satılık,100 M2,16-20,8,Kiracı Oturuyor,14 Temmuz 2023,Konut,80 M2,3+1,2.Kat,Merkezi (Pay Ölçer),910000,Kayseri - Melikgazi - Anafartalar Mahallesi,Bilinmiyor,,,Kayseri,Melikgazi,Anafartalar Mahallesi
195,13563081,14 Temmuz 2023,Satılık,125 M2,16-20,15,Kiracı Oturuyor,14 Temmuz 2023,Konut,100 M2,3+1,5.Kat,Merkezi (Pay Ölçer),920000,Kayseri - Melikgazi - Şirintepe Mahallesi,Bilinmiyor,,,Kayseri,Melikgazi,Şirintepe Mahallesi
196,13561560,24 Temmuz 2023,Satılık,165 M2,21 Ve Üzeri,2,Mülk Sahibi Oturuyor,14 Temmuz 2023,Konut,150 M2,3+1,Bahçe Katı,Sobalı,1725000,Kayseri - Kocasinan - Saraycık Mahallesi,Krediye Uygun Değil,,,Kayseri,Kocasinan,Saraycık Mahallesi
197,13561470,17 Temmuz 2023,Satılık,165 M2,4,12,Mülk Sahibi Oturuyor,14 Temmuz 2023,Konut,135 M2,3+1,5.Kat,Merkezi Doğalgaz,1650000,Kayseri - Kocasinan - Erkilet Mahallesi,,,,Kayseri,Kocasinan,Erkilet Mahallesi
198,13561352,14 Temmuz 2023,Satılık,645 M2,21 Ve Üzeri,1,Boş,14 Temmuz 2023,Konut,640 M2,1+1,Düz Giriş,Sobalı,945000,Kayseri - Kocasinan - Saraycık Mahallesi,Krediye Uygun Değil,,,Kayseri,Kocasinan,Saraycık Mahallesi
199,13561343,14 Temmuz 2023,Satılık,165 M2,2,6,Mülk Sahibi Oturuyor,14 Temmuz 2023,Konut,135 M2,3+1,6.Kat,Merkezi (Pay Ölçer),1600000,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,,,,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
200,13561223,17 Temmuz 2023,Satılık,285 M2,3,3,Mülk Sahibi Oturuyor,14 Temmuz 2023,Konut,200 M2,9+ Oda,3.Kat,Kombi Doğalgaz,15000000,Kayseri - Melikgazi - Erenköy Mahallesi,,,,Kayseri,Melikgazi,Erenköy Mahallesi
201,13561152,14 Temmuz 2023,Satılık,240 M2,0 (Yeni),3,Boş,14 Temmuz 2023,Konut,185 M2,5+1,Müstakil.Kat,Kombi Doğalgaz,6500000,Kayseri - Melikgazi - Eğribucak Mahallesi,,,,Kayseri,Melikgazi,Eğribucak Mahallesi
202,13560572,14 Temmuz 2023,Satılık,175 M2,0 (Yeni),9,Boş,14 Temmuz 2023,Konut,145 M2,3+1,2.Kat,Merkezi (Pay Ölçer),2550000,Kayseri - Melikgazi - Altınoluk Mahallesi,,,,Kayseri,Melikgazi,Altınoluk Mahallesi
203,13559948,18 Temmuz 2023,Satılık,150 M2,5-10,9,Kiracı Oturuyor,13 Temmuz 2023,Konut,130 M2,3+1,8.Kat,Merkezi Doğalgaz,1350000,Kayseri - Kocasinan - Ahi Evran Mahallesi,,,,Kayseri,Kocasinan,Ahi Evran Mahallesi
204,13559570,19 Temmuz 2023,Satılık,230 M2,3,4,Boş,13 Temmuz 2023,Konut,200 M2,4+1,4.Kat,Merkezi (Pay Ölçer),2350000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Yeşilyurt Mahallesi
