Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Türü,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,House Price,House Location,Şehir,İlçe,Mahalle
175 M2,0 (Yeni),12,Boş,Konut,135 M2,3+1,1.Kat,Merkezi (Pay Ölçer),1595000,Kayseri - Melikgazi - Fatih Mahallesi,Kayseri,Melikgazi,Fatih Mahallesi
170 M2,5-10,12,Mülk Sahibi Oturuyor,Konut,160 M2,3+1,7.Kat,Merkezi (Pay Ölçer),1575000,Kayseri - Kocasinan - Beyazşehir Mahallesi,Kayseri,Kocasinan,Beyazşehir Mahallesi
140 M2,11-15,9,Boş,Konut,115 M2,3+1,7.Kat,Merkezi (Pay Ölçer),1350000,Kayseri - Melikgazi - Esentepe Mahallesi,Kayseri,Melikgazi,Esentepe Mahallesi
238 M2,16-20,1,Boş,Konut,237 M2,3+1,Düz Giriş,Sobalı,870000,Kayseri - Melikgazi - Kazımkarabekir Mahallesi,Kayseri,Melikgazi,Kazımkarabekir Mahallesi
165 M2,0 (Yeni),12,Boş,Konut,138 M2,3+1,6.Kat,Merkezi (Pay Ölçer),2080000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Kayseri,Melikgazi,Gesi Fatih Mahallesi
160 M2,21 Ve Üzeri,11,Boş,Konut,130 M2,3+1,10.Kat,Merkezi Doğalgaz,1800000,Kayseri - Melikgazi - Osman Kavuncu Mahallesi,Kayseri,Melikgazi,Osman Kavuncu Mahallesi
140 M2,21 Ve Üzeri,6,Mülk Sahibi Oturuyor,Konut,110 M2,3+1,Düz Giriş,Merkezi (Pay Ölçer),970000,Kayseri - Kocasinan - Mevlana Mahallesi,Kayseri,Kocasinan,Mevlana Mahallesi
280 M2,4,14,Kiracı Oturuyor,Konut,210 M2,4+1,13.Kat,Merkezi (Pay Ölçer),7000000,Kayseri - Kocasinan - Erciyesevler Mahallesi,Kayseri,Kocasinan,Erciyesevler Mahallesi
175 M2,11-15,8,Kiracı Oturuyor,Konut,150 M2,3+1,3.Kat,Kombi Doğalgaz,1588000,Kayseri - Kocasinan - Kocasinan Mahallesi,Kayseri,Kocasinan,Kocasinan Mahallesi
175 M2,16-20,4,Mülk Sahibi Oturuyor,Konut,155 M2,3+1,1.Kat,Kombi Doğalgaz,1320000,Kayseri - Melikgazi - Keykubat Mahallesi,Kayseri,Melikgazi,Keykubat Mahallesi
190 M2,3,14,Kiracı Oturuyor,Konut,160 M2,3+1,5.Kat,Merkezi (Pay Ölçer),330000000,Kayseri - Kocasinan - Uğurevler Mahallesi,Kayseri,Kocasinan,Uğurevler Mahallesi
165 M2,5-10,12,Mülk Sahibi Oturuyor,Konut,125 M2,3+1,2.Kat,Merkezi Doğalgaz,1900000,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
145 M2,16-20,8,Mülk Sahibi Oturuyor,Konut,135 M2,2+1,5.Kat,Kombi Doğalgaz,1250000,Kayseri - Kocasinan - Mimarsinan Mahallesi,Kayseri,Kocasinan,Mimarsinan Mahallesi
304 M2,16-20,1,Kiracı Oturuyor,Konut,85 M2,2+1,Bahçe Katı,Sobalı,1450000,Kayseri - Melikgazi - Fatih Mahallesi,Kayseri,Melikgazi,Fatih Mahallesi
120 M2,0 (Yeni),13,Boş,Konut,100 M2,2+1,1.Kat,Merkezi Doğalgaz,1400000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Kayseri,Melikgazi,Gesi Fatih Mahallesi
150 M2,5-10,14,Boş,Konut,110 M2,3+1,5.Kat,Kombi Doğalgaz,1500000,Kayseri - Melikgazi - Şirintepe Mahallesi,Kayseri,Melikgazi,Şirintepe Mahallesi
175 M2,11-15,14,Boş,Konut,130 M2,3+1,13.Kat,Merkezi Doğalgaz,2150000,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
165 M2,0 (Yeni),12,Boş,Konut,130 M2,3+0,5.Kat,Merkezi (Pay Ölçer),1550000,Kayseri - Kocasinan - Şeker Mahallesi,Kayseri,Kocasinan,Şeker Mahallesi
175 M2,16-20,8,Boş,Konut,155 M2,3+1,3.Kat,Kombi Doğalgaz,1499000,Kayseri - Melikgazi - Esenyurt Mahallesi,Kayseri,Melikgazi,Esenyurt Mahallesi
200 M2,11-15,14,Boş,Konut,160 M2,3+1,12.Kat,Merkezi (Pay Ölçer),3225000,Kayseri - Melikgazi - Köşk Mahallesi,Kayseri,Melikgazi,Köşk Mahallesi
135 M2,21 Ve Üzeri,7,Kiracı Oturuyor,Konut,110 M2,2+1,Düz Giriş,Merkezi (Pay Ölçer),820000,Kayseri - Kocasinan - Fevzi Çakmak Mahallesi,Kayseri,Kocasinan,Fevzi Çakmak Mahallesi
982 M2,16-20,2,Kiracı Oturuyor,Konut,981 M2,5+1,Düz Giriş,Sobalı,1700000,Kayseri - Melikgazi - Gürpınar Mahallesi,Kayseri,Melikgazi,Gürpınar Mahallesi
140 M2,21 Ve Üzeri,2,Boş,Konut,120 M2,4+0,Düz Giriş,Sobalı,220000,Kayseri - Melikgazi - Gürpınar Mahallesi,Kayseri,Melikgazi,Gürpınar Mahallesi
150 M2,21 Ve Üzeri,5,Kiracı Oturuyor,Konut,140 M2,3+1,Düz Giriş,Kombi Doğalgaz,1050000,Kayseri - Kocasinan - Yeni Mahallesi,Kayseri,Kocasinan,Yeni Mahallesi
96 M2,1,13,Kiracı Oturuyor,Konut,73 M2,2+1,6.Kat,Merkezi (Pay Ölçer),1550000,Kayseri - Kocasinan - Şeker Mahallesi,Kayseri,Kocasinan,Şeker Mahallesi
180 M2,16-20,2,Boş,Konut,140 M2,3+1,Düz Giriş,Kat Kaloriferi,2850000,Kayseri - Kocasinan - Boztepe Mahallesi,Kayseri,Kocasinan,Boztepe Mahallesi
150 M2,11-15,6,Boş,Konut,112 M2,3+1,3.Kat,Merkezi Doğalgaz,1200000,Kayseri - Melikgazi - Demokrasi Mahallesi,Kayseri,Melikgazi,Demokrasi Mahallesi
165 M2,0 (Yeni),14,Boş,Konut,125 M2,3+1,6.Kat,Merkezi Doğalgaz,403000,Kayseri - Kocasinan - Ahi Evran Mahallesi,Kayseri,Kocasinan,Ahi Evran Mahallesi
175 M2,0 (Yeni),10,Boş,Konut,150 M2,3+1,5.Kat,Merkezi (Pay Ölçer),1875000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Kayseri,Melikgazi,Gesi Fatih Mahallesi
175 M2,0 (Yeni),8,Boş,Konut,135 M2,3+1,3.Kat,Kombi Doğalgaz,1590000,Kayseri - Melikgazi - Şirintepe Mahallesi,Kayseri,Melikgazi,Şirintepe Mahallesi
165 M2,5-10,7,Boş,Konut,125 M2,3+1,7.Kat,Kombi Doğalgaz,1280000,Kayseri - Melikgazi - Bahçelievler Mahallesi,Kayseri,Melikgazi,Bahçelievler Mahallesi
165 M2,0 (Yeni),7,Boş,Konut,125 M2,3+1,3.Kat,Merkezi (Pay Ölçer),1565000,Kayseri - Kocasinan - Osmangazi Mahallesi,Kayseri,Kocasinan,Osmangazi Mahallesi
180 M2,4,13,Boş,Konut,130 M2,3+1,7.Kat,Merkezi (Pay Ölçer),1770000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Kayseri,Melikgazi,Gesi Fatih Mahallesi
165 M2,16-20,4,Kiracı Oturuyor,Konut,130 M2,3+1,Çatı Katı,Kombi Doğalgaz,1550000,Kayseri - Kocasinan - Zümrüt Mahallesi,Kayseri,Kocasinan,Zümrüt Mahallesi
220 M2,5-10,14,Kiracı Oturuyor,Konut,200 M2,4+1,4.Kat,Merkezi (Pay Ölçer),2485000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Kayseri,Melikgazi,Yeşilyurt Mahallesi
210 M2,0 (Yeni),13,Boş,Konut,190 M2,4+1,4.Kat,Merkezi (Pay Ölçer),3940000,Kayseri - Kocasinan - Yakut Mahallesi,Kayseri,Kocasinan,Yakut Mahallesi
175 M2,0 (Yeni),12,Boş,Konut,150 M2,3+1,1.Kat,Merkezi Doğalgaz,1275000,Kayseri - Melikgazi - 19 Mayıs Mahallesi,Kayseri,Melikgazi,19 Mayıs Mahallesi
170 M2,0 (Yeni),14,Boş,Konut,120 M2,3+1,7.Kat,Merkezi (Pay Ölçer),1750000,Kayseri - Kocasinan - Ziyagökalp Mahallesi,Kayseri,Kocasinan,Ziyagökalp Mahallesi
175 M2,0 (Yeni),6,Boş,Konut,150 M2,3+1,5.Kat,Kombi Doğalgaz,1350000,Kayseri - Melikgazi - Şirintepe Mahallesi,Kayseri,Melikgazi,Şirintepe Mahallesi
265 M2,5-10,12,Boş,Konut,240 M2,4+1,6.Kat,Merkezi (Pay Ölçer),4575000,Kayseri - Kocasinan - Mimarsinan Mahallesi,Kayseri,Kocasinan,Mimarsinan Mahallesi
145 M2,2,4,Boş,Konut,125 M2,3+1,Düz Giriş,Merkezi (Pay Ölçer),1450000,Kayseri - Kocasinan - Oruçreis Mahallesi,Kayseri,Kocasinan,Oruçreis Mahallesi
120 M2,21 Ve Üzeri,2,Mülk Sahibi Oturuyor,Konut,100 M2,3+1,Bahçe Katı,Kombi Doğalgaz,1630000,Kayseri - Kocasinan - Yenişehir Mahallesi,Kayseri,Kocasinan,Yenişehir Mahallesi
120 M2,0 (Yeni),8,Boş,Konut,103 M2,2.5+1,7.Kat,Merkezi (Pay Ölçer),1775000,Kayseri - Melikgazi - Battalgazi Mahallesi,Kayseri,Melikgazi,Battalgazi Mahallesi
165 M2,5-10,12,Boş,Konut,155 M2,3+1,12.Kat,Merkezi Doğalgaz,1730000,Kayseri - Melikgazi - Esentepe Mahallesi,Kayseri,Melikgazi,Esentepe Mahallesi
180 M2,11-15,14,Kiracı Oturuyor,Konut,140 M2,3+1,2.Kat,Merkezi Fueloil,2800000,Kayseri - Melikgazi - Gültepe Mahallesi,Kayseri,Melikgazi,Gültepe Mahallesi
165 M2,4,9,Boş,Konut,145 M2,3+1,8.Kat,Merkezi (Pay Ölçer),1799000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Kayseri,Melikgazi,Gesi Fatih Mahallesi
260 M2,16-20,14,Boş,Konut,230 M2,4+1,12.Kat,Merkezi Fueloil,3985000,Kayseri - Melikgazi - Alpaslan Mahallesi,Kayseri,Melikgazi,Alpaslan Mahallesi
117 M2,0 (Yeni),9,Boş,Konut,94 M2,2+1,2.Kat,Merkezi Doğalgaz,287000,Kayseri - Kocasinan - Ahi Evran Mahallesi,Kayseri,Kocasinan,Ahi Evran Mahallesi
200 M2,3,17,Boş,Konut,170 M2,4+1,17.Kat,Merkezi Doğalgaz,2595000,Kayseri - Kocasinan - Sahabiye Mahallesi,Kayseri,Kocasinan,Sahabiye Mahallesi
100 M2,0 (Yeni),8,Boş,Konut,87 M2,2+1,4.Kat,Merkezi (Pay Ölçer),290000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Kayseri,Melikgazi,Yeşilyurt Mahallesi
135 M2,0 (Yeni),12,Boş,Konut,120 M2,4+1,1.Kat,Merkezi Doğalgaz,622000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Kayseri,Melikgazi,Yeşilyurt Mahallesi
145 M2,21 Ve Üzeri,7,Boş,Konut,135 M2,3+1,7.Kat,Merkezi Doğalgaz,1225000,Kayseri - Melikgazi - Kılıçaslan Mahallesi,Kayseri,Melikgazi,Kılıçaslan Mahallesi
185 M2,0 (Yeni),14,Boş,Konut,138 M2,3+1,4.Kat,Merkezi Doğalgaz,2349000,Kayseri - Kocasinan - Saray Bosna Mahallesi,Kayseri,Kocasinan,Saray Bosna Mahallesi
170 M2,0 (Yeni),11,Boş,Konut,130 M2,3+1,4.Kat,Merkezi (Pay Ölçer),2249000,Kayseri - Kocasinan - Zümrüt Mahallesi,Kayseri,Kocasinan,Zümrüt Mahallesi
175 M2,0 (Yeni),10,Boş,Konut,132 M2,3+1,5.Kat,Merkezi (Pay Ölçer),1799000,Kayseri - Melikgazi - Anbar Mahallesi,Kayseri,Melikgazi,Anbar Mahallesi
100 M2,16-20,4,Kiracı Oturuyor,Konut,85 M2,2+1,4.Kat,Kombi Doğalgaz,900000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Kayseri,Melikgazi,Gesi Fatih Mahallesi
155 M2,0 (Yeni),14,Boş,Konut,120 M2,3+1,5.Kat,Merkezi Doğalgaz,395000,Kayseri - Kocasinan - Cırgalan Mahallesi,Kayseri,Kocasinan,Cırgalan Mahallesi
165 M2,1,7,Boş,Konut,135 M2,3+1,3.Kat,Merkezi (Pay Ölçer),1595000,Kayseri - Kocasinan - Osmangazi Mahallesi,Kayseri,Kocasinan,Osmangazi Mahallesi
185 M2,0 (Yeni),12,Boş,Konut,132 M2,3+1,5.Kat,Merkezi (Pay Ölçer),1900000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Kayseri,Melikgazi,Yeşilyurt Mahallesi
185 M2,1,14,Boş,Konut,145 M2,3+1,9.Kat,Merkezi (Pay Ölçer),2300000,Kayseri - Kocasinan - Beyazşehir Mahallesi,Kayseri,Kocasinan,Beyazşehir Mahallesi
185 M2,0 (Yeni),7,Boş,Konut,145 M2,3.5+1,6.Kat,Merkezi (Pay Ölçer),3500000,Kayseri - Melikgazi - Germir Mahallesi,Kayseri,Melikgazi,Germir Mahallesi
220 M2,5-10,10,Mülk Sahibi Oturuyor,Konut,185 M2,4+1,9.Kat,Merkezi (Pay Ölçer),5200000,Kayseri - Melikgazi - Köşk Mahallesi,Kayseri,Melikgazi,Köşk Mahallesi
90 M2,3,16,Boş,Konut,80 M2,2+1,1.Kat,Merkezi (Pay Ölçer),1680000,Kayseri - Kocasinan - Sahabiye Mahallesi,Kayseri,Kocasinan,Sahabiye Mahallesi
80 M2,2,3,Kiracı Oturuyor,Konut,55 M2,1+1,2.Kat,Kombi Doğalgaz,1170000,Kayseri - Kocasinan - Şeker Mahallesi,Kayseri,Kocasinan,Şeker Mahallesi
160 M2,11-15,5,Mülk Sahibi Oturuyor,Konut,120 M2,3+1,5.Kat,Kombi Doğalgaz,1650000,Kayseri - Kocasinan - General Emir Mahallesi,Kayseri,Kocasinan,General Emir Mahallesi
160 M2,5-10,10,Kiracı Oturuyor,Konut,145 M2,3+1,8.Kat,Merkezi Doğalgaz,2850000,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
155 M2,16-20,12,Kiracı Oturuyor,Konut,130 M2,3+1,7.Kat,Merkezi Doğalgaz,1195000,Kayseri - Kocasinan - Beyazşehir Mahallesi,Kayseri,Kocasinan,Beyazşehir Mahallesi
110 M2,0 (Yeni),4,Boş,Konut,85 M2,2.5+1,Düz Giriş,Kombi Doğalgaz,1600000,Kayseri - Kocasinan - Yeni Mahallesi,Kayseri,Kocasinan,Yeni Mahallesi
120 M2,0 (Yeni),7,Boş,Konut,100 M2,3+0,1.Kat,Kombi Doğalgaz,1445000,Kayseri - Kocasinan - Şeker Mahallesi,Kayseri,Kocasinan,Şeker Mahallesi
600 M2,0 (Yeni),2,Boş,Konut,220 M2,4+1,Bahçe Dublex,Kombi Doğalgaz,6500000,Kayseri - Melikgazi - Gesi Mahallesi,Kayseri,Melikgazi,Gesi Mahallesi
155 M2,16-20,14,Kiracı Oturuyor,Konut,130 M2,3+1,6.Kat,Merkezi (Pay Ölçer),1265000,Kayseri - Kocasinan - Beyazşehir Mahallesi,Kayseri,Kocasinan,Beyazşehir Mahallesi
175 M2,0 (Yeni),14,Boş,Konut,135 M2,3+1,7.Kat,Merkezi (Pay Ölçer),1900000,Kayseri - Kocasinan - Beyazşehir Mahallesi,Kayseri,Kocasinan,Beyazşehir Mahallesi
165 M2,11-15,14,Kiracı Oturuyor,Konut,135 M2,3+1,5.Kat,Merkezi (Pay Ölçer),1455000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Kayseri,Melikgazi,Gesi Fatih Mahallesi
155 M2,0 (Yeni),14,Boş,Konut,120 M2,2+1,5.Kat,Merkezi Doğalgaz,265000,Kayseri - Melikgazi - Tavlusun Mahallesi,Kayseri,Melikgazi,Tavlusun Mahallesi
132 M2,16-20,2,Boş,Konut,100 M2,2.5+1,2.Kat,Sobalı,1650000,Kayseri - Kocasinan - Argıncık Mahallesi,Kayseri,Kocasinan,Argıncık Mahallesi
130 M2,21 Ve Üzeri,3,Boş,Konut,110 M2,2+1,Düz Giriş,Sobalı,830000,Kayseri - Kocasinan - Kayabaşı Mahallesi,Kayseri,Kocasinan,Kayabaşı Mahallesi
110 M2,5-10,9,Mülk Sahibi Oturuyor,Konut,75 M2,1+1,6.Kat,Kombi Doğalgaz,755000,Kayseri - Melikgazi - Selçuklu Mahallesi,Kayseri,Melikgazi,Selçuklu Mahallesi
135 M2,11-15,11,Boş,Konut,120 M2,3+1,4.Kat,Merkezi Doğalgaz,1570000,Kayseri - Kocasinan - Turgut Reis Mahallesi,Kayseri,Kocasinan,Turgut Reis Mahallesi
165 M2,11-15,14,Mülk Sahibi Oturuyor,Konut,135 M2,3+1,7.Kat,Kombi Doğalgaz,1550000,Kayseri - Kocasinan - Mithatpaşa Mahallesi,Kayseri,Kocasinan,Mithatpaşa Mahallesi
250 M2,11-15,14,Kiracı Oturuyor,Konut,210 M2,4+1,3.Kat,Merkezi Doğalgaz,3440000,Kayseri - Melikgazi - Alpaslan Mahallesi,Kayseri,Melikgazi,Alpaslan Mahallesi
145 M2,5-10,14,Mülk Sahibi Oturuyor,Konut,125 M2,3+1,10.Kat,Merkezi (Pay Ölçer),1550000,Kayseri - Melikgazi - Bahçelievler Mahallesi,Kayseri,Melikgazi,Bahçelievler Mahallesi
132 M2,16-20,15,Mülk Sahibi Oturuyor,Konut,120 M2,3+1,15.Kat,Merkezi Doğalgaz,770000,Kayseri - Melikgazi - Şirintepe Mahallesi,Kayseri,Melikgazi,Şirintepe Mahallesi
155 M2,21 Ve Üzeri,8,Boş,Konut,140 M2,3+1,2.Kat,Merkezi Doğalgaz,1590000,Kayseri - Kocasinan - Fevzi Çakmak Mahallesi,Kayseri,Kocasinan,Fevzi Çakmak Mahallesi
155 M2,11-15,14,Boş,Konut,135 M2,3+1,13.Kat,Merkezi (Pay Ölçer),1465000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Kayseri,Melikgazi,Gesi Fatih Mahallesi
155 M2,11-15,13,Kiracı Oturuyor,Konut,130 M2,3+1,Yüksek Giriş,Merkezi Doğalgaz,1525000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Kayseri,Melikgazi,Gesi Fatih Mahallesi
165 M2,16-20,9,Kiracı Oturuyor,Konut,135 M2,3+1,9.Kat,Merkezi (Pay Ölçer),1375000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Kayseri,Melikgazi,Gesi Fatih Mahallesi
175 M2,5-10,13,Boş,Konut,165 M2,3+1,10.Kat,Merkezi (Pay Ölçer),1565000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Kayseri,Melikgazi,Gesi Fatih Mahallesi
145 M2,11-15,9,Mülk Sahibi Oturuyor,Konut,120 M2,3+1,9.Kat,Merkezi Doğalgaz,1375000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Kayseri,Melikgazi,Gesi Fatih Mahallesi
175 M2,11-15,14,Kiracı Oturuyor,Konut,140 M2,3+1,10.Kat,Merkezi (Pay Ölçer),1550000,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
165 M2,4,12,Boş,Konut,145 M2,3+1,12.Kat,Merkezi (Pay Ölçer),1620000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Kayseri,Melikgazi,Gesi Fatih Mahallesi
150 M2,4,8,Mülk Sahibi Oturuyor,Konut,130 M2,3+1,2.Kat,Merkezi (Pay Ölçer),1300000,Kayseri - Kocasinan - Barbaros Mahallesi,Kayseri,Kocasinan,Barbaros Mahallesi
215 M2,0 (Yeni),14,Boş,Konut,155 M2,4+1,14.Kat,Merkezi (Pay Ölçer),3700000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Kayseri,Melikgazi,Gesi Fatih Mahallesi
155 M2,5-10,9,Mülk Sahibi Oturuyor,Konut,130 M2,3+1,4.Kat,Kombi Doğalgaz,1650000,Kayseri - Kocasinan - Ahi Evran Mahallesi,Kayseri,Kocasinan,Ahi Evran Mahallesi
115 M2,0 (Yeni),5,Boş,Konut,100 M2,3+1,Kot 2 (-2).Kat,Merkezi (Pay Ölçer),1550000,Kayseri - Melikgazi - Tavlusun Mahallesi,Kayseri,Melikgazi,Tavlusun Mahallesi
150 M2,11-15,9,Kiracı Oturuyor,Konut,135 M2,3+1,7.Kat,Merkezi Doğalgaz,1350000,Kayseri - Kocasinan - Osmangazi Mahallesi,Kayseri,Kocasinan,Osmangazi Mahallesi
175 M2,0 (Yeni),12,Boş,Konut,145 M2,3+1,5.Kat,Merkezi (Pay Ölçer),1850000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Kayseri,Melikgazi,Yeşilyurt Mahallesi
130 M2,0 (Yeni),10,Boş,Konut,100 M2,3+0,4.Kat,Merkezi (Pay Ölçer),1700000,Kayseri - Kocasinan - Beyazşehir Mahallesi,Kayseri,Kocasinan,Beyazşehir Mahallesi
130 M2,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,Konut,120 M2,2+1,2.Kat,Kombi Doğalgaz,1200000,Kayseri - Kocasinan - Sahabiye Mahallesi,Kayseri,Kocasinan,Sahabiye Mahallesi
175 M2,2,14,Mülk Sahibi Oturuyor,Konut,135 M2,3+1,8.Kat,Merkezi (Pay Ölçer),2075000,Kayseri - Melikgazi - Bahçelievler Mahallesi,Kayseri,Melikgazi,Bahçelievler Mahallesi
120 M2,21 Ve Üzeri,3,Kiracı Oturuyor,Konut,100 M2,2+1,1.Kat,Kombi Doğalgaz,1250000,Kayseri - Melikgazi - Aydınlıkevler Mahallesi,Kayseri,Melikgazi,Aydınlıkevler Mahallesi
175 M2,0 (Yeni),12,Boş,Konut,135 M2,3+1,6.Kat,Merkezi (Pay Ölçer),1850000,Kayseri - Melikgazi - Tavlusun Mahallesi,Kayseri,Melikgazi,Tavlusun Mahallesi
185 M2,0 (Yeni),14,Boş,Konut,138 M2,3.5+1,3.Kat,Merkezi Doğalgaz,2349000,Kayseri - Kocasinan - Zümrüt Mahallesi,Kayseri,Kocasinan,Zümrüt Mahallesi
170 M2,0 (Yeni),11,Boş,Konut,130 M2,3+1,4.Kat,Merkezi Doğalgaz,2249000,Kayseri - Kocasinan - Zümrüt Mahallesi,Kayseri,Kocasinan,Zümrüt Mahallesi
165 M2,5-10,14,Boş,Konut,145 M2,3+1,13.Kat,Merkezi Doğalgaz,1485000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Kayseri,Melikgazi,Gesi Fatih Mahallesi
175 M2,5-10,12,Kiracı Oturuyor,Konut,140 M2,3+1,4.Kat,Merkezi (Pay Ölçer),1650000,Kayseri - Kocasinan - Mithatpaşa Mahallesi,Kayseri,Kocasinan,Mithatpaşa Mahallesi
175 M2,0 (Yeni),5,Kiracı Oturuyor,Konut,140 M2,3+1,1.Kat,Merkezi Doğalgaz,1960000,Kayseri - Melikgazi - Şirintepe Mahallesi,Kayseri,Melikgazi,Şirintepe Mahallesi
265 M2,5-10,14,Boş,Konut,230 M2,4+1,8.Kat,Merkezi (Pay Ölçer),7850000,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
85 M2,0 (Yeni),9,Boş,Konut,70 M2,2+1,Yüksek Giriş,Merkezi (Pay Ölçer),1090000,Kayseri - Kocasinan - Şeker Mahallesi,Kayseri,Kocasinan,Şeker Mahallesi
175 M2,21 Ve Üzeri,2,Mülk Sahibi Oturuyor,Konut,165 M2,3+1,1.Kat,Kombi Doğalgaz,1250000,Kayseri - Melikgazi - Osman Kavuncu Mahallesi,Kayseri,Melikgazi,Osman Kavuncu Mahallesi
130 M2,5-10,14,Kiracı Oturuyor,Konut,100 M2,2+1,11.Kat,Merkezi Doğalgaz,1465000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Kayseri,Melikgazi,Yeşilyurt Mahallesi
75 M2,5-10,3,Kiracı Oturuyor,Konut,65 M2,2+1,3.Kat,Merkezi (Pay Ölçer),760000,Kayseri - Melikgazi - Demokrasi Mahallesi,Kayseri,Melikgazi,Demokrasi Mahallesi
175 M2,5-10,11,Mülk Sahibi Oturuyor,Konut,155 M2,3+1,6.Kat,Merkezi Doğalgaz,1485000,Kayseri - Melikgazi - Gökkent Mahallesi,Kayseri,Melikgazi,Gökkent Mahallesi
300 M2,21 Ve Üzeri,2,Boş,Konut,250 M2,3+1,Düz Giriş,Sobalı,2695000,Kayseri - Melikgazi - Kıranardı Mahallesi,Kayseri,Melikgazi,Kıranardı Mahallesi
165 M2,11-15,8,Mülk Sahibi Oturuyor,Konut,135 M2,3+1,5.Kat,Kombi Doğalgaz,1575000,Kayseri - Melikgazi - Demokrasi Mahallesi,Kayseri,Melikgazi,Demokrasi Mahallesi
155 M2,5-10,7,Boş,Konut,130 M2,3+1,6.Kat,Merkezi Doğalgaz,1550000,Kayseri - Melikgazi - Keykubat Mahallesi,Kayseri,Melikgazi,Keykubat Mahallesi
170 M2,0 (Yeni),11,Boş,Konut,130 M2,3+1,2.Kat,Merkezi Doğalgaz,2250000,Kayseri - Kocasinan - Hoca Ahmet Yesevi Mahallesi,Kayseri,Kocasinan,Hoca Ahmet Yesevi Mahallesi
210 M2,5-10,13,Boş,Konut,160 M2,4+1,13.Kat,Merkezi (Pay Ölçer),3440000,Kayseri - Kocasinan - Yakut Mahallesi,Kayseri,Kocasinan,Yakut Mahallesi
175 M2,0 (Yeni),10,Boş,Konut,132 M2,3+1,5.Kat,Merkezi Doğalgaz,1799000,Kayseri - Melikgazi - Anbar Mahallesi,Kayseri,Melikgazi,Anbar Mahallesi
210 M2,5-10,14,Boş,Konut,165 M2,4+1,5.Kat,Merkezi Doğalgaz,2990000,Kayseri - Kocasinan - Barbaros Mahallesi,Kayseri,Kocasinan,Barbaros Mahallesi
95 M2,3,17,Kiracı Oturuyor,Konut,70 M2,2+1,4.Kat,Merkezi Doğalgaz,1790000,Kayseri - Kocasinan - Sahabiye Mahallesi,Kayseri,Kocasinan,Sahabiye Mahallesi
170 M2,5-10,9,Kiracı Oturuyor,Konut,130 M2,3+1,1.Kat,Merkezi Doğalgaz,1460000,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
170 M2,2,17,Kiracı Oturuyor,Konut,130 M2,3+1,5.Kat,Merkezi Doğalgaz,2095000,Kayseri - Kocasinan - Sahabiye Mahallesi,Kayseri,Kocasinan,Sahabiye Mahallesi
537 M2,4,2,Boş,Konut,190 M2,4.5+1,Bahçe Dublex,Kombi Doğalgaz,5150000,Kayseri - Melikgazi - Altınoluk Mahallesi,Kayseri,Melikgazi,Altınoluk Mahallesi
240 M2,4,14,Boş,Konut,183 M2,4+1,13.Kat,Merkezi (Pay Ölçer),5750000,Kayseri - Kocasinan - Uğurevler Mahallesi,Kayseri,Kocasinan,Uğurevler Mahallesi
165 M2,0 (Yeni),14,Boş,Konut,135 M2,3+1,2.Kat,Merkezi (Pay Ölçer),1970000,Kayseri - Kocasinan - Zümrüt Mahallesi,Kayseri,Kocasinan,Zümrüt Mahallesi
