İlan Numarası,İlan Güncelleme Tarihi,Kategorisi,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Yapı Durumu,Eşya Durumu,Banyo Sayısı,İlan Oluşturma Tarihi,Türü,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,Krediye Uygunluk,Site İçerisinde,Takas,Fiyat Durumu,Kategori,Konumu,Fiyat,İlan Açıklaması
13625149,04 Ağustos 2023,Satılık,165 M2,5-10,12,Mülk Sahibi Oturuyor,İkinci El,Boş,1,26 Temmuz 2023,Konut,125 M2,3+1,5.Kat,Merkezi (Pay Ölçer),,Evet,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Gesi Fatih Mahallesi,"1,675,000",
13625949,03 Ağustos 2023,Satılık,165 M2,5-10,7,Boş,İkinci El,,1,26 Temmuz 2023,Konut,125 M2,3+1,7.Kat,Kombi Doğalgaz,,Evet,,Genel Fiyat,Daire,Kayseri - Melikgazi - Bahçelievler Mahallesi,"1,280,000",
13626930,28 Temmuz 2023,Satılık,175 M2,0 (Yeni),10,Boş,,,2,26 Temmuz 2023,Konut,150 M2,3+1,5.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Gesi Fatih Mahallesi,"1,875,000",
13625950,05 Ağustos 2023,Satılık,175 M2,0 (Yeni),8,Boş,,,2,26 Temmuz 2023,Konut,135 M2,3+1,3.Kat,Kombi Doğalgaz,,Hayır,,Genel Fiyat,Daire,Kayseri - Melikgazi - Şirintepe Mahallesi,"1,590,000",MYK BELGE NO:YB0088/17UY03335/00/3508
13625688,02 Ağustos 2023,Satılık,180 M2,4,13,Boş,,,2,26 Temmuz 2023,Konut,130 M2,3+1,7.Kat,Merkezi (Pay Ölçer),,Hayır,,Genel Fiyat,Daire,Kayseri - Melikgazi - Gesi Fatih Mahallesi,"1,770,000",
13628022,06 Ağustos 2023,Satılık,167 M2,21 Ve Üzeri,1,Kiracı Oturuyor,,,1,26 Temmuz 2023,Konut,110 M2,2+2,Müstakil,Isıtma Yok,,Hayır,,Genel Fiyat,Daire,Kayseri - Kocasinan - Yunusemre Mahallesi,"1,650,000",
13625210,26 Temmuz 2023,Satılık,200 M2,2,4,Boş,,,2,26 Temmuz 2023,Konut,170 M2,4+1,Çatı Katı,Kombi Doğalgaz,Bilinmiyor,Hayır,,Genel Fiyat,Daire,Kayseri - Develi - Harman Mahallesi,"1,575,000","Develi Tekir Caddesinde Bulunan Satılık 4+1 Lüks Dubleks Dairemiz, İçerisinde Teras,Şömine,Isı Yalıtımı,Çelik Kapı,Gergi Tavan, Ebeveyn Banyosu ve Dahası Bulunmaktadır"
13628600,03 Ağustos 2023,Satılık,260 M2,0 (Yeni),2,Boş,,Boş,5,26 Temmuz 2023,Konut,230 M2,6+1,,Kombi Doğalgaz,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,Villa,Kayseri - Melikgazi - Mimarsinan Mahallesi,"1,990,000",
13625881,04 Ağustos 2023,Satılık,165 M2,0 (Yeni),7,Boş,,,1,26 Temmuz 2023,Konut,125 M2,3+1,3.Kat,Merkezi (Pay Ölçer),,Hayır,,Genel Fiyat,Daire,Kayseri - Kocasinan - Osmangazi Mahallesi,"1,565,000",
13627056,26 Temmuz 2023,Satılık,165 M2,0 (Yeni),14,Boş,,,2,26 Temmuz 2023,Konut,125 M2,3+1,6.Kat,Merkezi Doğalgaz,Krediye Uygun Değil,Hayır,,Genel Fiyat,Kooperatif,Kayseri - Kocasinan - Ahi Evran Mahallesi,"412,000",
13628607,03 Ağustos 2023,Satılık,180 M2,16-20,2,Boş,,Boş,1,26 Temmuz 2023,Konut,140 M2,3+1,,Kat Kaloriferi,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,Müstakil Ev,Kayseri - Kocasinan - Boztepe Mahallesi,"2,850,000",
13628834,06 Ağustos 2023,Satılık,238 M2,16-20,1,Boş,,Boş,1,27 Temmuz 2023,Konut,237 M2,3+1,,Sobalı,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,Müstakil Ev,Kayseri - Melikgazi - Kazımkarabekir Mahallesi,"870,000",
13649960,01 Ağustos 2023,Satılık,150 M2,21 Ve Üzeri,3,Kiracı Oturuyor,,,1,30 Temmuz 2023,Konut,120 M2,3+1,Bodrum Kat,Sobalı,Krediye Uygun Değil,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Kılıçaslan Mahallesi,"760,000",
13628606,03 Ağustos 2023,Satılık,175 M2,11-15,9,Boş,,Boş,2,26 Temmuz 2023,Konut,145 M2,3+1,5.Kat,Merkezi Doğalgaz,,Evet,Var,Genel Fiyat,Daire,Kayseri - Talas - Yenidoğan Mahallesi,"1,950,000",
13628833,06 Ağustos 2023,Satılık,165 M2,0 (Yeni),12,Boş,,Boş,2,27 Temmuz 2023,Konut,138 M2,3+1,6.Kat,Merkezi (Pay Ölçer),,Hayır,Var,Genel Fiyat,Daire,Kayseri - Melikgazi - Gesi Fatih Mahallesi,"2,080,000",
13628602,03 Ağustos 2023,Satılık,150 M2,11-15,6,Boş,,Boş,1,26 Temmuz 2023,Konut,112 M2,3+1,3.Kat,Merkezi Doğalgaz,,Hayır,Var,Genel Fiyat,Daire,Kayseri - Melikgazi - Demokrasi Mahallesi,"1,200,000",
13619060,25 Temmuz 2023,Satılık,275 M2,0 (Yeni),2,Boş,,Boş,3,25 Temmuz 2023,Konut,265 M2,5+1,,Yerden Isıtma,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,Villa,Kayseri - Melikgazi - Becen Mahallesi,"12,750,000",
13618767,27 Temmuz 2023,Satılık,110 M2,21 Ve Üzeri,10,Kiracı Oturuyor,İkinci El,Boş,1,25 Temmuz 2023,Konut,100 M2,3+1,2.Kat,Kombi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Selimiye Mahallesi,"1,250,000",
13619242,04 Ağustos 2023,Satılık,160 M2,16-20,4,Boş,,,1,25 Temmuz 2023,Konut,125 M2,3+1,3.Kat,Kombi Doğalgaz,,Hayır,,Genel Fiyat,Daire,Kayseri - Melikgazi - Gesi Fatih Mahallesi,"1,100,000",3+1 KOMBİLİ DAİREMİZ TEMİZ VE BAKIMLIDIR 4 KATLININ 3 KATI GÜNEY DOĞU CEPHELİ
13619673,27 Temmuz 2023,Satılık,98 M2,0 (Yeni),3,Boş,Sıfır,,2,25 Temmuz 2023,Konut,85 M2,2+1,Çatı Katı,Kombi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Keykubat Mahallesi,"1,399,000",
13617413,29 Temmuz 2023,Satılık,100 M2,16-20,4,Kiracı Oturuyor,,,1,25 Temmuz 2023,Konut,85 M2,2+1,4.Kat,Kombi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Gesi Fatih Mahallesi,"900,000",
13619676,25 Temmuz 2023,Satılık,175 M2,0 (Yeni),10,Boş,Sıfır,,2,25 Temmuz 2023,Konut,132 M2,3+1,5.Kat,Merkezi (Pay Ölçer),,Hayır,Var,Genel Fiyat,Daire,Kayseri - Melikgazi - Anbar Mahallesi,"1,799,000",
13619613,25 Temmuz 2023,Satılık,175 M2,11-15,10,Mülk Sahibi Oturuyor,,,2,25 Temmuz 2023,Konut,145 M2,3+1,4.Kat,Kombi Doğalgaz,,Hayır,Var,Genel Fiyat,Daire,Kayseri - Kocasinan - Barbaros Mahallesi,"2,200,000",
13619681,25 Temmuz 2023,Satılık,185 M2,0 (Yeni),14,Boş,Sıfır,,2,25 Temmuz 2023,Konut,138 M2,3+1,4.Kat,Merkezi Doğalgaz,,Hayır,Var,Genel Fiyat,Daire,Kayseri - Kocasinan - Saray Bosna Mahallesi,"2,349,000",
13619678,25 Temmuz 2023,Satılık,170 M2,0 (Yeni),11,Boş,Sıfır,,2,25 Temmuz 2023,Konut,130 M2,3+1,4.Kat,Merkezi (Pay Ölçer),,Hayır,Var,Genel Fiyat,Daire,Kayseri - Kocasinan - Zümrüt Mahallesi,"2,249,000",
13619674,27 Temmuz 2023,Satılık,210 M2,5-10,14,Boş,İkinci El,,2,25 Temmuz 2023,Konut,165 M2,4+1,5.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Kocasinan - Barbaros Mahallesi,"2,990,000",/ Orhan IŞIK
13620935,25 Temmuz 2023,Satılık,100 M2,0 (Yeni),8,Boş,Sıfır,Boş,2,25 Temmuz 2023,Konut,87 M2,2+1,4.Kat,Merkezi (Pay Ölçer),Bilinmiyor,Hayır,Var,Genel Fiyat,Daire,Kayseri - Melikgazi - Yeşilyurt Mahallesi,"290,000","Mükemmel bir yatırım, Kooperatif hissesi"
13620119,28 Temmuz 2023,Satılık,145 M2,21 Ve Üzeri,7,Boş,İkinci El,Boş,1,25 Temmuz 2023,Konut,135 M2,3+1,7.Kat,Merkezi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Kılıçaslan Mahallesi,"1,225,000",
13621585,26 Temmuz 2023,Satılık,130 M2,21 Ve Üzeri,9,Kiracı Oturuyor,İkinci El,,1,25 Temmuz 2023,Konut,100 M2,3+1,7.Kat,Merkezi Doğalgaz,,Hayır,,Genel Fiyat,Daire,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,"1,265,000",☎️
13621242,25 Temmuz 2023,Satılık,117 M2,0 (Yeni),9,Boş,,,1,25 Temmuz 2023,Konut,94 M2,2+1,2.Kat,Merkezi Doğalgaz,Krediye Uygun Değil,Hayır,,Genel Fiyat,Kooperatif,Kayseri - Kocasinan - Ahi Evran Mahallesi,"287,000",
13621603,29 Temmuz 2023,Satılık,260 M2,16-20,14,Boş,,,2,25 Temmuz 2023,Konut,230 M2,4+1,12.Kat,Merkezi Fueloil,,Hayır,,Birim Fiyat,Daire,Kayseri - Melikgazi - Alpaslan Mahallesi,"3,985,000","-Merkezi konumda, -Önü arkası park olan, -Avm ve park manzaralı, -Site içinde, -4+1, -Odaları geniş, -İki banyo, -Üç lavabo, -Kapalı açık balkon"
13620974,25 Temmuz 2023,Satılık,200 M2,3,17,Boş,İkinci El,Boş,2,25 Temmuz 2023,Konut,170 M2,4+1,17.Kat,Merkezi Doğalgaz,,Evet,,Genel Fiyat,Daire,Kayseri - Kocasinan - Sahabiye Mahallesi,"2,595,000",
13621871,25 Temmuz 2023,Satılık,120 M2,0 (Yeni),10,Boş,,,1,25 Temmuz 2023,Konut,100 M2,2+1,4.Kat,Merkezi Doğalgaz,Krediye Uygun Değil,Hayır,,Genel Fiyat,Kooperatif,Kayseri - Talas - Mevlana Mahallesi,"260,000",
13625531,26 Temmuz 2023,Satılık,200 M2,0 (Yeni),2,Boş,,Boş,2,26 Temmuz 2023,Konut,150 M2,4+1,,Kombi Doğalgaz,Krediye Uygun,Evet,Var,Genel Fiyat,Villa,Kayseri - Melikgazi - Gesi Mahallesi,"7,500,000",
13621626,25 Temmuz 2023,Satılık,165 M2,4,9,Boş,,Boş,2,25 Temmuz 2023,Konut,145 M2,3+1,8.Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Gesi Fatih Mahallesi,"1,799,000",
13620916,25 Temmuz 2023,Satılık,135 M2,0 (Yeni),12,Boş,,,2,25 Temmuz 2023,Konut,120 M2,4+1,1.Kat,Merkezi Doğalgaz,Krediye Uygun Değil,Hayır,,Genel Fiyat,Kooperatif,Kayseri - Melikgazi - Yeşilyurt Mahallesi,"622,000",
13622411,28 Temmuz 2023,Satılık,130 M2,1,14,Kiracı Oturuyor,,Boş,1,25 Temmuz 2023,Konut,100 M2,2+1,3.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"1,375,000",
13613023,24 Temmuz 2023,Satılık,155 M2,16-20,14,Kiracı Oturuyor,,,1,24 Temmuz 2023,Konut,130 M2,3+1,6.Kat,Merkezi (Pay Ölçer),,Evet,,Genel Fiyat,Daire,Kayseri - Kocasinan - Beyazşehir Mahallesi,"1,280,000",
13621760,05 Ağustos 2023,Satılık,180 M2,11-15,14,Kiracı Oturuyor,,,2,25 Temmuz 2023,Konut,140 M2,3+1,2.Kat,Merkezi Fueloil,,Hayır,,Birim Fiyat,Daire,Kayseri - Melikgazi - Gültepe Mahallesi,"2,800,000",
13613167,05 Ağustos 2023,Satılık,160 M2,21 Ve Üzeri,6,Boş,İkinci El,,1,24 Temmuz 2023,Konut,140 M2,3+1,6.Kat,Merkezi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Kocasinan - Erciyesevler Mahallesi,"1,470,000",DAİRE 30 AĞUSTOS BULVARI ÜZERİNDE İPEKSARAY A VE TRAMVAY DURAĞINA 2DK YÜRÜME MESAFESİNDE MASRAFSIZ
13621950,25 Temmuz 2023,Satılık,165 M2,0 (Yeni),14,Boş,,,2,25 Temmuz 2023,Konut,125 M2,3+1,7.Kat,Merkezi Doğalgaz,Krediye Uygun Değil,Hayır,,Genel Fiyat,Kooperatif,Kayseri - Talas - Mevlana Mahallesi,"377,000",
13614032,30 Temmuz 2023,Satılık,110 M2,0 (Yeni),4,Boş,,Boş,1,24 Temmuz 2023,Konut,85 M2,2.5+1,Düz Giriş (Zemin),Kombi Doğalgaz,,Hayır,Var,Genel Fiyat,Daire,Kayseri - Kocasinan - Yeni Mahallesi,"1,600,000",
13613562,25 Temmuz 2023,Satılık,400 M2,0 (Yeni),2,Boş,,,3,24 Temmuz 2023,Konut,200 M2,4+1,,Kombi Doğalgaz,Krediye Uygun,Hayır,,Genel Fiyat,Villa,Kayseri - Melikgazi - Gesi Mahallesi,"5,750,000",
13614029,24 Temmuz 2023,Satılık,120 M2,0 (Yeni),7,Boş,,Boş,1,24 Temmuz 2023,Konut,100 M2,3+0,1.Kat,Kombi Doğalgaz,,Hayır,Var,Genel Fiyat,Daire,Kayseri - Kocasinan - Şeker Mahallesi,"1,445,000",
13613579,05 Ağustos 2023,Satılık,600 M2,0 (Yeni),2,Boş,Sıfır,Boş,4,24 Temmuz 2023,Konut,220 M2,4+1,Bahçe Dublex,Kombi Doğalgaz,,Hayır,Var,Genel Fiyat,Daire,Kayseri - Melikgazi - Gesi Mahallesi,"6,500,000",
13621923,25 Temmuz 2023,Satılık,145 M2,0 (Yeni),14,Boş,,,2,25 Temmuz 2023,Konut,105 M2,3+1,5.Kat,Merkezi Doğalgaz,Krediye Uygun Değil,Hayır,,Genel Fiyat,Kooperatif,Kayseri - Talas - Mevlana Mahallesi,"306,000",
13615145,24 Temmuz 2023,Satılık,160 M2,5-10,4,Mülk Sahibi Oturuyor,İkinci El,Boş,2,24 Temmuz 2023,Konut,140 M2,3+1,1.Kat,Kombi Doğalgaz,Bilinmiyor,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Develi - Camiicedit Mahallesi,"1,575,000",
13614481,24 Temmuz 2023,Satılık,145 M2,3,13,Kiracı Oturuyor,,,1,24 Temmuz 2023,Konut,135 M2,3+1,10.Kat,Merkezi Doğalgaz,,Hayır,,Birim Fiyat,Daire,Kayseri - Melikgazi - Anbar Mahallesi,"1,700,000",DETAYLAR İÇİN LÜTFEN YETKİLİ OFİS DANIŞMANIMIZLA İLETİŞİME GEÇİNİZ….
13615374,26 Temmuz 2023,Satılık,160 M2,5-10,10,Kiracı Oturuyor,,Boş,1,24 Temmuz 2023,Konut,145 M2,3+1,8.Kat,Merkezi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,"2,850,000",
13614825,02 Ağustos 2023,Satılık,155 M2,16-20,12,Kiracı Oturuyor,İkinci El,,1,24 Temmuz 2023,Konut,130 M2,3+1,7.Kat,Merkezi Doğalgaz,,Hayır,,Genel Fiyat,Daire,Kayseri - Kocasinan - Beyazşehir Mahallesi,"1,220,000",
13615940,24 Temmuz 2023,Satılık,140 M2,11-15,14,Kiracı Oturuyor,İkinci El,,1,24 Temmuz 2023,Konut,125 M2,3+1,12.Kat,Merkezi Doğalgaz,,Hayır,,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"1,240,000","DAİREMİZ TALAS MEVLANA MAH  ANAYURT DAİRESİDİR  DIŞ CEPHE MANTOLAMASI YAPILI  TAKAS TEKLİFLERİ DEĞERLENDİRİLİR.  HER TÜRLÜ SOSYAL YAŞAM MERKEZİNE YÜRÜME MESAFESİNDEDİR. OLDUKÇA GENİŞTİR.   KREDİYE UYGUN OLUP KREDİ İŞLEMLERİNİZİ​ HİÇBİR ÜCRET ALMADAN UZMAN BANKA DANIŞMANLARIMIZCA TAKİP ETMEKTEYİZ.​.. Banka Kredinizi, Daire Expertizini ve Tapu Takip İşlemlerinizi Hızlı ve Eksiksiz Bir Şekilde Takip Edip Tapunuzu Teslim Edelim...  DAİREMİZİN HİÇ BİR BORCU OLMAYIP MESKEN RUHSATI MEVCUTTUR ( SORUNLU MESKENİ OLMAYAN YERLER İLE KARIŞTIRMAYINIZ )  DETAYLI BİLGİ İÇİN LÜTFEN ARAYIN  UĞUR AVCI"
13616054,04 Ağustos 2023,Satılık,140 M2,0 (Yeni),4,Boş,Sıfır,,2,24 Temmuz 2023,Konut,120 M2,3+1,4.Kat,Kombi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Develi - Harman Mahallesi,"1,350,000",TL
13622227,28 Temmuz 2023,Satılık,4.327 M2,1,1,Mülk Sahibi Oturuyor,İkinci El,,1,25 Temmuz 2023,Konut,100 M2,1+1,,Sobalı,Krediye Uygun,Hayır,Yok,Genel Fiyat,Müstakil Ev,Kayseri - İncesu - Garipçe Mahallesi,"3,000,000","İncesu Garipçe de yol kenarında güzel konumda bulunan 4327 m² içerisinde yapı kayıt belgeli evi bulunan bağ satılıktır. İçerisinde elektrik vardır ,üzüm çubukları dikilidir, su hattı çekilmek üzeredir. Gelişmekte olan bölgededir. Şehir hayatından kurtulmak veya yatırım yapmak isteyenler için kaçırılmayacak bir fırsat yeridir."
13616055,04 Ağustos 2023,Satılık,160 M2,0 (Yeni),4,Boş,Sıfır,,2,24 Temmuz 2023,Konut,135 M2,4+1,Yüksek Giriş,Kombi Doğalgaz,,Hayır,Var,Genel Fiyat,Daire,Kayseri - Develi - Yeni Mahallesi,"1,800,000","TL, DETAYLI BİLGİ ALMAK İÇİN FIRMAMIZLA ILETISIME GECEBILIRSINIZ, BOSTANCI EMLAK, TANER BOSTANCI, İŞYERİ ADRESİ IBRAHİMAGA MAHALLESI KARAMÜFTÜ CADDESI YAPIKREDI BANK ARKASI DEVELI KAYSERİ"
13616062,24 Temmuz 2023,Satılık,160 M2,11-15,5,Mülk Sahibi Oturuyor,,Boş,1,24 Temmuz 2023,Konut,120 M2,3+1,5.Kat,Kombi Doğalgaz,,Hayır,Var,Genel Fiyat,Daire,Kayseri - Kocasinan - General Emir Mahallesi,"1,650,000",
13616067,24 Temmuz 2023,Satılık,90 M2,3,16,Boş,,Boş,1,24 Temmuz 2023,Konut,80 M2,2+1,1.Kat,Merkezi (Pay Ölçer),,Evet,Var,Genel Fiyat,Daire,Kayseri - Kocasinan - Sahabiye Mahallesi,"1,680,000",
13612668,28 Temmuz 2023,Satılık,175 M2,0 (Yeni),14,Boş,,,2,24 Temmuz 2023,Konut,135 M2,3+1,7.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Kocasinan - Beyazşehir Mahallesi,"1,900,000",
13616065,05 Ağustos 2023,Satılık,80 M2,2,3,Kiracı Oturuyor,,Boş,1,24 Temmuz 2023,Konut,55 M2,1+1,2.Kat,Kombi Doğalgaz,Krediye Uygun Değil,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Kocasinan - Şeker Mahallesi,"1,150,000",
13616068,24 Temmuz 2023,Satılık,220 M2,5-10,10,Mülk Sahibi Oturuyor,,Boş,2,24 Temmuz 2023,Konut,185 M2,4+1,9.Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil,Hayır,Var,Genel Fiyat,Daire,Kayseri - Melikgazi - Köşk Mahallesi,"5,200,000",
13601931,22 Temmuz 2023,Satılık,135 M2,11-15,12,Kiracı Oturuyor,,Boş,2,22 Temmuz 2023,Konut,125 M2,3+1,2.Kat,Merkezi (Pay Ölçer),,Evet,Var,Genel Fiyat,Daire,Kayseri - Talas - Yenidoğan Mahallesi,"1,795,000",
13604280,29 Temmuz 2023,Satılık,155 M2,11-15,13,Kiracı Oturuyor,,,2,22 Temmuz 2023,Konut,130 M2,3+1,Yüksek Giriş,Merkezi Doğalgaz,,Hayır,,Genel Fiyat,Daire,Kayseri - Melikgazi - Gesi Fatih Mahallesi,"1,525,000",
13603489,04 Ağustos 2023,Satılık,145 M2,11-15,9,Mülk Sahibi Oturuyor,,,1,22 Temmuz 2023,Konut,120 M2,3+1,9.Kat,Merkezi Doğalgaz,,Hayır,,Genel Fiyat,Daire,Kayseri - Melikgazi - Gesi Fatih Mahallesi,"1,375,000",
13603138,24 Temmuz 2023,Satılık,175 M2,11-15,14,Kiracı Oturuyor,,,2,22 Temmuz 2023,Konut,140 M2,3+1,10.Kat,Merkezi (Pay Ölçer),,Hayır,,Genel Fiyat,Daire,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,"1,550,000",
13603695,05 Ağustos 2023,Satılık,175 M2,5-10,13,Boş,,,2,22 Temmuz 2023,Konut,165 M2,3+1,10.Kat,Merkezi (Pay Ölçer),,Hayır,,Genel Fiyat,Daire,Kayseri - Melikgazi - Gesi Fatih Mahallesi,"1,550,000",DAİREMİZ BOŞTUR 3+1 OLUP GAYET TEMİZ VE BAKIMLI Bİ DAİREDİR DAİREMİZ ARA KATTIR EMSALLERİNDEN COK UYGUNDUR
13603733,22 Temmuz 2023,Satılık,165 M2,16-20,9,Kiracı Oturuyor,,,2,22 Temmuz 2023,Konut,135 M2,3+1,9.Kat,Merkezi (Pay Ölçer),,Evet,,Genel Fiyat,Daire,Kayseri - Melikgazi - Gesi Fatih Mahallesi,"1,375,000",
13604287,22 Temmuz 2023,Satılık,155 M2,11-15,14,Boş,İkinci El,Eşyalı,2,22 Temmuz 2023,Konut,135 M2,3+1,13.Kat,Merkezi (Pay Ölçer),,Hayır,,Genel Fiyat,Daire,Kayseri - Melikgazi - Gesi Fatih Mahallesi,"1,465,000",
13603797,22 Temmuz 2023,Satılık,165 M2,5-10,12,Mülk Sahibi Oturuyor,,,1,22 Temmuz 2023,Konut,130 M2,3+1,12.Kat,Kat Kaloriferi,,Hayır,,Genel Fiyat,Daire,Kayseri - Melikgazi - Gesi Fatih Mahallesi,"1,475,000",
13603134,04 Ağustos 2023,Satılık,105 M2,1,4,Kiracı Oturuyor,,,1,22 Temmuz 2023,Konut,85 M2,2+1,2.Kat,Kombi Doğalgaz,,Hayır,,Genel Fiyat,Daire,Kayseri - Develi - Aşık Seyrani Mahallesi,"1,195,000",TL
13604797,01 Ağustos 2023,Satılık,210 M2,0 (Yeni),12,Boş,,,2,22 Temmuz 2023,Konut,180 M2,4+1,12.Kat,Merkezi (Pay Ölçer),Bilinmiyor,Hayır,,Birim Fiyat,Daire,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,"1,950,000",
13604736,29 Temmuz 2023,Satılık,155 M2,21 Ve Üzeri,8,Boş,,,1,22 Temmuz 2023,Konut,140 M2,3+1,2.Kat,Merkezi Doğalgaz,Bilinmiyor,Hayır,,Genel Fiyat,Daire,Kayseri - Kocasinan - Fevzi Çakmak Mahallesi,"1,590,000",
13604985,25 Temmuz 2023,Satılık,150 M2,21 Ve Üzeri,2,Boş,,,1,22 Temmuz 2023,Konut,135 M2,3+1,Yüksek Giriş,Sobalı,,Hayır,,Genel Fiyat,Daire,Kayseri - Melikgazi - Battalgazi Mahallesi,"1,150,000","Esenyurt Pazar yerinköşesinde 3+1  , zemin kat ,doğal gaz kapıda sobalı daire.Kuzey-Batı cephe. Binanın geniş kapalı otoparkı bulunmaktadır."
13605368,28 Temmuz 2023,Satılık,155 M2,16-20,14,Boş,,,1,22 Temmuz 2023,Konut,135 M2,3+1,11.Kat,Merkezi Doğalgaz,,Hayır,Var,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"1,400,000",
13605230,22 Temmuz 2023,Satılık,145 M2,5-10,14,Mülk Sahibi Oturuyor,,Boş,1,22 Temmuz 2023,Konut,125 M2,3+1,10.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Bahçelievler Mahallesi,"1,550,000",
13606944,23 Temmuz 2023,Satılık,245 M2,11-15,10,Kiracı Oturuyor,,Boş,3,23 Temmuz 2023,Konut,200 M2,6+1,10.Kat,Kombi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Esenyurt Mahallesi,"2,400,000",
13608335,05 Ağustos 2023,Satılık,640 M2,0 (Yeni),2,Boş,Sıfır,Boş,4,23 Temmuz 2023,Konut,350 M2,7+1,,Kombi Doğalgaz,Krediye Uygun,Hayır,Yok,Genel Fiyat,Villa,Kayseri - Melikgazi - Hisarcık Mahallesi,"15,750,000",
13606008,22 Temmuz 2023,Satılık,165 M2,0 (Yeni),13,Boş,,Boş,1,22 Temmuz 2023,Konut,125 M2,3+1,3.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,"4,000,000",
13604710,22 Temmuz 2023,Satılık,155 M2,11-15,14,Mülk Sahibi Oturuyor,İkinci El,,1,22 Temmuz 2023,Konut,135 M2,3+1,7.Kat,Merkezi (Pay Ölçer),,Hayır,,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"1,250,000",
13608982,23 Temmuz 2023,Satılık,175 M2,4,14,Mülk Sahibi Oturuyor,,Boş,2,23 Temmuz 2023,Konut,160 M2,3+1,11.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"1,950,000",
13609354,23 Temmuz 2023,Satılık,135 M2,11-15,11,Boş,,Boş,1,23 Temmuz 2023,Konut,120 M2,3+1,4.Kat,Merkezi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Kocasinan - Turgut Reis Mahallesi,"1,570,000","Turgut reis mah., Esence cad., Kırlangıç sitesi A bloktaki dairemz Satılık'tir..., Merkezi ısıtma, Çift asansör, Çift balkon, mutfak ve banyoda sıcak su, KB cephe, 120m. Net büyüklüğü, 3+1 odasi yapılısı normal olan dairemiz yeni sahibini beklemektedir., % 2 hizmet bedelimiz vardır., Tapu kanunen yarı yarıyadir., Alana ve satana hayırlı olması dileklerimizle ..."
13609169,23 Temmuz 2023,Satılık,165 M2,11-15,14,Mülk Sahibi Oturuyor,İkinci El,Boş,1,23 Temmuz 2023,Konut,135 M2,3+1,7.Kat,Kombi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Kocasinan - Mithatpaşa Mahallesi,"1,550,000","MİTHATPAŞA MAH HARİKA KONUMLU GENİŞ 3+1DAİRE.SPOR LİSESİ,MARKET VS YAKINI,ŞEHİR HASTANESI KANAL YOLU DİBİNDE HARİKA KOMBİLİ DAİRE"
13608489,23 Temmuz 2023,Satılık,280 M2,0 (Yeni),14,Boş,Sıfır,,2,23 Temmuz 2023,Konut,260 M2,4+1,8.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Gültepe Mahallesi,"9,500,000",
