,İlan Numarası,İlan Güncelleme Tarihi,Kategorisi,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,İlan Oluşturma Tarihi,Türü,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,House Price,House Location,Krediye Uygunluk
199,13365696,06 Haziran 2023,Satılık,165 M2,11-15,14,Kiracı Oturuyor,06 Haziran 2023,Konut,125 M2,3+1,11.Kat,Merkezi Doğalgaz,1.135.000TL,Kayseri - Talas - Mevlana Mahallesi,
200,13362685,17 Temmuz 2023,Satılık,155 M2,5-10,14,Kiracı Oturuyor,06 Haziran 2023,Konut,135 M2,3+1,3.Kat,Merkezi (Pay Ölçer),1.675.000TL,Kayseri - Talas - Mevlana Mahallesi,
201,13361850,10 Temmuz 2023,Satılık,100 M2,3,5,Boş,05 Haziran 2023,Konut,85 M2,3+1,2.Kat,Merkezi (Pay Ölçer),885.000TL,Kayseri - İncesu - Karakoyunlu Mahallesi,
202,13361846,05 Haziran 2023,Satılık,110 M2,0 (Yeni),2,Boş,05 Haziran 2023,Konut,90 M2,2+1,1.Kat,Kombi Doğalgaz,1.375.000TL,Kayseri - Talas - Kiçiköy Mahallesi,
203,13361461,05 Haziran 2023,Satılık,170 M2,4,14,Mülk Sahibi Oturuyor,05 Haziran 2023,Konut,135 M2,3+1,3.Kat,Merkezi (Pay Ölçer),1.449.000TL,Kayseri - Talas - Mevlana Mahallesi,
204,13354950,26 Temmuz 2023,Satılık,420 M2,11-15,3,Mülk Sahibi Oturuyor,05 Haziran 2023,Konut,370 M2,6+1,Düz Giriş,Kombi Doğalgaz,17.900.000TL,Kayseri - Talas - Harman Mahallesi,
205,13354361,07 Haziran 2023,Satılık,175 M2,11-15,13,Kiracı Oturuyor,04 Haziran 2023,Konut,135 M2,3+1,2.Kat,Merkezi (Pay Ölçer),1.665.000TL,Kayseri - Talas - Yenidoğan Mahallesi,
206,13354026,04 Haziran 2023,Satılık,115 M2,21 Ve Üzeri,2,Boş,04 Haziran 2023,Konut,110 M2,3+1,2.Kat,Kombi Doğalgaz,1.200.000TL,Kayseri - Develi - Aşağıeverek Mahallesi,
207,13351871,29 Temmuz 2023,Satılık,155 M2,0 (Yeni),11,Boş,04 Haziran 2023,Konut,115 M2,3+1,9.Kat,Merkezi (Pay Ölçer),2.400.000TL,Kayseri - Talas - Bahçelievler Mahallesi,
208,13351472,12 Haziran 2023,Satılık,80 M2,5-10,8,Boş,04 Haziran 2023,Konut,65 M2,1+1,5.Kat,Merkezi Doğalgaz,875.000TL,Kayseri - Talas - Mevlana Mahallesi,
209,13351456,18 Temmuz 2023,Satılık,230 M2,5-10,12,Mülk Sahibi Oturuyor,04 Haziran 2023,Konut,210 M2,4+1,Yüksek Giriş,Merkezi (Pay Ölçer),2.090.000TL,Kayseri - Talas - Yenidoğan Mahallesi,
210,13349305,12 Temmuz 2023,Satılık,135 M2,16-20,15,Kiracı Oturuyor,03 Haziran 2023,Konut,100 M2,3+1,2.Kat,Merkezi Doğalgaz,1.200.000TL,Kayseri - Talas - Mevlana Mahallesi,
211,13349055,03 Haziran 2023,Satılık,90 M2,0 (Yeni),4,Boş,03 Haziran 2023,Konut,70 M2,2+1,1.Kat,Kombi Doğalgaz,950.000TL,Kayseri - Develi - Harman Mahallesi,
212,13348311,03 Haziran 2023,Satılık,140 M2,0 (Yeni),6,Boş,03 Haziran 2023,Konut,118 M2,3+1,5.Kat,Kombi Doğalgaz,2.250.000TL,Kayseri - Develi - Yeni Mahallesi,
213,13348221,15 Haziran 2023,Satılık,600 M2,5-10,3,Boş,03 Haziran 2023,Konut,440 M2,5+1,Villa Tipi,Kombi Doğalgaz,10.500.000TL,Kayseri - Talas - Yukarı Mahallesi,Krediye Uygun Değil
214,13348207,03 Haziran 2023,Satılık,110 M2,0 (Yeni),5,Boş,03 Haziran 2023,Konut,85 M2,2+1,1.Kat,Kombi Doğalgaz,1.250.000TL,Kayseri - Develi - Yeni Mahallesi,
215,13347587,12 Haziran 2023,Satılık,175 M2,5-10,14,Boş,03 Haziran 2023,Konut,130 M2,3+1,11.Kat,Merkezi (Pay Ölçer),1.600.000TL,Kayseri - Talas - Mevlana Mahallesi,
216,13347204,26 Temmuz 2023,Satılık,175 M2,11-15,10,Mülk Sahibi Oturuyor,03 Haziran 2023,Konut,140 M2,3+1,3.Kat,Kombi Doğalgaz,1.599.000TL,Kayseri - Talas - Yenidoğan Mahallesi,
217,13347196,26 Temmuz 2023,Satılık,190 M2,5-10,14,Boş,03 Haziran 2023,Konut,145 M2,4+1,7.Kat,Merkezi (Pay Ölçer),1.670.000TL,Kayseri - Talas - Yenidoğan Mahallesi,Krediye Uygun Değil
218,13346095,13 Temmuz 2023,Satılık,500 M2,1,1,Mülk Sahibi Oturuyor,03 Haziran 2023,Konut,100 M2,2.5+1,Villa Tipi,Kat Kaloriferi,4.250.000TL,Kayseri - Hacılar - Yediağaç Mahallesi,
219,13344514,05 Haziran 2023,Satılık,135 M2,5-10,7,Mülk Sahibi Oturuyor,02 Haziran 2023,Konut,129 M2,3+1,Düz Giriş,Kombi Doğalgaz,1.019.000TL,Kayseri - Develi - Aşık Seyrani Mahallesi,Bilinmiyor
220,13339956,02 Haziran 2023,Satılık,180 M2,3,13,Boş,02 Haziran 2023,Konut,140 M2,3+1,13.Kat,Merkezi (Pay Ölçer),2.530.000TL,Kayseri - Talas - Mevlana Mahallesi,
221,13339824,02 Haziran 2023,Satılık,175 M2,5-10,14,Kiracı Oturuyor,02 Haziran 2023,Konut,135 M2,3+1,10.Kat,Merkezi Doğalgaz,1.430.000TL,Kayseri - Talas - Mevlana Mahallesi,
222,13337220,01 Haziran 2023,Satılık,120 M2,4,7,Boş,01 Haziran 2023,Konut,90 M2,2+1,6.Kat,Kombi Doğalgaz,1.219.000TL,Kayseri - Talas - Mevlana Mahallesi,
223,13335442,29 Temmuz 2023,Satılık,50 M2,5-10,14,Kiracı Oturuyor,01 Haziran 2023,Konut,40 M2,1+1,12.Kat,Merkezi (Pay Ölçer),925.000TL,Kayseri - Talas - Mevlana Mahallesi,
224,13335404,12 Temmuz 2023,Satılık,125 M2,5-10,14,Boş,01 Haziran 2023,Konut,100 M2,2.5+1,8.Kat,Merkezi (Pay Ölçer),1.490.000TL,Kayseri - Talas - Mevlana Mahallesi,
225,13327010,31 Mayıs 2023,Satılık,135 M2,21 Ve Üzeri,15,Kiracı Oturuyor,31 Mayıs 2023,Konut,120 M2,3+1,14.Kat,Merkezi Doğalgaz,1.300.000TL,Kayseri - Talas - Mevlana Mahallesi,
226,13317373,30 Mayıs 2023,Satılık,190 M2,5-10,5,Boş,29 Mayıs 2023,Konut,160 M2,3.5+1,2.Kat,Kombi Doğalgaz,1.870.000TL,Kayseri - Talas - Bahçelievler Mahallesi,
227,13317070,29 Mayıs 2023,Satılık,250 M2,5-10,10,Mülk Sahibi Oturuyor,29 Mayıs 2023,Konut,230 M2,4+1,5.Kat,Merkezi Doğalgaz,2.940.000TL,Kayseri - Talas - Bahçelievler Mahallesi,
228,13317069,29 Mayıs 2023,Satılık,135 M2,11-15,15,Kiracı Oturuyor,29 Mayıs 2023,Konut,118 M2,3+1,9.Kat,Merkezi Doğalgaz,1.400.000TL,Kayseri - Talas - Mevlana Mahallesi,
229,13317067,29 Mayıs 2023,Satılık,246 M2,11-15,14,Mülk Sahibi Oturuyor,29 Mayıs 2023,Konut,210 M2,4+1,13.Kat,Kombi Doğalgaz,4.000.000TL,Kayseri - Talas - Bahçelievler Mahallesi,
230,13316865,26 Temmuz 2023,Satılık,135 M2,11-15,15,Boş,29 Mayıs 2023,Konut,110 M2,3+1,9.Kat,Merkezi Doğalgaz,1.175.000TL,Kayseri - Talas - Mevlana Mahallesi,Krediye Uygun Değil
231,13312048,29 Mayıs 2023,Satılık,150 M2,16-20,4,Boş,29 Mayıs 2023,Konut,120 M2,3+1,4.Kat,Kombi Doğalgaz,1.200.000TL,Kayseri - İncesu - Karamustafapaşa Mahallesi,Krediye Uygun Değil
232,13311108,15 Haziran 2023,Satılık,65 M2,5-10,4,Kiracı Oturuyor,29 Mayıs 2023,Konut,55 M2,1+1,2.Kat,Merkezi Doğalgaz,780.000TL,Kayseri - Talas - Kiçiköy Mahallesi,
233,13310232,31 Mayıs 2023,Satılık,175 M2,0 (Yeni),6,Boş,29 Mayıs 2023,Konut,138 M2,3+1,2.Kat,Merkezi (Pay Ölçer),1.720.000TL,Kayseri - İncesu - Gönenkent Mahallesi,
234,13310102,11 Temmuz 2023,Satılık,175 M2,16-20,5,Kiracı Oturuyor,29 Mayıs 2023,Konut,145 M2,3+1,4.Kat,Kombi Doğalgaz,2.750.000TL,Kayseri - Talas - Bahçelievler Mahallesi,
235,13306508,04 Temmuz 2023,Satılık,523 M2,21 Ve Üzeri,2,Mülk Sahibi Oturuyor,28 Mayıs 2023,Konut,400 M2,2+1,Düz Giriş,Sobalı,985.000TL,Kayseri - İncesu - Süksün Hürriyet Mahallesi,Bilinmiyor
236,13306118,28 Mayıs 2023,Satılık,200 M2,11-15,15,Boş,28 Mayıs 2023,Konut,175 M2,3+1,3.Kat,Kombi Doğalgaz,1.450.000TL,Kayseri - Talas - Mevlana Mahallesi,
237,13306111,28 Mayıs 2023,Satılık,135 M2,11-15,15,Kiracı Oturuyor,28 Mayıs 2023,Konut,110 M2,3+1,11.Kat,Merkezi Doğalgaz,1.150.000TL,Kayseri - Talas - Mevlana Mahallesi,
238,13306108,28 Mayıs 2023,Satılık,200 M2,1,14,Kiracı Oturuyor,28 Mayıs 2023,Konut,175 M2,4+1,9.Kat,Merkezi (Pay Ölçer),2.650.000TL,Kayseri - Talas - Mevlana Mahallesi,
239,13306103,28 Mayıs 2023,Satılık,188 M2,1,14,Mülk Sahibi Oturuyor,28 Mayıs 2023,Konut,133 M2,3+1,2.Kat,Merkezi (Pay Ölçer),2.550.000TL,Kayseri - Talas - Mevlana Mahallesi,
240,13305833,28 Mayıs 2023,Satılık,220 M2,11-15,13,Mülk Sahibi Oturuyor,27 Mayıs 2023,Konut,190 M2,4+1,7.Kat,Kombi Doğalgaz,3.020.000TL,Kayseri - Talas - Yenidoğan Mahallesi,
241,13305658,27 Mayıs 2023,Satılık,200 M2,5-10,13,Boş,27 Mayıs 2023,Konut,165 M2,3+1,7.Kat,Kombi Doğalgaz,2.699.000TL,Kayseri - Talas - Bahçelievler Mahallesi,
242,13305657,27 Mayıs 2023,Satılık,187 M2,5-10,14,Mülk Sahibi Oturuyor,27 Mayıs 2023,Konut,145 M2,3+1,12.Kat,Merkezi (Pay Ölçer),2.200.000TL,Kayseri - Talas - Mevlana Mahallesi,
243,13299828,27 Mayıs 2023,Satılık,170 M2,16-20,8,Boş,27 Mayıs 2023,Konut,135 M2,3+1,8.Kat,Merkezi Doğalgaz,1.670.000TL,Kayseri - Talas - Bahçelievler Mahallesi,
244,13299826,27 Mayıs 2023,Satılık,175 M2,5-10,11,Boş,27 Mayıs 2023,Konut,140 M2,3+1,6.Kat,Merkezi (Pay Ölçer),1.795.000TL,Kayseri - Talas - Bahçelievler Mahallesi,
245,13299825,27 Mayıs 2023,Satılık,165 M2,0 (Yeni),10,Boş,27 Mayıs 2023,Konut,130 M2,3+1,9.Kat,Merkezi Doğalgaz,2.329.000TL,Kayseri - Talas - Bahçelievler Mahallesi,
246,13299822,27 Mayıs 2023,Satılık,135 M2,11-15,15,Boş,27 Mayıs 2023,Konut,115 M2,3+1,9.Kat,Merkezi Doğalgaz,1.043.000TL,Kayseri - Talas - Mevlana Mahallesi,
247,13285055,12 Haziran 2023,Satılık,135 M2,0 (Yeni),6,Boş,24 Mayıs 2023,Konut,120 M2,2+1,4.Kat,Merkezi (Pay Ölçer),1.400.000TL,Kayseri - Talas - Mevlana Mahallesi,
248,13282028,24 Mayıs 2023,Satılık,135 M2,2,4,Mülk Sahibi Oturuyor,24 Mayıs 2023,Konut,110 M2,3+1,1.Kat,Kombi Doğalgaz,925.000TL,Kayseri - Develi - İbrahimağa Mahallesi,Krediye Uygun Değil
249,13276524,10 Haziran 2023,Satılık,200 M2,21 Ve Üzeri,3,Mülk Sahibi Oturuyor,23 Mayıs 2023,Konut,160 M2,3+1,3.Kat,Kombi Doğalgaz,3.500.000TL,Kayseri - Develi - İbrahimağa Mahallesi,
250,13274267,15 Haziran 2023,Satılık,160 M2,16-20,1,Boş,23 Mayıs 2023,Konut,140 M2,2.5+1,Bahçe Dublex,Doğalgaz Sobalı,2.000.000TL,Kayseri - Talas - Harman Mahallesi,Krediye Uygun Değil
251,13273933,15 Haziran 2023,Satılık,120 M2,5-10,1,Boş,23 Mayıs 2023,Konut,100 M2,2+1,Bahçe Dublex,Sobalı,2.495.000TL,Kayseri - Talas - Han Mahallesi,Krediye Uygun Değil
252,13271411,23 Mayıs 2023,Satılık,185 M2,4,14,Kiracı Oturuyor,23 Mayıs 2023,Konut,145 M2,3+1,10.Kat,Merkezi (Pay Ölçer),1.690.000TL,Kayseri - Talas - Mevlana Mahallesi,
253,13271402,23 Mayıs 2023,Satılık,130 M2,0 (Yeni),14,Boş,23 Mayıs 2023,Konut,110 M2,2+1,9.Kat,Merkezi (Pay Ölçer),2.075.000TL,Kayseri - Talas - Bahçelievler Mahallesi,
254,13270890,23 Mayıs 2023,Satılık,300 M2,21 Ve Üzeri,3,Mülk Sahibi Oturuyor,23 Mayıs 2023,Konut,280 M2,8+2,Müstakil.Kat,Kombi Doğalgaz,4.000.000TL,Kayseri - Talas - Tablakaya Mahallesi,Krediye Uygun Değil
255,13263938,22 Mayıs 2023,Satılık,110 M2,0 (Yeni),9,Boş,21 Mayıs 2023,Konut,100 M2,2.5+1,4.Kat,Merkezi (Pay Ölçer),1.530.000TL,Kayseri - Talas - Bahçelievler Mahallesi,
256,13263929,22 Mayıs 2023,Satılık,180 M2,5-10,12,Mülk Sahibi Oturuyor,21 Mayıs 2023,Konut,150 M2,3+1,10.Kat,Kombi Doğalgaz,1.690.000TL,Kayseri - Talas - Yenidoğan Mahallesi,
257,13263927,22 Mayıs 2023,Satılık,200 M2,5-10,10,Mülk Sahibi Oturuyor,21 Mayıs 2023,Konut,170 M2,4+1,10.Kat,Merkezi Doğalgaz,2.450.000TL,Kayseri - Talas - Yenidoğan Mahallesi,
258,13263430,21 Mayıs 2023,Satılık,140 M2,0 (Yeni),4,Boş,21 Mayıs 2023,Konut,120 M2,3+1,Çatı Katı,Kombi Doğalgaz,1.650.000TL,Kayseri - Develi - Mustafa Asım Köksal Mahallesi,
259,13262173,08 Haziran 2023,Satılık,180 M2,0 (Yeni),9,Boş,21 Mayıs 2023,Konut,155 M2,4+1,4.Kat,Merkezi (Pay Ölçer),2.950.000TL,Kayseri - Talas - Mevlana Mahallesi,
260,13259760,21 Mayıs 2023,Satılık,160 M2,11-15,4,Boş,21 Mayıs 2023,Konut,140 M2,3+1,Düz Giriş,Kombi Doğalgaz,935.000TL,Kayseri - Hacılar - Akdam Mahallesi,Krediye Uygun Değil
261,13258239,25 Temmuz 2023,Satılık,780 M2,21 Ve Üzeri,2,Boş,20 Mayıs 2023,Konut,779 M2,9+ Oda,2.Kat,Sobalı,1.500.000TL,Kayseri - İncesu - Süksün Hürriyet Mahallesi,
262,13257624,20 Mayıs 2023,Satılık,550 M2,16-20,3,Boş,20 Mayıs 2023,Konut,450 M2,9+ Oda,Bahçe Katı,Kombi Doğalgaz,11.500.000TL,Kayseri - Talas - Yukarı Mahallesi,
263,13257620,07 Temmuz 2023,Satılık,185 M2,0 (Yeni),14,Boş,20 Mayıs 2023,Konut,150 M2,3+1,3.Kat,Merkezi (Pay Ölçer),2.780.000TL,Kayseri - Talas - Mevlana Mahallesi,
264,13242898,18 Mayıs 2023,Satılık,400 M2,3,2,Mülk Sahibi Oturuyor,18 Mayıs 2023,Konut,380 M2,8+1,2.Kat,Kombi Doğalgaz,7.500.000TL,Kayseri - Develi - Mehmet Akif Ersoy Mahallesi,Bilinmiyor
265,13242063,15 Haziran 2023,Satılık,220 M2,5-10,13,Kiracı Oturuyor,18 Mayıs 2023,Konut,180 M2,3+1,10.Kat,Kombi Doğalgaz,3.140.000TL,Kayseri - Talas - Kiçiköy Mahallesi,
266,13237094,08 Haziran 2023,Satılık,1.250 M2,16-20,3,Mülk Sahibi Oturuyor,17 Mayıs 2023,Konut,1.249 M2,6+1,Düz Giriş,Kombi Doğalgaz,12.000.000TL,Kayseri - Talas - Yukarı Mahallesi,Krediye Uygun Değil
267,13237069,17 Mayıs 2023,Satılık,300 M2,0 (Yeni),2,Boş,17 Mayıs 2023,Konut,260 M2,6+1,Düz Giriş,Yerden Isıtma,11.450.000TL,Kayseri - Talas - Tablakaya Mahallesi,
268,13237058,17 Mayıs 2023,Satılık,380 M2,3,3,Boş,17 Mayıs 2023,Konut,350 M2,6+1,Düz Giriş,Kombi Doğalgaz,9.500.000TL,Kayseri - Talas - Yukarı Mahallesi,
269,13237048,20 Mayıs 2023,Satılık,600 M2,21 Ve Üzeri,3,Boş,17 Mayıs 2023,Konut,450 M2,9+ Oda,Düz Giriş,Kombi Doğalgaz,9.250.000TL,Kayseri - Talas - Yukarı Mahallesi,
270,13237007,13 Temmuz 2023,Satılık,175 M2,5-10,13,Boş,17 Mayıs 2023,Konut,160 M2,3+1,7.Kat,Merkezi (Pay Ölçer),2.490.000TL,Kayseri - Talas - Harman Mahallesi,Krediye Uygun Değil
271,13236967,17 Mayıs 2023,Satılık,150 M2,3,14,Boş,17 Mayıs 2023,Konut,130 M2,3+1,9.Kat,Merkezi (Pay Ölçer),1.650.000TL,Kayseri - Talas - Mevlana Mahallesi,
272,13231745,05 Temmuz 2023,Satılık,185 M2,2,14,Kiracı Oturuyor,16 Mayıs 2023,Konut,170 M2,3.5+1,12.Kat,Merkezi (Pay Ölçer),2.950.000TL,Kayseri - Talas - Mevlana Mahallesi,
273,13230117,20 Temmuz 2023,Satılık,150 M2,0 (Yeni),9,Boş,16 Mayıs 2023,Konut,130 M2,3.5+1,6.Kat,Merkezi Doğalgaz,3.500.000TL,Kayseri - Talas - Kiçiköy Mahallesi,
274,13229826,21 Temmuz 2023,Satılık,450 M2,0 (Yeni),2,Boş,16 Mayıs 2023,Konut,400 M2,8+1,Düz Giriş,Yerden Isıtma,25.250.000TL,Kayseri - Talas - Yukarı Mahallesi,
275,13229700,17 Mayıs 2023,Satılık,155 M2,0 (Yeni),9,Boş,16 Mayıs 2023,Konut,130 M2,3.5+1,7.Kat,Merkezi (Pay Ölçer),3.400.000TL,Kayseri - Talas - Kiçiköy Mahallesi,
276,13229688,26 Temmuz 2023,Satılık,300 M2,0 (Yeni),2,Boş,16 Mayıs 2023,Konut,297 M2,6+1,Düz Giriş,Kombi Doğalgaz,13.500.000TL,Kayseri - Talas - Yukarı Mahallesi,Krediye Uygun Değil
277,13229664,16 Temmuz 2023,Satılık,214 M2,0 (Yeni),9,Boş,16 Mayıs 2023,Konut,165 M2,4.5+1,5.Kat,Merkezi (Pay Ölçer),6.500.000TL,Kayseri - Talas - Bahçelievler Mahallesi,
278,13229577,14 Temmuz 2023,Satılık,100 M2,0 (Yeni),6,Boş,15 Mayıs 2023,Konut,80 M2,2+1,5.Kat,Merkezi (Pay Ölçer),1.300.000TL,Kayseri - Talas - Kiçiköy Mahallesi,
279,13228948,15 Mayıs 2023,Satılık,3.875 M2,2,1,Boş,15 Mayıs 2023,Konut,3.874 M2,3+1,Müstakil.Kat,Sobalı,2.000.000TL,Kayseri - Sarız - Yeşilkent Mahallesi,
280,13215788,26 Temmuz 2023,Satılık,100 M2,21 Ve Üzeri,4,Kiracı Oturuyor,12 Mayıs 2023,Konut,85 M2,2+1,Düz Giriş,Kombi Doğalgaz,875.000TL,Kayseri - Talas - Yenidoğan Mahallesi,Krediye Uygun Değil
281,13215631,12 Mayıs 2023,Satılık,165 M2,16-20,15,Kiracı Oturuyor,12 Mayıs 2023,Konut,145 M2,3+1,14.Kat,Merkezi Doğalgaz,1.280.000TL,Kayseri - Talas - Mevlana Mahallesi,Krediye Uygun Değil
282,13215577,12 Mayıs 2023,Satılık,1.700 M2,4,1,Mülk Sahibi Oturuyor,12 Mayıs 2023,Konut,180 M2,3+1,Düz Giriş,Sobalı,2.750.000TL,Kayseri - Hacılar - Karpuzsekisi Mahallesi,Krediye Uygun Değil
283,13213396,11 Mayıs 2023,Satılık,140 M2,11-15,14,Mülk Sahibi Oturuyor,11 Mayıs 2023,Konut,110 M2,3+1,12.Kat,Merkezi (Pay Ölçer),985.000TL,Kayseri - Talas - Mevlana Mahallesi,
284,13206988,17 Mayıs 2023,Satılık,150 M2,0 (Yeni),9,Boş,10 Mayıs 2023,Konut,120 M2,3+1,2.Kat,Merkezi (Pay Ölçer),1.750.000TL,Kayseri - Talas - Yenidoğan Mahallesi,
285,13206654,18 Temmuz 2023,Satılık,187 M2,5-10,14,Boş,10 Mayıs 2023,Konut,150 M2,3+1,3.Kat,Merkezi Doğalgaz,1.600.000TL,Kayseri - Talas - Mevlana Mahallesi,Bilinmiyor
286,13203497,10 Mayıs 2023,Satılık,220 M2,11-15,14,Kiracı Oturuyor,10 Mayıs 2023,Konut,185 M2,4+1,1.Kat,Merkezi Doğalgaz,2.100.000TL,Kayseri - Talas - Bahçelievler Mahallesi,
287,13203406,26 Temmuz 2023,Satılık,150 M2,3,4,Kiracı Oturuyor,10 Mayıs 2023,Konut,140 M2,3+1,4.Kat,Kombi Doğalgaz,1.350.000TL,Kayseri - Yeşilhisar - Karacabey Mahallesi,
288,13195405,19 Temmuz 2023,Satılık,125 M2,1,14,Kiracı Oturuyor,08 Mayıs 2023,Konut,100 M2,2+1,3.Kat,Merkezi (Pay Ölçer),1.425.000TL,Kayseri - Talas - Mevlana Mahallesi,
289,13195396,19 Temmuz 2023,Satılık,175 M2,0 (Yeni),14,Boş,08 Mayıs 2023,Konut,135 M2,3+1,5.Kat,Merkezi (Pay Ölçer),1.950.000TL,Kayseri - Talas - Mevlana Mahallesi,
290,13194921,08 Mayıs 2023,Satılık,145 M2,0 (Yeni),5,Boş,08 Mayıs 2023,Konut,120 M2,3+1,1.Kat,Kombi Doğalgaz,1.340.000TL,Kayseri - Develi - Reşadiye Mahallesi,
291,13192954,08 Mayıs 2023,Satılık,135 M2,5-10,4,Kiracı Oturuyor,08 Mayıs 2023,Konut,120 M2,3+1,2.Kat,Kombi Doğalgaz,1.650.000TL,Kayseri - Develi - Yeni Mahallesi,
292,13192189,23 Haziran 2023,Satılık,250 M2,0 (Yeni),2,Boş,08 Mayıs 2023,Konut,200 M2,5+1,Villa Tipi,Kombi Doğalgaz,3.500.000TL,Kayseri - Bünyan - Büyüktuzhisar Mahallesi,Bilinmiyor
293,13191068,08 Mayıs 2023,Satılık,175 M2,5-10,14,Boş,08 Mayıs 2023,Konut,130 M2,3+1,4.Kat,Merkezi (Pay Ölçer),1.550.000TL,Kayseri - Talas - Mevlana Mahallesi,
294,13191052,01 Temmuz 2023,Satılık,187 M2,5-10,14,Boş,08 Mayıs 2023,Konut,150 M2,3+1,11.Kat,Merkezi (Pay Ölçer),2.350.000TL,Kayseri - Talas - Mevlana Mahallesi,
295,13189377,18 Temmuz 2023,Satılık,155 M2,11-15,14,Mülk Sahibi Oturuyor,08 Mayıs 2023,Konut,130 M2,3+1,9.Kat,Merkezi (Pay Ölçer),1.399.000TL,Kayseri - Talas - Mevlana Mahallesi,
296,13189376,08 Mayıs 2023,Satılık,135 M2,21 Ve Üzeri,3,Boş,08 Mayıs 2023,Konut,110 M2,3+1,2.Kat,Kombi Doğalgaz,980.000TL,Kayseri - Talas - Kiçiköy Mahallesi,
297,13189373,08 Mayıs 2023,Satılık,155 M2,4,14,Kiracı Oturuyor,08 Mayıs 2023,Konut,125 M2,3+1,1.Kat,Merkezi (Pay Ölçer),1.290.000TL,Kayseri - Talas - Mevlana Mahallesi,
298,13189119,08 Mayıs 2023,Satılık,130 M2,0 (Yeni),8,Boş,08 Mayıs 2023,Konut,100 M2,2.5+1,4.Kat,Kombi Doğalgaz,1.975.000TL,Kayseri - Talas - Mevlana Mahallesi,
299,13189113,08 Mayıs 2023,Satılık,85 M2,4,3,Boş,08 Mayıs 2023,Konut,75 M2,2+1,1.Kat,Merkezi (Pay Ölçer),750.000TL,Kayseri - İncesu - Saraycık Mahallesi,Krediye Uygun Değil
300,13187793,07 Mayıs 2023,Satılık,175 M2,0 (Yeni),14,Kiracı Oturuyor,07 Mayıs 2023,Konut,165 M2,3+1,4.Kat,Merkezi (Pay Ölçer),1.900.000TL,Kayseri - Talas - Mevlana Mahallesi,
301,13187528,13 Haziran 2023,Satılık,175 M2,5-10,14,Kiracı Oturuyor,07 Mayıs 2023,Konut,140 M2,3+1,8.Kat,Kombi Doğalgaz,1.450.000TL,Kayseri - Talas - Mevlana Mahallesi,
302,13186871,07 Mayıs 2023,Satılık,135 M2,5-10,5,Mülk Sahibi Oturuyor,07 Mayıs 2023,Konut,125 M2,3+1,Çatı Katı,Kombi Doğalgaz,1.350.000TL,Kayseri - Develi - Yeni Mahallesi,Bilinmiyor
303,13186387,14 Temmuz 2023,Satılık,100 M2,0 (Yeni),8,Boş,07 Mayıs 2023,Konut,80 M2,2+1,2.Kat,Kombi Doğalgaz,1.500.000TL,Kayseri - Talas - Bahçelievler Mahallesi,
304,13186008,07 Mayıs 2023,Satılık,130 M2,2,4,Boş,07 Mayıs 2023,Konut,115 M2,3+1,1.Kat,Kombi Doğalgaz,1.150.000TL,Kayseri - Develi - Harman Mahallesi,Bilinmiyor
305,13183697,07 Mayıs 2023,Satılık,175 M2,5-10,10,Kiracı Oturuyor,06 Mayıs 2023,Konut,135 M2,3+1,4.Kat,Merkezi Doğalgaz,1.750.000TL,Kayseri - Talas - Mevlana Mahallesi,
306,13183371,06 Mayıs 2023,Satılık,220 M2,0 (Yeni),14,Boş,06 Mayıs 2023,Konut,190 M2,4+1,3.Kat,Merkezi (Pay Ölçer),2.150.000TL,Kayseri - Talas - Mevlana Mahallesi,
307,13183367,06 Mayıs 2023,Satılık,175 M2,0 (Yeni),14,Boş,06 Mayıs 2023,Konut,140 M2,4+1,4.Kat,Merkezi (Pay Ölçer),2.764.000TL,Kayseri - Talas - Mevlana Mahallesi,
308,13182111,06 Mayıs 2023,Satılık,135 M2,21 Ve Üzeri,9,Boş,06 Mayıs 2023,Konut,100 M2,3+1,1.Kat,Merkezi Doğalgaz,1.050.000TL,Kayseri - Talas - Bahçelievler Mahallesi,
309,13173787,05 Mayıs 2023,Satılık,150 M2,5-10,3,Boş,05 Mayıs 2023,Konut,135 M2,3+1,Yüksek Giriş,Kombi Doğalgaz,1.450.000TL,Kayseri - Develi - Reşadiye Mahallesi,Bilinmiyor
310,13173782,05 Mayıs 2023,Satılık,135 M2,0 (Yeni),4,Boş,05 Mayıs 2023,Konut,115 M2,3+1,Düz Giriş,Kombi Doğalgaz,1.200.000TL,Kayseri - Develi - Reşadiye Mahallesi,Bilinmiyor
311,13171657,05 Temmuz 2023,Satılık,160 M2,0 (Yeni),9,Boş,05 Mayıs 2023,Konut,108 M2,3.5+1,1.Kat,Merkezi (Pay Ölçer),2.350.000TL,Kayseri - Talas - Mevlana Mahallesi,
312,13171470,07 Temmuz 2023,Satılık,160 M2,5-10,14,Mülk Sahibi Oturuyor,04 Mayıs 2023,Konut,140 M2,3.5+1,14.Kat,Merkezi Doğalgaz,1.650.000TL,Kayseri - Talas - Mevlana Mahallesi,
313,13168603,04 Mayıs 2023,Satılık,170 M2,0 (Yeni),14,Boş,04 Mayıs 2023,Konut,150 M2,3+1,14.Kat,Merkezi (Pay Ölçer),1.865.000TL,Kayseri - Talas - Tablakaya Mahallesi,Krediye Uygun Değil
