Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Yapı Durumu,Eşya Durumu,Banyo Sayısı,Türü,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,Site İçerisinde,Kategori,Fiyat,İlan Açıklaması,Şehir,İlçe,Mahalle
150,11-15,13,Mülk Sahibi Oturuyor,,,1,Konut,135,3+1,4.Kat,Kombi Doğalgaz,Hayır,Daire,1950000,"-Tranway durağı hemen önünde, -Ulaşım sorunu olmayan, -3+1, -Güney batı cephe, -2 balkonlu balkonlar kapalı, -Site içerisinde, -Tum demirbaş ihtiyaçları giderilmiş, -AVM,Market,Cami yakınında, -Çok iyi komşuları var",Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
165,5-10,10,Mülk Sahibi Oturuyor,,,1,Konut,125,3+1,4.Kat,Merkezi Doğalgaz,Hayır,Daire,1580000,,Kayseri,Kocasinan,Ahi Evran Mahallesi
200,1,13,Mülk Sahibi Oturuyor,,,2,Konut,180,3+1,13.Kat,Merkezi Doğalgaz,Hayır,Daire,2100000,"-mükemmel konum, -Kadirhas Has Kongre merkezine 5dk yürüme mesafesi, -Geniş otoparkı, -Kapanmaz manzarası, -Okul, Salık ocağı, Karakol,Hava alanı yakını, -Girişte engelli rampası olan, -İçi yapılı, -Eviniz sizi bekliyor",Kayseri,Kocasinan,Hoca Ahmet Yesevi Mahallesi
105,11-15,5,Boş,,Boş,1,Konut,90,2+1,3.Kat,Kombi Doğalgaz,Hayır,Daire,1100000,,Kayseri,Kocasinan,Yavuz Selim Mahallesi
135,21 Ve Üzeri,10,Kiracı Oturuyor,,,1,Konut,120,3+1,1.Kat,Kombi Doğalgaz,Hayır,Daire,1230000,"Belsin evlerinin en çok gözdesi olan EMES planlı dairemiz yeri ve güzelliğiyle satlıktır. 3+1 kombili 120 m2 1. Kat Kuzey-Batı olmakta birlikte bütün merkezi yerlere yürüme mesafesindedir., Sağlık ocağı, Market, Postane, Banka, Kütüphane, Cami, Tramway Durağı, Dilek BAŞER, Tel:",Kayseri,Melikgazi,Kocatepe Mahallesi
155,5-10,10,Kiracı Oturuyor,,,1,Konut,145,3+1,3.Kat,Merkezi Doğalgaz,Hayır,Daire,1800000,"Bu eve bakmadan karar vermeyin ev almaya...., 155 m2 merkezi sistem 3+1 on katlının 3.Katı . Şuan içinde kiracı oturuyor bakmaya müsait evimiz. Resimler üst kattaki boş daireden çekilmiştir., Dilek Başer, Tel :, Arayın görüşelim 👍",Kayseri,Melikgazi,Anbar Mahallesi
65,5-10,8,Kiracı Oturuyor,İkinci El,Eşyalı,1,Konut,50,1+1,7.Kat,Merkezi Doğalgaz,Hayır,Daire,965000,,Kayseri,Talas,Mevlana Mahallesi
165,5-10,8,Mülk Sahibi Oturuyor,,,2,Konut,135,3+1,3.Kat,Merkezi Doğalgaz,Hayır,Daire,1450000,,Kayseri,Melikgazi,19 Mayıs Mahallesi
100,0 (Yeni),3,Kiracı Oturuyor,,Boş,1,Konut,85,2.5+1,1.Kat,Kombi Doğalgaz,Hayır,Daire,1359000,,Kayseri,Talas,Mevlana Mahallesi
100,0 (Yeni),9,Boş,,Boş,1,Konut,80,2+1,4.Kat,Kombi Doğalgaz,Hayır,Daire,1345000,,Kayseri,Kocasinan,Şeker Mahallesi
165,4,13,Boş,Sıfır,Boş,1,Konut,135,3+1,12.Kat,Merkezi Doğalgaz,Evet,Daire,1475000,,Kayseri,Melikgazi,Bahçelievler Mahallesi
95,11-15,9,Boş,,,1,Konut,75,1+1,8.Kat,Kombi Doğalgaz,Hayır,Daire,825000,"-DAİREM 1 YATAK ODASI, 1 OTURMA ODASI, 1 BAGIMSIZ MUTFAK, 2 HOL, BALKON, WC, BANYODAN OLUŞMAKTADIR, -BİNA ALTINDA AYRICA DAİREYE AİT DEPO/KİLERİ VARDIR, -SELÇUKLU MAHALLESİ GİRİŞİNDEDİR, -MERKEZE 4 KM UZAKLIKTA, 10 DK MESAFEDE, ULAŞIM SORUNU OLMAYAN, GÜZEL HAVADAR BİR KONUMDADIR, -9 KATLININ 8. KATIDIR, -GÜNEY CEPHELİDİR, -KOMBİLİDIR, İÇİ YAPILIDIR, KOMBİSİ VE BOYASI YENİDİR, ŞU AN BOŞTUR, -BRÜT 95 M2 NET 75 M2 DİR, -DAİREME 250 BİN İLE 500 BİN ARASINDA KREDİ ÇIKMAKTADIR, -MANTIKLI ARAÇ TAKASI DEĞERLENDİRİLİR",Kayseri,Melikgazi,Selçuklu Mahallesi
175,1,10,Boş,,Boş,2,Konut,138,3+1,2.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1755000,,Kayseri,Kocasinan,Hoca Ahmet Yesevi Mahallesi
165,11-15,14,Kiracı Oturuyor,,Boş,2,Konut,135,3+1,11.Kat,Merkezi Doğalgaz,Hayır,Daire,1350000,,Kayseri,Talas,Yenidoğan Mahallesi
175,5-10,14,Kiracı Oturuyor,,Boş,2,Konut,160,3.5+1,1.Kat,Merkezi (Pay Ölçer),Hayır,Daire,2080000,,Kayseri,Talas,Mevlana Mahallesi
170,5-10,8,Mülk Sahibi Oturuyor,İkinci El,,2,Konut,115,3+1,3.Kat,Merkezi (Pay Ölçer),Hayır,Daire,2050000,,Kayseri,Talas,Mevlana Mahallesi
175,11-15,5,Mülk Sahibi Oturuyor,,Boş,1,Konut,150,3+1,2.Kat,Kombi Doğalgaz,Hayır,Daire,1250000,,Kayseri,Melikgazi,Şirintepe Mahallesi
135,11-15,15,Mülk Sahibi Oturuyor,,,1,Konut,110,3+1,3.Kat,Merkezi Doğalgaz,Hayır,Daire,1195000,"TALAS MEVLANA MAHALLESİ ANAYURT CADDESİ ÜZERİNDE, 3+1 135M2 3.KAT KUZEY BATI CEPHE MERKEZİ SİSTEM ISINMA ÇİFT BALKONLU FULL YAPILI MASRAFSIZ FIRSAT DAİRESİ, MUTFAK DOLAPLARI, ISLAK ZEMİNLER SIFIR YAPILMIŞTIR., DETAYLI BİLGİ İÇİN ARAYINIZ",Kayseri,Talas,Mevlana Mahallesi
280,0 (Yeni),14,Boş,,,2,Konut,260,4+1,4.Kat,Merkezi Doğalgaz,Hayır,Daire,9250000,,Kayseri,Melikgazi,Gültepe Mahallesi
150,1,12,Mülk Sahibi Oturuyor,İkinci El,Eşyalı,2,Konut,130,3+1,8.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1440000,,Kayseri,Kocasinan,Beyazşehir Mahallesi
280,0 (Yeni),14,Boş,,,2,Konut,240,4+1,1.Kat,Merkezi (Pay Ölçer),Evet,Daire,6250000,,Kayseri,Melikgazi,Gültepe Mahallesi
180,5-10,8,Kiracı Oturuyor,İkinci El,,1,Konut,135,3+1,7.Kat,Kombi Doğalgaz,Hayır,Daire,1545000,,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
85,11-15,6,Mülk Sahibi Oturuyor,İkinci El,,1,Konut,80,2+1,3.Kat,Kombi Doğalgaz,Hayır,Daire,1065000,,Kayseri,Melikgazi,Demokrasi Mahallesi
300,21 Ve Üzeri,1,Kiracı Oturuyor,İkinci El,,1,Konut,165,3.5+1,,Sobalı,Hayır,Müstakil Ev,1000020,Satılık temiz 300 m2 arsa içerisinde kayısı ağacı üzüm asması olan Banya tuvalet yapılı mutfak dolabı yapılı parkelı temiz kira getirili ileriki dönemlik için yatırımlılık etrafı çevrili müstakil ev içinde kiracı mevcut fotolar net çekilememiştir. Pazarlık vardır. Temiz sakin bir sokak içerisinde dedir sobalı doğalgaz çok yakınındadır dilekçe verilirse doğalgaz getirilir acil satılıktır borçtan ve ıkıncı evden dolayı satılıktır. Bir çok o bölgede müstakile göre uygun veriliyor. Tek kendıne ait tapusu vardır eskı tapu olduğu için tarla gecıyor yenı tapu gidip müstakil tapu ile değiştirilir.,Kayseri,Kocasinan,Sancaktepe Mahallesi
185,2,14,Boş,Sıfır,Boş,2,Konut,145,3.5+1,7.Kat,Merkezi (Pay Ölçer),Hayır,Daire,2350000,,Kayseri,Kocasinan,Beyazşehir Mahallesi
150,5-10,9,Kiracı Oturuyor,İkinci El,Boş,1,Konut,130,3+1,8.Kat,Merkezi Doğalgaz,Hayır,Daire,1350000,AHİEVRANDA SATILIK OLAN DAİREMİZ ÇOK TEMİZ VE BAKIMLIDIR FUL ERCİYES MANZARALI OLUP ÖNÜNÜN KAPANMA DURUMU YOKTUR KONUM İTİBARİ İLE ÇOK YÜKSEK VE HAVADAR BİR YERDEDİR İLERİYE YÖNELİK GELİŞMEKTE OLAN BİR BÖLGE İLDEM F LERİN YAPILMASIYLA BÖLGEDE  BİRHAREKETLİLİK  BEKLENMEKTEDİR,Kayseri,Kocasinan,Ahi Evran Mahallesi
230,3,4,Boş,Sıfır,Boş,2,Konut,200,4+1,4.Kat,Merkezi (Pay Ölçer),Evet,Daire,2350000,YEŞİLYURT ESNAF TOKİNİN AZ SAYIDA YAPMIŞ OLDUĞU LÜX KONUTLARDAN  İÇİ FUL YAPILI DEVASA GENİŞLİKTE OLUP ÖNÜ FUL AÇIKTIR ERCİYESİ GESİYİ GÜNEŞLİYİ FUL GÖRÜR VİLLA ALMA BU DAİRE AL OKADAR PARA VERME PİYASADAKİ ÇOĞU VİLLADAN DAHA GENİŞ GÖRMEDENGEÇME DERİM,Kayseri,Melikgazi,Yeşilyurt Mahallesi
160,21 Ve Üzeri,3,Kiracı Oturuyor,,Boş,1,Konut,120,3+1,2.Kat,Merkezi Doğalgaz,Evet,Daire,1400000,,Kayseri,Talas,Bahçelievler Mahallesi
125,1,14,Boş,İkinci El,,1,Konut,100,2.5+1,8.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1750000,,Kayseri,Kocasinan,Ziyagökalp Mahallesi
175,0 (Yeni),9,Boş,,Boş,2,Konut,145,3+1,2.Kat,Merkezi (Pay Ölçer),Hayır,Daire,2550000,,Kayseri,Melikgazi,Altınoluk Mahallesi
75,5-10,3,Kiracı Oturuyor,,,1,Konut,60,1+1,2.Kat,Kombi Doğalgaz,Hayır,Daire,725000,,Kayseri,Melikgazi,Demokrasi Mahallesi
240,0 (Yeni),3,Boş,Sıfır,Boş,3,Konut,185,5+1,Müstakil,Kombi Doğalgaz,Evet,Daire,6500000,Site içerisinde özel peyzaj mimarisi ile göz dolduran villa,Kayseri,Melikgazi,Eğribucak Mahallesi
175,21 Ve Üzeri,2,Mülk Sahibi Oturuyor,,Boş,1,Konut,140,4+1,,Kombi Doğalgaz,Hayır,Müstakil Ev,2900000,,Kayseri,Melikgazi,Hisarcık Mahallesi
285,3,3,Mülk Sahibi Oturuyor,Sıfır,Eşyalı,4,Konut,200,9+ Oda,3.Kat,Kombi Doğalgaz,Evet,Daire,15000000,Özel iç tasarımlı bahçe mobilyaları ile geniş salonu mutfak giyinme odaları 70m2 yatak odası film odası özel tasarımlı bahçe yaşam alanları ile göz dolduran villa,Kayseri,Melikgazi,Erenköy Mahallesi
260,21 Ve Üzeri,14,Kiracı Oturuyor,,Boş,1,Konut,240,4+1,5.Kat,Merkezi Doğalgaz,Hayır,Daire,3550000,,Kayseri,Melikgazi,Alpaslan Mahallesi
175,3,11,Kiracı Oturuyor,,Boş,2,Konut,135,3+1,2.Kat,Merkezi (Pay Ölçer),Hayır,Daire,2090000,,Kayseri,Melikgazi,19 Mayıs Mahallesi
200,5-10,14,Boş,,Boş,2,Konut,185,3+1,3.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1850000,,Kayseri,Talas,Mevlana Mahallesi
145,0 (Yeni),4,Boş,Sıfır,,2,Konut,125,3+1,3.Kat,Kombi Doğalgaz,Hayır,Daire,1620000,,Kayseri,Develi,Alpaslan Mahallesi
175,0 (Yeni),14,Boş,,Boş,2,Konut,140,3+1,13.Kat,Merkezi Doğalgaz,Hayır,Daire,1630000,,Kayseri,Talas,Mevlana Mahallesi
110,4,4,Kiracı Oturuyor,,Boş,1,Konut,95,2+1,4.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1199000,,Kayseri,Melikgazi,Yeşilyurt Mahallesi
185,0 (Yeni),14,Boş,Sıfır,,2,Konut,155,3+1,4.Kat,Merkezi (Pay Ölçer),Hayır,Daire,2000000,,Kayseri,Kocasinan,Cırgalan Mahallesi
70,5-10,7,Kiracı Oturuyor,,,1,Konut,55,1+1,1.Kat,Merkezi (Pay Ölçer),Hayır,Daire,935000,"TALAS MEVLANA MAHALLESİ SAYER CADDESİ OTOBÜS İŞLETMESİ YANINDA, 1+1 1.KAT CADDE CEPHELİ BAĞIMSIZ YÜKSEK KİRA GETİRİLİ SATILIK DAİRE",Kayseri,Talas,Mevlana Mahallesi
165,5-10,8,Mülk Sahibi Oturuyor,,Boş,2,Konut,140,3+1,8.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1875000,,Kayseri,Kocasinan,Argıncık Mahallesi
165,0 (Yeni),10,Boş,,Boş,2,Konut,125,3+1,8.Kat,Merkezi (Pay Ölçer),Hayır,Daire,2050000,,Kayseri,Kocasinan,Mithatpaşa Mahallesi
135,11-15,15,Boş,İkinci El,,1,Konut,110,3+1,12.Kat,Merkezi Doğalgaz,Hayır,Daire,1270000,"TALAS MEVLANA MAHALLESİ ANAYURT MEYDANDA PTT KARŞISINDA, 3+1 12.KAT, 135M2KUZEY BATI CEPHE, MERKEZİ SİSTEM ISINMA ÇİFT BALKONLU, ISLAK ZEMİNLER, PARKELER, MUTFAK DOLABI SIFIRDAN YAPILMIŞTIR, DETAYLI BİLGİ İÇİN ARAYINIZ",Kayseri,Talas,Mevlana Mahallesi
135,21 Ve Üzeri,10,Mülk Sahibi Oturuyor,,Boş,1,Konut,110,3+1,Düz Giriş (Zemin),Kombi Doğalgaz,Hayır,Daire,1175000,,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
160,0 (Yeni),12,Boş,,,2,Konut,130,3+1,10.Kat,Merkezi (Pay Ölçer),Hayır,Daire,850000,,Kayseri,Melikgazi,Yeşilyurt Mahallesi
155,5-10,9,Kiracı Oturuyor,,,1,Konut,135,3+1,3.Kat,Kombi Doğalgaz,Hayır,Daire,1495000,,Kayseri,Melikgazi,Esenyurt Mahallesi
155,11-15,14,Mülk Sahibi Oturuyor,,,1,Konut,135,3+1,14.Kat,Merkezi Doğalgaz,Hayır,Daire,1350000,"TALAS MEVLANA MAHALLESİ MEHMET TİMUÇİN CADDESİ ÜZERİNDE MERKEZİ KONUMLU, 3+1 155M2 14.KAT GÜNEY-BATI CEPHE MERKEZİ SİSTEM ISINMA MESKENLİ, OKUL, KURUMSAL MARKETLER, OTOBÜS DURAĞI VB. YAŞAM ALANLARI İÇERİSİNDEDİR., BİNAYA AİT AÇIK OTOPARK, DETAYLI BİLGİ İÇİN ARAYINIZ",Kayseri,Talas,Mevlana Mahallesi
265,0 (Yeni),12,Boş,Sıfır,,3,Konut,240,5+1,5.Kat,Merkezi (Pay Ölçer),Hayır,Daire,7500000,"COLDWELL BANKER YES Gayrimenkul den süper lüks satılık daireler.Binamiz köşe başı olup etrafı açık bahçeli, kapalı otoparklı ve çift asansörlüdür.Bina 12 katlı muhtelif kat ve cepheler de dairelerimiz bulunmaktadır.Daire içerisinde salon , oturma odası, mutfak,çalışma odası, iki çocuk odası ve çocuk odalarının kendine ait banyosu vardır, ebeveyn yatak odası ,içinde banyosu türk hamamı ve giyinme odası bulunmaktadır.Birin'ci sınıf işçilik ve kullanılan malzeme kalitesi ile fark yaratmaktadır.",Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
280,0 (Yeni),14,Boş,Sıfır,,2,Konut,260,4+1,7.Kat,Merkezi (Pay Ölçer),Hayır,Daire,9250000,"COLDWELL BANKER YES Gayrimenkul den Satılık SÜPER LÜKS Daire BAŞKAL Yapının en Prestijli projesi olan Dairemiz birinci sınıf işçilik ve yüksek malzeme kalitesi ile fark yaratmaktadır.Binamizda düzgün bahçe düzeni kapalı otoparkı bina girişinde toplantı salonu ve çift asansörü bulunmaktadır.Daire kapılarımız parmak okuyucu sistemi ile yüksek güvenlik sistemleri bulunmaktadır.Daire içerisinde çok geniş odaları; çamaşır odası, kiler ,girinme odası ,Türk hamamı mevcuttur .Merkeze yakınlığı sebebi ile yaşam kalitesini yükseltmektedir.",Kayseri,Melikgazi,Gültepe Mahallesi
175,0 (Yeni),13,Boş,,Boş,2,Konut,150,3+1,9.Kat,Merkezi (Pay Ölçer),Hayır,Daire,2280000,,Kayseri,Talas,Bahçelievler Mahallesi
175,4,14,Kiracı Oturuyor,,Boş,2,Konut,150,3+1,13.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1999000,,Kayseri,Talas,Mevlana Mahallesi
165,11-15,9,Boş,,Boş,1,Konut,130,3+1,8.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1250000,,Kayseri,Melikgazi,Tınaztepe Mahallesi
120,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,,Boş,1,Konut,100,2+1,Düz Giriş (Zemin),Kombi Doğalgaz,Hayır,Daire,960000,,Kayseri,Melikgazi,Aydınlıkevler Mahallesi
175,3,9,Boş,,Boş,2,Konut,140,3+1,5.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1650000,,Kayseri,Talas,Mevlana Mahallesi
235,4,14,Mülk Sahibi Oturuyor,İkinci El,,2,Konut,200,4+1,14.Kat,Merkezi (Pay Ölçer),Hayır,Daire,4350000,,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
100,0 (Yeni),4,Boş,Sıfır,Boş,1,Konut,80,2+1,1.Kat,Kombi Doğalgaz,Hayır,Daire,1350000,,Kayseri,Talas,Mevlana Mahallesi
235,4,14,Mülk Sahibi Oturuyor,,Boş,2,Konut,215,4+1,11.Kat,Merkezi (Pay Ölçer),Hayır,Daire,2425000,,Kayseri,Talas,Mevlana Mahallesi
187,0 (Yeni),14,Boş,Sıfır,Boş,2,Konut,155,4+1,3.Kat,Merkezi (Pay Ölçer),Hayır,Daire,3650000,,Kayseri,Talas,Mevlana Mahallesi
110,0 (Yeni),10,Boş,,Boş,1,Konut,75,2+1,1.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1300000,,Kayseri,Kocasinan,Şeker Mahallesi
180,11-15,15,Boş,İkinci El,Boş,2,Konut,160,3+1,15.Kat,Merkezi Doğalgaz,Evet,Daire,1349999,"*DAİREMİZ ASYA KENT SİTESİ BURCU APARTMANINDA, *NET 160 METREKARE VE KİLERLİ, *GÜNEYDOĞU CEPHELİ, *SİTE İÇERİSİNDE OLUP FUTBOL SAHASI YÜRÜYÜŞ PARKURU VE ÇOCUK PARKI BULUNMAKTADIR, *OKULLARA YAKIN VE, *TRAMVAYA YÜRÜME MESAFEDİNDEDİR, ACİL OLUP PAZARLIK PAYI VARDIR",Kayseri,Talas,Mevlana Mahallesi
170,5-10,12,Boş,,,2,Konut,130,3+1,8.Kat,Merkezi Fueloil,Hayır,Daire,2400000,"-GÖZDE SEMT KÖŞK MAHALLESİNİN MERKEZİNDE -3+1, -AVM,HASTANE, İLK OKULA,ULAŞIM ARAÇLARINA YAKIN,SOSYETE PAZARINA YÜRÜME MESAFESİNDE, -GÜNEY-KUZEY-DOĞU CEPHE, -HER KATTA 2 DAİRE BULUNMAKTADIR., -MUTFAK BALKONU YAPILI SALON BALKONU İÇİNE KATILMIŞTIR., -MERKEZİ SİSTEM ISITMALI VE YALITIMLIDIR., -ÇİFT ASANSÖRLÜ,OTOPARKLI",Kayseri,Melikgazi,Köşk Mahallesi
130,0 (Yeni),10,Boş,Sıfır,Boş,2,Konut,115,2+1,4.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1425000,,Kayseri,Melikgazi,Yeşilyurt Mahallesi
185,11-15,11,Mülk Sahibi Oturuyor,,,2,Konut,145,3+1,7.Kat,Merkezi Doğalgaz,Hayır,Daire,2950000,,Kayseri,Melikgazi,Köşk Mahallesi
145,16-20,3,Mülk Sahibi Oturuyor,,Boş,1,Konut,125,3+1,3.Kat,Kombi Doğalgaz,Hayır,Daire,1300000,,Kayseri,Kocasinan,Fevzi Çakmak Mahallesi
100,21 Ve Üzeri,8,Boş,,,1,Konut,80,3+1,2.Kat,Kombi Doğalgaz,Hayır,Daire,950000,MS plandır yani tutulanlardan içi komple yapili vestiyer parke Pimapen yüklük vs. banyo tuvalet yapili kombili güney cephe. bina dış cepheden ısı yalıtımı yapılı çift balkon biri kapalı digeride yapilidir.  marketler sağlık ocağı eczaneler okul kırtasiye tam karşısındadır. Selimiye tramvay durağına 200 metre mesafede otogara 1 km şehir Hastanesi'ne 2.5 km organize sanayiye 2 km uzaklıktadır.  meskeni vardır. krediye uygundur. tapu alıcıya aittir.,Kayseri,Melikgazi,Anafartalar Mahallesi
520,5-10,3,Kiracı Oturuyor,,Boş,1,Konut,480,2+1,,Sobalı,Hayır,Müstakil Ev,2200000,,Kayseri,Melikgazi,Selçuklu Mahallesi
550,5-10,3,Boş,,Boş,4,Konut,250,6+1,,Kombi Doğalgaz,Hayır,Villa,7000000,,Kayseri,Melikgazi,Becen Mahallesi
215,5-10,4,Boş,,Boş,3,Konut,195,4+2,4.Kat,Kombi Doğalgaz,Hayır,Daire,2100000,,Kayseri,Talas,Kiçiköy Mahallesi
412,0 (Yeni),1,Boş,Sıfır,Boş,1,Konut,411,1 Oda,,Sobalı,Hayır,Müstakil Ev,1200000,412 m2 arsa içerisinde 50m2 briketten mutfağı banyosu 1.sınıf malzemeden yapılmış aydınlatma elektriği ve suyu olan bahçesinde 25 adet meyve ağaçı dikilmis müstakil evim satılıktır.Emlakçı değilim.Pazarlık sünnettir arayınız detayları telefonda konuşalım,Kayseri,Melikgazi,Gesi Mahallesi
300,0 (Yeni),1,Boş,Sıfır,,4,Konut,250,4+1,,Kombi Doğalgaz,Hayır,Villa,8500000,,Kayseri,Talas,Reşadiye Mahallesi
90,0 (Yeni),1,Boş,,,1,Konut,65,2+1,,Kombi Doğalgaz,Hayır,Villa,2710000,,Kayseri,Hacılar,Aşağı Mahallesi
155,3,12,Boş,,,1,Konut,110,3+1,10.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1850000,3+1 içi ful yapılı güneybatı cephe lüx daire,Kayseri,Melikgazi,Kazımkarabekir Mahallesi
175,0 (Yeni),12,Boş,,Boş,2,Konut,125,3+1,10.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1400000,,Kayseri,Melikgazi,Şirintepe Mahallesi
165,11-15,9,Boş,,,2,Konut,135,3+1,4.Kat,Merkezi Doğalgaz,Hayır,Daire,1550000,,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
100,21 Ve Üzeri,8,Kiracı Oturuyor,İkinci El,Boş,1,Konut,80,3+1,2.Kat,Kombi Doğalgaz,Hayır,Daire,975000,,Kayseri,Melikgazi,Anafartalar Mahallesi
120,0 (Yeni),5,Boş,Sıfır,,3,Konut,90,3+0,4.Kat,Kombi Doğalgaz,Hayır,Daire,1675000,,Kayseri,Talas,Bahçelievler Mahallesi
165,5-10,8,Boş,İkinci El,Boş,1,Konut,145,3+1,6.Kat,Kombi Doğalgaz,Hayır,Daire,1700000,,Kayseri,Talas,Mevlana Mahallesi
175,1,11,Boş,Sıfır,Boş,1,Konut,135,3+1,8.Kat,Merkezi Doğalgaz,Hayır,Daire,1525000,,Kayseri,Melikgazi,Yeşilyurt Mahallesi
135,21 Ve Üzeri,4,Kiracı Oturuyor,,Boş,1,Konut,120,3+1,3.Kat,Kombi Doğalgaz,Hayır,Daire,1250000,,Kayseri,Melikgazi,Tacettin Veli Mahallesi
135,3,11,Kiracı Oturuyor,,,1,Konut,115,2+1,2.Kat,Merkezi Doğalgaz,Hayır,Daire,1520000,,Kayseri,Melikgazi,Battalgazi Mahallesi
80,21 Ve Üzeri,3,Kiracı Oturuyor,,Boş,1,Konut,60,2+1,1.Kat,Sobalı,Hayır,Daire,750000,,Kayseri,Kocasinan,Hacı Saki Mahallesi
160,0 (Yeni),7,Boş,,Boş,1,Konut,140,3+1,4.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1580000,,Kayseri,Kocasinan,Osmangazi Mahallesi
175,5-10,10,Boş,,Boş,1,Konut,133,3+1,3.Kat,Merkezi Doğalgaz,Evet,Daire,2040000,,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
180,4,12,Kiracı Oturuyor,,Boş,2,Konut,150,3+1,2.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1940000,,Kayseri,Kocasinan,Zümrüt Mahallesi
165,11-15,8,Mülk Sahibi Oturuyor,,Boş,1,Konut,130,3+1,Yüksek Giriş,Kombi Doğalgaz,Hayır,Daire,1145000,,Kayseri,Melikgazi,Demokrasi Mahallesi
175,4,10,Kiracı Oturuyor,,Boş,2,Konut,125,3+1,2.Kat,Merkezi Doğalgaz,Hayır,Daire,1450000,,Kayseri,Melikgazi,Demokrasi Mahallesi
350,21 Ve Üzeri,12,Mülk Sahibi Oturuyor,,Boş,3,Konut,300,6+1,12.Kat,Merkezi Doğalgaz,Hayır,Daire,2599000,"SÖZLEŞMELİ MÜLKÜMÜZ OLUP TEK YETKİLİ RE/MAX SÖZ'DÜR., DÜNYADA HİÇ KİMSE REMAX 'TAN DAHA FAZLA GAYRİMENKUL SATMIYOR!, 1973 yılında kurulan RE/MAX, bugün dünyada en çok gayrimenkul satışı gerçekleştiren kurumudur. 105 Ülkede, yaklaşık 6.500 Civarı Ofisi ve 100.000'e yakın Gayrimenkul Danışmanı bulunmaktadır. Kayseri RE/MAX SÖZ Ofisimizde 50Profesyonel danışmanla, ülkemizde ve KKTC’de toplam 300 Ofisle sizlere kaliteli, güvenilir ve hızlı hizmet vermektedir.",Kayseri,Melikgazi,Gültepe Mahallesi
250,11-15,13,Mülk Sahibi Oturuyor,,Boş,3,Konut,220,4+1,13.Kat,Merkezi (Pay Ölçer),Hayır,Daire,2750000,,Kayseri,Melikgazi,Köşk Mahallesi
220,2,14,Mülk Sahibi Oturuyor,,Boş,2,Konut,190,4+1,14.Kat,Merkezi (Pay Ölçer),Hayır,Daire,2850000,,Kayseri,Kocasinan,Alsancak Mahallesi
145,11-15,14,Mülk Sahibi Oturuyor,İkinci El,,1,Konut,135,3+1,9.Kat,Merkezi Doğalgaz,Hayır,Daire,1495000,Fuul yapılı eksiksiz masrafsız yatırımlık anayurt dairesi konumu çok güzel bir yerde iki yolada cephe her yere yakın tam yatırımlık 400 bin harcanmış yapılmış daire deprem hasarı yoktur raporları mevcuttur sağlam bina 9. Kat güney batı cephe,Kayseri,Talas,Mevlana Mahallesi
220,3,14,Mülk Sahibi Oturuyor,,Boş,2,Konut,180,4+1,8.Kat,Merkezi Doğalgaz,Hayır,Daire,3400000,,Kayseri,Talas,Bahçelievler Mahallesi
220,4,13,Mülk Sahibi Oturuyor,,Boş,2,Konut,185,4+1,6.Kat,Merkezi (Pay Ölçer),Hayır,Daire,2790000,,Kayseri,Talas,Mevlana Mahallesi
110,5-10,14,Kiracı Oturuyor,,Boş,1,Konut,90,2+1,7.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1315000,,Kayseri,Talas,Mevlana Mahallesi
220,5-10,14,Boş,,Boş,2,Konut,200,3+1,2.Kat,Merkezi (Pay Ölçer),Hayır,Daire,3250000,,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
155,11-15,10,Boş,İkinci El,Boş,2,Konut,125,3+1,9.Kat,Merkezi Doğalgaz,Evet,Daire,1300000,,Kayseri,Kocasinan,Yenidoğan Mahallesi
185,5-10,14,Mülk Sahibi Oturuyor,,,2,Konut,145,3+1,13.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1990000,Talas mevlana mahallesi papatya caddesinde harika konumlu daire,Kayseri,Talas,Mevlana Mahallesi
